,mu_x (debye),mu_y (debye),mu_z (debye),P_x (uC/cm^2),P_y (uC/cm^2),P_z (uC/cm^2),volume (angstrom^3)
0,7.528276515441668,-0.23363434001856678,33.58417750741794,1.220634732811793,-0.03788147122641813,5.445338445577261,2057.2599715152483
