total_molecules,total_atoms,total_molecular_mass,iter
11,286,5425.846,77475
11,286,5425.846,77500
11,286,5425.846,77525
11,286,5425.846,77550
11,286,5425.846,77575
11,286,5425.846,77600
11,286,5425.846,77625
11,286,5425.846,77650
11,286,5425.846,77675
11,286,5425.846,77700
11,286,5425.846,77725
11,286,5425.846,77750
11,286,5425.846,77775
11,286,5425.846,77800
10,286,5425.846,77825
10,286,5425.846,77850
10,286,5425.846,77875
10,286,5425.846,77900
10,286,5425.846,77925
11,286,5425.846,77950
11,286,5425.846,77975
11,286,5425.846,78000
11,286,5425.846,78025
10,286,5425.846,78050
11,286,5425.846,78075
10,286,5425.846,78100
11,286,5425.846,78125
10,286,5425.846,78150
10,286,5425.846,78175
10,286,5425.846,78200
10,286,5425.846,78225
11,286,5425.846,78250
11,286,5425.846,78275
11,286,5425.846,78300
11,286,5425.846,78325
11,286,5425.846,78350
11,286,5425.846,78375
11,286,5425.846,78400
11,286,5425.846,78425
11,286,5425.846,78450
11,286,5425.846,78475
10,286,5425.846,78500
10,286,5425.846,78525
10,286,5425.846,78550
10,286,5425.846,78575
11,286,5425.846,78600
10,286,5425.846,78625
11,286,5425.846,78650
11,286,5425.846,78675
11,286,5425.846,78700
11,286,5425.846,78725
11,286,5425.846,78750
11,286,5425.846,78775
11,286,5425.846,78800
11,286,5425.846,78825
10,286,5425.846,78850
10,286,5425.846,78875
10,286,5425.846,78900
11,286,5425.846,78925
11,286,5425.846,78950
11,286,5425.846,78975
11,286,5425.846,79000
11,286,5425.846,79025
11,286,5425.846,79050
11,286,5425.846,79075
11,286,5425.846,79100
11,286,5425.846,79125
11,286,5425.846,79150
10,286,5425.846,79175
10,286,5425.846,79200
10,286,5425.846,79225
10,286,5425.846,79250
10,286,5425.846,79275
10,286,5425.846,79300
10,286,5425.846,79325
11,286,5425.846,79350
11,286,5425.846,79375
11,286,5425.846,79400
11,286,5425.846,79425
11,286,5425.846,79450
11,286,5425.846,79475
11,286,5425.846,79500
11,286,5425.846,79525
11,286,5425.846,79550
11,286,5425.846,79575
10,286,5425.846,79600
10,286,5425.846,79625
10,286,5425.846,79650
10,286,5425.846,79675
10,286,5425.846,79700
11,286,5425.846,79725
11,286,5425.846,79750
11,286,5425.846,79775
11,286,5425.846,79800
11,286,5425.846,79825
11,286,5425.846,79850
11,286,5425.846,79875
11,286,5425.846,79900
11,286,5425.846,79925
11,286,5425.846,79950
11,286,5425.846,79975
11,286,5425.846,80000
11,286,5425.846,80025
10,286,5425.846,80050
10,286,5425.846,80075
10,286,5425.846,80100
10,286,5425.846,80125
11,286,5425.846,80150
11,286,5425.846,80175
11,286,5425.846,80200
11,286,5425.846,80225
11,286,5425.846,80250
11,286,5425.846,80275
11,286,5425.846,80300
11,286,5425.846,80325
11,286,5425.846,80350
10,286,5425.846,80375
11,286,5425.846,80400
10,286,5425.846,80425
10,286,5425.846,80450
11,286,5425.846,80475
11,286,5425.846,80500
11,286,5425.846,80525
11,286,5425.846,80550
11,286,5425.846,80575
11,286,5425.846,80600
11,286,5425.846,80625
10,286,5425.846,80650
11,286,5425.846,80675
10,286,5425.846,80700
11,286,5425.846,80725
10,286,5425.846,80750
10,286,5425.846,80775
11,286,5425.846,80800
11,286,5425.846,80825
11,286,5425.846,80850
11,286,5425.846,80875
11,286,5425.846,80900
11,286,5425.846,80925
11,286,5425.846,80950
11,286,5425.846,80975
10,286,5425.846,81000
11,286,5425.846,81025
10,286,5425.846,81050
10,286,5425.846,81075
11,286,5425.846,81100
11,286,5425.846,81125
11,286,5425.846,81150
11,286,5425.846,81175
11,286,5425.846,81200
11,286,5425.846,81225
11,286,5425.846,81250
11,286,5425.846,81275
11,286,5425.846,81300
11,286,5425.846,81325
11,286,5425.846,81350
11,286,5425.846,81375
10,286,5425.846,81400
11,286,5425.846,81425
11,286,5425.846,81450
11,286,5425.846,81475
11,286,5425.846,81500
11,286,5425.846,81525
11,286,5425.846,81550
11,286,5425.846,81575
11,286,5425.846,81600
11,286,5425.846,81625
10,286,5425.846,81650
11,286,5425.846,81675
10,286,5425.846,81700
11,286,5425.846,81725
11,286,5425.846,81750
11,286,5425.846,81775
11,286,5425.846,81800
11,286,5425.846,81825
11,286,5425.846,81850
11,286,5425.846,81875
11,286,5425.846,81900
10,286,5425.846,81925
10,286,5425.846,81950
10,286,5425.846,81975
10,286,5425.846,82000
11,286,5425.846,82025
11,286,5425.846,82050
11,286,5425.846,82075
11,286,5425.846,82100
11,286,5425.846,82125
11,286,5425.846,82150
11,286,5425.846,82175
10,286,5425.846,82200
11,286,5425.846,82225
11,286,5425.846,82250
11,286,5425.846,82275
11,286,5425.846,82300
11,286,5425.846,82325
11,286,5425.846,82350
11,286,5425.846,82375
11,286,5425.846,82400
11,286,5425.846,82425
11,286,5425.846,82450
11,286,5425.846,82475
11,286,5425.846,82500
11,286,5425.846,82525
11,286,5425.846,82550
11,286,5425.846,82575
11,286,5425.846,82600
11,286,5425.846,82625
11,286,5425.846,82650
11,286,5425.846,82675
11,286,5425.846,82700
11,286,5425.846,82725
11,286,5425.846,82750
11,286,5425.846,82775
11,286,5425.846,82800
11,286,5425.846,82825
11,286,5425.846,82850
11,286,5425.846,82875
11,286,5425.846,82900
11,286,5425.846,82925
11,286,5425.846,82950
11,286,5425.846,82975
11,286,5425.846,83000
11,286,5425.846,83025
11,286,5425.846,83050
11,286,5425.846,83075
11,286,5425.846,83100
11,286,5425.846,83125
11,286,5425.846,83150
11,286,5425.846,83175
11,286,5425.846,83200
11,286,5425.846,83225
11,286,5425.846,83250
10,286,5425.846,83275
10,286,5425.846,83300
10,286,5425.846,83325
10,286,5425.846,83350
11,286,5425.846,83375
11,286,5425.846,83400
11,286,5425.846,83425
11,286,5425.846,83450
11,286,5425.846,83475
11,286,5425.846,83500
11,286,5425.846,83525
11,286,5425.846,83550
11,286,5425.846,83575
11,286,5425.846,83600
11,286,5425.846,83625
11,286,5425.846,83650
10,286,5425.846,83675
10,286,5425.846,83700
10,286,5425.846,83725
11,286,5425.846,83750
11,286,5425.846,83775
11,286,5425.846,83800
11,286,5425.846,83825
11,286,5425.846,83850
11,286,5425.846,83875
11,286,5425.846,83900
11,286,5425.846,83925
11,286,5425.846,83950
11,286,5425.846,83975
11,286,5425.846,84000
11,286,5425.846,84025
10,286,5425.846,84050
10,286,5425.846,84075
10,286,5425.846,84100
10,286,5425.846,84125
11,286,5425.846,84150
11,286,5425.846,84175
11,286,5425.846,84200
11,286,5425.846,84225
11,286,5425.846,84250
11,286,5425.846,84275
11,286,5425.846,84300
11,286,5425.846,84325
11,286,5425.846,84350
11,286,5425.846,84375
11,286,5425.846,84400
11,286,5425.846,84425
11,286,5425.846,84450
11,286,5425.846,84475
11,286,5425.846,84500
11,286,5425.846,84525
11,286,5425.846,84550
11,286,5425.846,84575
11,286,5425.846,84600
11,286,5425.846,84625
11,286,5425.846,84650
11,286,5425.846,84675
10,286,5425.846,84700
11,286,5425.846,84725
11,286,5425.846,84750
11,286,5425.846,84775
11,286,5425.846,84800
11,286,5425.846,84825
11,286,5425.846,84850
11,286,5425.846,84875
11,286,5425.846,84900
11,286,5425.846,84925
11,286,5425.846,84950
10,286,5425.846,84975
11,286,5425.846,85000
10,286,5425.846,85025
11,286,5425.846,85050
10,286,5425.846,85075
11,286,5425.846,85100
11,286,5425.846,85125
11,286,5425.846,85150
11,286,5425.846,85175
11,286,5425.846,85200
11,286,5425.846,85225
11,286,5425.846,85250
10,286,5425.846,85275
10,286,5425.846,85300
10,286,5425.846,85325
11,286,5425.846,85350
10,286,5425.846,85375
11,286,5425.846,85400
11,286,5425.846,85425
11,286,5425.846,85450
11,286,5425.846,85475
11,286,5425.846,85500
11,286,5425.846,85525
11,286,5425.846,85550
11,286,5425.846,85575
11,286,5425.846,85600
11,286,5425.846,85625
11,286,5425.846,85650
10,286,5425.846,85675
10,286,5425.846,85700
10,286,5425.846,85725
10,286,5425.846,85750
10,286,5425.846,85775
11,286,5425.846,85800
11,286,5425.846,85825
11,286,5425.846,85850
11,286,5425.846,85875
11,286,5425.846,85900
11,286,5425.846,85925
11,286,5425.846,85950
11,286,5425.846,85975
11,286,5425.846,86000
10,286,5425.846,86025
10,286,5425.846,86050
10,286,5425.846,86075
11,286,5425.846,86100
10,286,5425.846,86125
11,286,5425.846,86150
11,286,5425.846,86175
11,286,5425.846,86200
11,286,5425.846,86225
11,286,5425.846,86250
11,286,5425.846,86275
11,286,5425.846,86300
11,286,5425.846,86325
11,286,5425.846,86350
11,286,5425.846,86375
10,286,5425.846,86400
11,286,5425.846,86425
11,286,5425.846,86450
11,286,5425.846,86475
11,286,5425.846,86500
11,286,5425.846,86525
11,286,5425.846,86550
11,286,5425.846,86575
11,286,5425.846,86600
11,286,5425.846,86625
11,286,5425.846,86650
11,286,5425.846,86675
11,286,5425.846,86700
11,286,5425.846,86725
11,286,5425.846,86750
11,286,5425.846,86775
11,286,5425.846,86800
11,286,5425.846,86825
11,286,5425.846,86850
11,286,5425.846,86875
11,286,5425.846,86900
11,286,5425.846,86925
10,286,5425.846,86950
11,286,5425.846,86975
10,286,5425.846,87000
11,286,5425.846,87025
10,286,5425.846,87050
11,286,5425.846,87075
10,286,5425.846,87100
11,286,5425.846,87125
10,286,5425.846,87150
11,286,5425.846,87175
11,286,5425.846,87200
11,286,5425.846,87225
11,286,5425.846,87250
11,286,5425.846,87275
11,286,5425.846,87300
11,286,5425.846,87325
11,286,5425.846,87350
11,286,5425.846,87375
11,286,5425.846,87400
11,286,5425.846,87425
11,286,5425.846,87450
11,286,5425.846,87475
11,286,5425.846,87500
11,286,5425.846,87525
11,286,5425.846,87550
11,286,5425.846,87575
11,286,5425.846,87600
11,286,5425.846,87625
11,286,5425.846,87650
11,286,5425.846,87675
11,286,5425.846,87700
11,286,5425.846,87725
11,286,5425.846,87750
11,286,5425.846,87775
11,286,5425.846,87800
11,286,5425.846,87825
11,286,5425.846,87850
11,286,5425.846,87875
10,286,5425.846,87900
11,286,5425.846,87925
10,286,5425.846,87950
11,286,5425.846,87975
10,286,5425.846,88000
11,286,5425.846,88025
10,286,5425.846,88050
10,286,5425.846,88075
10,286,5425.846,88100
10,286,5425.846,88125
11,286,5425.846,88150
11,286,5425.846,88175
11,286,5425.846,88200
11,286,5425.846,88225
11,286,5425.846,88250
11,286,5425.846,88275
11,286,5425.846,88300
11,286,5425.846,88325
11,286,5425.846,88350
10,286,5425.846,88375
10,286,5425.846,88400
10,286,5425.846,88425
10,286,5425.846,88450
10,286,5425.846,88475
11,286,5425.846,88500
10,286,5425.846,88525
11,286,5425.846,88550
11,286,5425.846,88575
11,286,5425.846,88600
11,286,5425.846,88625
11,286,5425.846,88650
11,286,5425.846,88675
11,286,5425.846,88700
10,286,5425.846,88725
11,286,5425.846,88750
10,286,5425.846,88775
10,286,5425.846,88800
10,286,5425.846,88825
10,286,5425.846,88850
11,286,5425.846,88875
11,286,5425.846,88900
11,286,5425.846,88925
11,286,5425.846,88950
11,286,5425.846,88975
11,286,5425.846,89000
11,286,5425.846,89025
11,286,5425.846,89050
11,286,5425.846,89075
10,286,5425.846,89100
10,286,5425.846,89125
10,286,5425.846,89150
10,286,5425.846,89175
11,286,5425.846,89200
10,286,5425.846,89225
11,286,5425.846,89250
11,286,5425.846,89275
11,286,5425.846,89300
11,286,5425.846,89325
11,286,5425.846,89350
11,286,5425.846,89375
11,286,5425.846,89400
11,286,5425.846,89425
10,286,5425.846,89450
10,286,5425.846,89475
10,286,5425.846,89500
10,286,5425.846,89525
10,286,5425.846,89550
10,286,5425.846,89575
11,286,5425.846,89600
11,286,5425.846,89625
11,286,5425.846,89650
11,286,5425.846,89675
11,286,5425.846,89700
11,286,5425.846,89725
11,286,5425.846,89750
11,286,5425.846,89775
11,286,5425.846,89800
11,286,5425.846,89825
10,286,5425.846,89850
11,286,5425.846,89875
10,286,5425.846,89900
11,286,5425.846,89925
11,286,5425.846,89950
11,286,5425.846,89975
11,286,5425.846,90000
11,286,5425.846,90025
11,286,5425.846,90050
11,286,5425.846,90075
11,286,5425.846,90100
10,286,5425.846,90125
11,286,5425.846,90150
10,286,5425.846,90175
11,286,5425.846,90200
10,286,5425.846,90225
10,286,5425.846,90250
11,286,5425.846,90275
11,286,5425.846,90300
11,286,5425.846,90325
11,286,5425.846,90350
11,286,5425.846,90375
11,286,5425.846,90400
10,286,5425.846,90425
11,286,5425.846,90450
10,286,5425.846,90475
11,286,5425.846,90500
11,286,5425.846,90525
11,286,5425.846,90550
11,286,5425.846,90575
11,286,5425.846,90600
11,286,5425.846,90625
11,286,5425.846,90650
11,286,5425.846,90675
11,286,5425.846,90700
11,286,5425.846,90725
11,286,5425.846,90750
10,286,5425.846,90775
10,286,5425.846,90800
10,286,5425.846,90825
11,286,5425.846,90850
11,286,5425.846,90875
11,286,5425.846,90900
11,286,5425.846,90925
11,286,5425.846,90950
11,286,5425.846,90975
11,286,5425.846,91000
10,286,5425.846,91025
11,286,5425.846,91050
10,286,5425.846,91075
10,286,5425.846,91100
10,286,5425.846,91125
11,286,5425.846,91150
11,286,5425.846,91175
11,286,5425.846,91200
11,286,5425.846,91225
11,286,5425.846,91250
11,286,5425.846,91275
10,286,5425.846,91300
11,286,5425.846,91325
10,286,5425.846,91350
11,286,5425.846,91375
11,286,5425.846,91400
11,286,5425.846,91425
11,286,5425.846,91450
11,286,5425.846,91475
11,286,5425.846,91500
11,286,5425.846,91525
11,286,5425.846,91550
11,286,5425.846,91575
11,286,5425.846,91600
10,286,5425.846,91625
10,286,5425.846,91650
11,286,5425.846,91675
11,286,5425.846,91700
11,286,5425.846,91725
11,286,5425.846,91750
11,286,5425.846,91775
11,286,5425.846,91800
11,286,5425.846,91825
10,286,5425.846,91850
11,286,5425.846,91875
11,286,5425.846,91900
11,286,5425.846,91925
11,286,5425.846,91950
11,286,5425.846,91975
11,286,5425.846,92000
11,286,5425.846,92025
11,286,5425.846,92050
11,286,5425.846,92075
11,286,5425.846,92100
10,286,5425.846,92125
11,286,5425.846,92150
10,286,5425.846,92175
10,286,5425.846,92200
11,286,5425.846,92225
11,286,5425.846,92250
11,286,5425.846,92275
11,286,5425.846,92300
11,286,5425.846,92325
11,286,5425.846,92350
11,286,5425.846,92375
11,286,5425.846,92400
11,286,5425.846,92425
11,286,5425.846,92450
10,286,5425.846,92475
11,286,5425.846,92500
10,286,5425.846,92525
11,286,5425.846,92550
11,286,5425.846,92575
11,286,5425.846,92600
11,286,5425.846,92625
10,286,5425.846,92650
11,286,5425.846,92675
10,286,5425.846,92700
10,286,5425.846,92725
10,286,5425.846,92750
10,286,5425.846,92775
11,286,5425.846,92800
10,286,5425.846,92825
11,286,5425.846,92850
11,286,5425.846,92875
11,286,5425.846,92900
11,286,5425.846,92925
11,286,5425.846,92950
11,286,5425.846,92975
10,286,5425.846,93000
10,286,5425.846,93025
10,286,5425.846,93050
10,286,5425.846,93075
10,286,5425.846,93100
11,286,5425.846,93125
11,286,5425.846,93150
11,286,5425.846,93175
11,286,5425.846,93200
11,286,5425.846,93225
11,286,5425.846,93250
11,286,5425.846,93275
10,286,5425.846,93300
10,286,5425.846,93325
10,286,5425.846,93350
10,286,5425.846,93375
10,286,5425.846,93400
11,286,5425.846,93425
11,286,5425.846,93450
11,286,5425.846,93475
11,286,5425.846,93500
11,286,5425.846,93525
10,286,5425.846,93550
10,286,5425.846,93575
10,286,5425.846,93600
11,286,5425.846,93625
11,286,5425.846,93650
11,286,5425.846,93675
11,286,5425.846,93700
11,286,5425.846,93725
11,286,5425.846,93750
11,286,5425.846,93775
11,286,5425.846,93800
11,286,5425.846,93825
10,286,5425.846,93850
10,286,5425.846,93875
10,286,5425.846,93900
10,286,5425.846,93925
10,286,5425.846,93950
11,286,5425.846,93975
11,286,5425.846,94000
11,286,5425.846,94025
11,286,5425.846,94050
11,286,5425.846,94075
11,286,5425.846,94100
11,286,5425.846,94125
11,286,5425.846,94150
10,286,5425.846,94175
10,286,5425.846,94200
10,286,5425.846,94225
10,286,5425.846,94250
10,286,5425.846,94275
10,286,5425.846,94300
11,286,5425.846,94325
11,286,5425.846,94350
11,286,5425.846,94375
11,286,5425.846,94400
11,286,5425.846,94425
11,286,5425.846,94450
11,286,5425.846,94475
11,286,5425.846,94500
11,286,5425.846,94525
11,286,5425.846,94550
10,286,5425.846,94575
11,286,5425.846,94600
11,286,5425.846,94625
11,286,5425.846,94650
11,286,5425.846,94675
11,286,5425.846,94700
11,286,5425.846,94725
11,286,5425.846,94750
11,286,5425.846,94775
10,286,5425.846,94800
11,286,5425.846,94825
11,286,5425.846,94850
11,286,5425.846,94875
10,286,5425.846,94900
11,286,5425.846,94925
11,286,5425.846,94950
11,286,5425.846,94975
11,286,5425.846,95000
11,286,5425.846,95025
11,286,5425.846,95050
10,286,5425.846,95075
10,286,5425.846,95100
10,286,5425.846,95125
10,286,5425.846,95150
11,286,5425.846,95175
11,286,5425.846,95200
11,286,5425.846,95225
11,286,5425.846,95250
11,286,5425.846,95275
11,286,5425.846,95300
11,286,5425.846,95325
11,286,5425.846,95350
10,286,5425.846,95375
11,286,5425.846,95400
10,286,5425.846,95425
11,286,5425.846,95450
11,286,5425.846,95475
11,286,5425.846,95500
11,286,5425.846,95525
11,286,5425.846,95550
11,286,5425.846,95575
11,286,5425.846,95600
11,286,5425.846,95625
11,286,5425.846,95650
10,286,5425.846,95675
11,286,5425.846,95700
11,286,5425.846,95725
11,286,5425.846,95750
11,286,5425.846,95775
11,286,5425.846,95800
11,286,5425.846,95825
11,286,5425.846,95850
11,286,5425.846,95875
11,286,5425.846,95900
11,286,5425.846,95925
10,286,5425.846,95950
11,286,5425.846,95975
10,286,5425.846,96000
11,286,5425.846,96025
11,286,5425.846,96050
11,286,5425.846,96075
10,286,5425.846,96100
10,286,5425.846,96125
11,286,5425.846,96150
11,286,5425.846,96175
11,286,5425.846,96200
11,286,5425.846,96225
11,286,5425.846,96250
10,286,5425.846,96275
10,286,5425.846,96300
10,286,5425.846,96325
10,286,5425.846,96350
11,286,5425.846,96375
10,286,5425.846,96400
11,286,5425.846,96425
10,286,5425.846,96450
11,286,5425.846,96475
10,286,5425.846,96500
11,286,5425.846,96525
10,286,5425.846,96550
11,286,5425.846,96575
11,286,5425.846,96600
11,286,5425.846,96625
10,286,5425.846,96650
11,286,5425.846,96675
11,286,5425.846,96700
11,286,5425.846,96725
11,286,5425.846,96750
11,286,5425.846,96775
11,286,5425.846,96800
11,286,5425.846,96825
11,286,5425.846,96850
11,286,5425.846,96875
11,286,5425.846,96900
11,286,5425.846,96925
11,286,5425.846,96950
11,286,5425.846,96975
11,286,5425.846,97000
11,286,5425.846,97025
10,286,5425.846,97050
10,286,5425.846,97075
10,286,5425.846,97100
10,286,5425.846,97125
11,286,5425.846,97150
10,286,5425.846,97175
11,286,5425.846,97200
11,286,5425.846,97225
11,286,5425.846,97250
11,286,5425.846,97275
11,286,5425.846,97300
11,286,5425.846,97325
11,286,5425.846,97350
10,286,5425.846,97375
10,286,5425.846,97400
10,286,5425.846,97425
10,286,5425.846,97450
11,286,5425.846,97475
10,286,5425.846,97500
11,286,5425.846,97525
11,286,5425.846,97550
11,286,5425.846,97575
11,286,5425.846,97600
11,286,5425.846,97625
11,286,5425.846,97650
11,286,5425.846,97675
11,286,5425.846,97700
10,286,5425.846,97725
11,286,5425.846,97750
11,286,5425.846,97775
11,286,5425.846,97800
11,286,5425.846,97825
11,286,5425.846,97850
11,286,5425.846,97875
11,286,5425.846,97900
10,286,5425.846,97925
11,286,5425.846,97950
10,286,5425.846,97975
10,286,5425.846,98000
10,286,5425.846,98025
10,286,5425.846,98050
10,286,5425.846,98075
11,286,5425.846,98100
11,286,5425.846,98125
11,286,5425.846,98150
11,286,5425.846,98175
10,286,5425.846,98200
11,286,5425.846,98225
10,286,5425.846,98250
11,286,5425.846,98275
10,286,5425.846,98300
11,286,5425.846,98325
10,286,5425.846,98350
10,286,5425.846,98375
10,286,5425.846,98400
10,286,5425.846,98425
10,286,5425.846,98450
10,286,5425.846,98475
10,286,5425.846,98500
10,286,5425.846,98525
10,286,5425.846,98550
10,286,5425.846,98575
10,286,5425.846,98600
11,286,5425.846,98625
11,286,5425.846,98650
10,286,5425.846,98675
11,286,5425.846,98700
10,286,5425.846,98725
11,286,5425.846,98750
10,286,5425.846,98775
11,286,5425.846,98800
10,286,5425.846,98825
11,286,5425.846,98850
11,286,5425.846,98875
11,286,5425.846,98900
11,286,5425.846,98925
11,286,5425.846,98950
11,286,5425.846,98975
11,286,5425.846,99000
11,286,5425.846,99025
10,286,5425.846,99050
11,286,5425.846,99075
10,286,5425.846,99100
11,286,5425.846,99125
10,286,5425.846,99150
11,286,5425.846,99175
10,286,5425.846,99200
11,286,5425.846,99225
11,286,5425.846,99250
11,286,5425.846,99275
11,286,5425.846,99300
11,286,5425.846,99325
11,286,5425.846,99350
10,286,5425.846,99375
11,286,5425.846,99400
10,286,5425.846,99425
10,286,5425.846,99450
10,286,5425.846,99475
10,286,5425.846,99500
10,286,5425.846,99525
11,286,5425.846,99550
11,286,5425.846,99575
11,286,5425.846,99600
11,286,5425.846,99625
11,286,5425.846,99650
11,286,5425.846,99675
11,286,5425.846,99700
11,286,5425.846,99725
10,286,5425.846,99750
10,286,5425.846,99775
10,286,5425.846,99800
10,286,5425.846,99825
10,286,5425.846,99850
11,286,5425.846,99875
11,286,5425.846,99900
11,286,5425.846,99925
11,286,5425.846,99950
11,286,5425.846,99975
11,286,5425.846,100000
10,286,5425.846,100025
10,286,5425.846,100050
10,286,5425.846,100075
10,286,5425.846,100100
10,286,5425.846,100125
10,286,5425.846,100150
10,286,5425.846,100175
11,286,5425.846,100200
11,286,5425.846,100225
11,286,5425.846,100250
11,286,5425.846,100275
11,286,5425.846,100300
11,286,5425.846,100325
11,286,5425.846,100350
11,286,5425.846,100375
10,286,5425.846,100400
10,286,5425.846,100425
10,286,5425.846,100450
10,286,5425.846,100475
10,286,5425.846,100500
11,286,5425.846,100525
10,286,5425.846,100550
11,286,5425.846,100575
11,286,5425.846,100600
11,286,5425.846,100625
11,286,5425.846,100650
10,286,5425.846,100675
11,286,5425.846,100700
10,286,5425.846,100725
10,286,5425.846,100750
10,286,5425.846,100775
10,286,5425.846,100800
11,286,5425.846,100825
11,286,5425.846,100850
11,286,5425.846,100875
11,286,5425.846,100900
11,286,5425.846,100925
11,286,5425.846,100950
10,286,5425.846,100975
11,286,5425.846,101000
10,286,5425.846,101025
11,286,5425.846,101050
11,286,5425.846,101075
11,286,5425.846,101100
10,286,5425.846,101125
11,286,5425.846,101150
11,286,5425.846,101175
11,286,5425.846,101200
11,286,5425.846,101225
10,286,5425.846,101250
11,286,5425.846,101275
10,286,5425.846,101300
11,286,5425.846,101325
11,286,5425.846,101350
11,286,5425.846,101375
11,286,5425.846,101400
11,286,5425.846,101425
10,286,5425.846,101450
10,286,5425.846,101475
10,286,5425.846,101500
10,286,5425.846,101525
11,286,5425.846,101550
11,286,5425.846,101575
11,286,5425.846,101600
11,286,5425.846,101625
11,286,5425.846,101650
11,286,5425.846,101675
11,286,5425.846,101700
10,286,5425.846,101725
10,286,5425.846,101750
10,286,5425.846,101775
10,286,5425.846,101800
10,286,5425.846,101825
11,286,5425.846,101850
10,286,5425.846,101875
11,286,5425.846,101900
11,286,5425.846,101925
11,286,5425.846,101950
11,286,5425.846,101975
11,286,5425.846,102000
11,286,5425.846,102025
10,286,5425.846,102050
10,286,5425.846,102075
10,286,5425.846,102100
10,286,5425.846,102125
10,286,5425.846,102150
10,286,5425.846,102175
10,286,5425.846,102200
11,286,5425.846,102225
11,286,5425.846,102250
11,286,5425.846,102275
11,286,5425.846,102300
11,286,5425.846,102325
11,286,5425.846,102350
11,286,5425.846,102375
11,286,5425.846,102400
11,286,5425.846,102425
11,286,5425.846,102450
11,286,5425.846,102475
11,286,5425.846,102500
11,286,5425.846,102525
11,286,5425.846,102550
10,286,5425.846,102575
10,286,5425.846,102600
10,286,5425.846,102625
10,286,5425.846,102650
11,286,5425.846,102675
11,286,5425.846,102700
11,286,5425.846,102725
10,286,5425.846,102750
10,286,5425.846,102775
10,286,5425.846,102800
11,286,5425.846,102825
11,286,5425.846,102850
10,286,5425.846,102875
10,286,5425.846,102900
10,286,5425.846,102925
10,286,5425.846,102950
10,286,5425.846,102975
11,286,5425.846,103000
11,286,5425.846,103025
11,286,5425.846,103050
11,286,5425.846,103075
11,286,5425.846,103100
11,286,5425.846,103125
11,286,5425.846,103150
11,286,5425.846,103175
11,286,5425.846,103200
11,286,5425.846,103225
11,286,5425.846,103250
11,286,5425.846,103275
11,286,5425.846,103300
11,286,5425.846,103325
10,286,5425.846,103350
10,286,5425.846,103375
10,286,5425.846,103400
10,286,5425.846,103425
11,286,5425.846,103450
11,286,5425.846,103475
11,286,5425.846,103500
11,286,5425.846,103525
11,286,5425.846,103550
11,286,5425.846,103575
11,286,5425.846,103600
11,286,5425.846,103625
11,286,5425.846,103650
10,286,5425.846,103675
10,286,5425.846,103700
11,286,5425.846,103725
11,286,5425.846,103750
11,286,5425.846,103775
11,286,5425.846,103800
11,286,5425.846,103825
11,286,5425.846,103850
11,286,5425.846,103875
11,286,5425.846,103900
11,286,5425.846,103925
10,286,5425.846,103950
10,286,5425.846,103975
10,286,5425.846,104000
10,286,5425.846,104025
10,286,5425.846,104050
11,286,5425.846,104075
11,286,5425.846,104100
11,286,5425.846,104125
11,286,5425.846,104150
11,286,5425.846,104175
11,286,5425.846,104200
11,286,5425.846,104225
11,286,5425.846,104250
11,286,5425.846,104275
11,286,5425.846,104300
10,286,5425.846,104325
11,286,5425.846,104350
11,286,5425.846,104375
11,286,5425.846,104400
11,286,5425.846,104425
11,286,5425.846,104450
11,286,5425.846,104475
11,286,5425.846,104500
11,286,5425.846,104525
11,286,5425.846,104550
11,286,5425.846,104575
11,286,5425.846,104600
11,286,5425.846,104625
11,286,5425.846,104650
10,286,5425.846,104675
11,286,5425.846,104700
10,286,5425.846,104725
11,286,5425.846,104750
10,286,5425.846,104775
11,286,5425.846,104800
11,286,5425.846,104825
11,286,5425.846,104850
11,286,5425.846,104875
10,286,5425.846,104900
11,286,5425.846,104925
10,286,5425.846,104950
11,286,5425.846,104975
11,286,5425.846,105000
11,286,5425.846,105025
11,286,5425.846,105050
10,286,5425.846,105075
11,286,5425.846,105100
10,286,5425.846,105125
11,286,5425.846,105150
10,286,5425.846,105175
11,286,5425.846,105200
10,286,5425.846,105225
10,286,5425.846,105250
11,286,5425.846,105275
11,286,5425.846,105300
11,286,5425.846,105325
11,286,5425.846,105350
11,286,5425.846,105375
11,286,5425.846,105400
11,286,5425.846,105425
11,286,5425.846,105450
10,286,5425.846,105475
10,286,5425.846,105500
10,286,5425.846,105525
10,286,5425.846,105550
11,286,5425.846,105575
11,286,5425.846,105600
11,286,5425.846,105625
11,286,5425.846,105650
11,286,5425.846,105675
11,286,5425.846,105700
11,286,5425.846,105725
11,286,5425.846,105750
11,286,5425.846,105775
11,286,5425.846,105800
10,286,5425.846,105825
10,286,5425.846,105850
10,286,5425.846,105875
11,286,5425.846,105900
11,286,5425.846,105925
11,286,5425.846,105950
11,286,5425.846,105975
11,286,5425.846,106000
11,286,5425.846,106025
11,286,5425.846,106050
11,286,5425.846,106075
11,286,5425.846,106100
10,286,5425.846,106125
10,286,5425.846,106150
10,286,5425.846,106175
10,286,5425.846,106200
10,286,5425.846,106225
11,286,5425.846,106250
11,286,5425.846,106275
11,286,5425.846,106300
11,286,5425.846,106325
11,286,5425.846,106350
11,286,5425.846,106375
10,286,5425.846,106400
10,286,5425.846,106425
10,286,5425.846,106450
10,286,5425.846,106475
11,286,5425.846,106500
11,286,5425.846,106525
11,286,5425.846,106550
