total_molecules,total_atoms,total_molecular_mass,iter
11,286,5425.846,14250
11,286,5425.846,14275
11,286,5425.846,14300
11,286,5425.846,14325
11,286,5425.846,14350
11,286,5425.846,14375
11,286,5425.846,14400
11,286,5425.846,14425
11,286,5425.846,14450
11,286,5425.846,14475
11,286,5425.846,14500
11,286,5425.846,14525
11,286,5425.846,14550
11,286,5425.846,14575
11,286,5425.846,14600
11,286,5425.846,14625
11,286,5425.846,14650
11,286,5425.846,14675
11,286,5425.846,14700
11,286,5425.846,14725
11,286,5425.846,14750
11,286,5425.846,14775
11,286,5425.846,14800
11,286,5425.846,14825
11,286,5425.846,14850
11,286,5425.846,14875
11,286,5425.846,14900
11,286,5425.846,14925
11,286,5425.846,14950
11,286,5425.846,14975
11,286,5425.846,15000
11,286,5425.846,15025
11,286,5425.846,15050
11,286,5425.846,15075
11,286,5425.846,15100
11,286,5425.846,15125
11,286,5425.846,15150
11,286,5425.846,15175
11,286,5425.846,15200
11,286,5425.846,15225
11,286,5425.846,15250
11,286,5425.846,15275
11,286,5425.846,15300
11,286,5425.846,15325
11,286,5425.846,15350
11,286,5425.846,15375
11,286,5425.846,15400
11,286,5425.846,15425
11,286,5425.846,15450
11,286,5425.846,15475
11,286,5425.846,15500
11,286,5425.846,15525
11,286,5425.846,15550
11,286,5425.846,15575
11,286,5425.846,15600
11,286,5425.846,15625
11,286,5425.846,15650
11,286,5425.846,15675
11,286,5425.846,15700
11,286,5425.846,15725
11,286,5425.846,15750
11,286,5425.846,15775
11,286,5425.846,15800
11,286,5425.846,15825
11,286,5425.846,15850
11,286,5425.846,15875
11,286,5425.846,15900
11,286,5425.846,15925
11,286,5425.846,15950
11,286,5425.846,15975
11,286,5425.846,16000
11,286,5425.846,16025
11,286,5425.846,16050
11,286,5425.846,16075
11,286,5425.846,16100
11,286,5425.846,16125
11,286,5425.846,16150
11,286,5425.846,16175
11,286,5425.846,16200
11,286,5425.846,16225
11,286,5425.846,16250
11,286,5425.846,16275
11,286,5425.846,16300
11,286,5425.846,16325
11,286,5425.846,16350
11,286,5425.846,16375
11,286,5425.846,16400
11,286,5425.846,16425
11,286,5425.846,16450
11,286,5425.846,16475
11,286,5425.846,16500
11,286,5425.846,16525
11,286,5425.846,16550
11,286,5425.846,16575
11,286,5425.846,16600
11,286,5425.846,16625
11,286,5425.846,16650
11,286,5425.846,16675
11,286,5425.846,16700
11,286,5425.846,16725
11,286,5425.846,16750
11,286,5425.846,16775
11,286,5425.846,16800
11,286,5425.846,16825
11,286,5425.846,16850
11,286,5425.846,16875
11,286,5425.846,16900
11,286,5425.846,16925
11,286,5425.846,16950
11,286,5425.846,16975
11,286,5425.846,17000
11,286,5425.846,17025
11,286,5425.846,17050
11,286,5425.846,17075
11,286,5425.846,17100
11,286,5425.846,17125
11,286,5425.846,17150
11,286,5425.846,17175
11,286,5425.846,17200
11,286,5425.846,17225
11,286,5425.846,17250
11,286,5425.846,17275
11,286,5425.846,17300
11,286,5425.846,17325
11,286,5425.846,17350
11,286,5425.846,17375
11,286,5425.846,17400
11,286,5425.846,17425
11,286,5425.846,17450
11,286,5425.846,17475
11,286,5425.846,17500
11,286,5425.846,17525
11,286,5425.846,17550
11,286,5425.846,17575
11,286,5425.846,17600
11,286,5425.846,17625
11,286,5425.846,17650
11,286,5425.846,17675
11,286,5425.846,17700
11,286,5425.846,17725
11,286,5425.846,17750
11,286,5425.846,17775
11,286,5425.846,17800
11,286,5425.846,17825
11,286,5425.846,17850
11,286,5425.846,17875
11,286,5425.846,17900
11,286,5425.846,17925
11,286,5425.846,17950
11,286,5425.846,17975
11,286,5425.846,18000
11,286,5425.846,18025
11,286,5425.846,18050
11,286,5425.846,18075
11,286,5425.846,18100
11,286,5425.846,18125
11,286,5425.846,18150
11,286,5425.846,18175
11,286,5425.846,18200
11,286,5425.846,18225
11,286,5425.846,18250
11,286,5425.846,18275
11,286,5425.846,18300
11,286,5425.846,18325
11,286,5425.846,18350
11,286,5425.846,18375
11,286,5425.846,18400
11,286,5425.846,18425
11,286,5425.846,18450
11,286,5425.846,18475
11,286,5425.846,18500
11,286,5425.846,18525
11,286,5425.846,18550
11,286,5425.846,18575
11,286,5425.846,18600
11,286,5425.846,18625
11,286,5425.846,18650
11,286,5425.846,18675
11,286,5425.846,18700
11,286,5425.846,18725
11,286,5425.846,18750
11,286,5425.846,18775
11,286,5425.846,18800
11,286,5425.846,18825
11,286,5425.846,18850
11,286,5425.846,18875
11,286,5425.846,18900
11,286,5425.846,18925
11,286,5425.846,18950
11,286,5425.846,18975
11,286,5425.846,19000
11,286,5425.846,19025
11,286,5425.846,19050
11,286,5425.846,19075
11,286,5425.846,19100
11,286,5425.846,19125
11,286,5425.846,19150
11,286,5425.846,19175
11,286,5425.846,19200
11,286,5425.846,19225
11,286,5425.846,19250
11,286,5425.846,19275
11,286,5425.846,19300
11,286,5425.846,19325
11,286,5425.846,19350
11,286,5425.846,19375
11,286,5425.846,19400
11,286,5425.846,19425
11,286,5425.846,19450
11,286,5425.846,19475
11,286,5425.846,19500
11,286,5425.846,19525
11,286,5425.846,19550
11,286,5425.846,19575
11,286,5425.846,19600
11,286,5425.846,19625
11,286,5425.846,19650
11,286,5425.846,19675
11,286,5425.846,19700
11,286,5425.846,19725
11,286,5425.846,19750
11,286,5425.846,19775
11,286,5425.846,19800
11,286,5425.846,19825
11,286,5425.846,19850
11,286,5425.846,19875
11,286,5425.846,19900
11,286,5425.846,19925
11,286,5425.846,19950
11,286,5425.846,19975
11,286,5425.846,20000
11,286,5425.846,20025
11,286,5425.846,20050
11,286,5425.846,20075
11,286,5425.846,20100
11,286,5425.846,20125
11,286,5425.846,20150
11,286,5425.846,20175
11,286,5425.846,20200
11,286,5425.846,20225
11,286,5425.846,20250
11,286,5425.846,20275
11,286,5425.846,20300
11,286,5425.846,20325
11,286,5425.846,20350
11,286,5425.846,20375
11,286,5425.846,20400
11,286,5425.846,20425
11,286,5425.846,20450
11,286,5425.846,20475
11,286,5425.846,20500
11,286,5425.846,20525
11,286,5425.846,20550
11,286,5425.846,20575
11,286,5425.846,20600
11,286,5425.846,20625
11,286,5425.846,20650
11,286,5425.846,20675
11,286,5425.846,20700
11,286,5425.846,20725
11,286,5425.846,20750
11,286,5425.846,20775
11,286,5425.846,20800
11,286,5425.846,20825
11,286,5425.846,20850
11,286,5425.846,20875
11,286,5425.846,20900
11,286,5425.846,20925
11,286,5425.846,20950
11,286,5425.846,20975
11,286,5425.846,21000
11,286,5425.846,21025
11,286,5425.846,21050
11,286,5425.846,21075
11,286,5425.846,21100
11,286,5425.846,21125
11,286,5425.846,21150
11,286,5425.846,21175
11,286,5425.846,21200
11,286,5425.846,21225
11,286,5425.846,21250
11,286,5425.846,21275
11,286,5425.846,21300
11,286,5425.846,21325
11,286,5425.846,21350
11,286,5425.846,21375
11,286,5425.846,21400
11,286,5425.846,21425
11,286,5425.846,21450
11,286,5425.846,21475
11,286,5425.846,21500
11,286,5425.846,21525
11,286,5425.846,21550
11,286,5425.846,21575
11,286,5425.846,21600
11,286,5425.846,21625
11,286,5425.846,21650
11,286,5425.846,21675
11,286,5425.846,21700
11,286,5425.846,21725
11,286,5425.846,21750
11,286,5425.846,21775
11,286,5425.846,21800
11,286,5425.846,21825
11,286,5425.846,21850
11,286,5425.846,21875
11,286,5425.846,21900
11,286,5425.846,21925
11,286,5425.846,21950
11,286,5425.846,21975
11,286,5425.846,22000
11,286,5425.846,22025
11,286,5425.846,22050
11,286,5425.846,22075
11,286,5425.846,22100
11,286,5425.846,22125
11,286,5425.846,22150
11,286,5425.846,22175
11,286,5425.846,22200
11,286,5425.846,22225
11,286,5425.846,22250
11,286,5425.846,22275
11,286,5425.846,22300
11,286,5425.846,22325
11,286,5425.846,22350
11,286,5425.846,22375
11,286,5425.846,22400
11,286,5425.846,22425
11,286,5425.846,22450
11,286,5425.846,22475
11,286,5425.846,22500
11,286,5425.846,22525
11,286,5425.846,22550
11,286,5425.846,22575
11,286,5425.846,22600
11,286,5425.846,22625
11,286,5425.846,22650
11,286,5425.846,22675
11,286,5425.846,22700
11,286,5425.846,22725
11,286,5425.846,22750
11,286,5425.846,22775
11,286,5425.846,22800
11,286,5425.846,22825
11,286,5425.846,22850
11,286,5425.846,22875
11,286,5425.846,22900
11,286,5425.846,22925
11,286,5425.846,22950
11,286,5425.846,22975
11,286,5425.846,23000
11,286,5425.846,23025
11,286,5425.846,23050
11,286,5425.846,23075
11,286,5425.846,23100
11,286,5425.846,23125
11,286,5425.846,23150
11,286,5425.846,23175
11,286,5425.846,23200
11,286,5425.846,23225
11,286,5425.846,23250
11,286,5425.846,23275
11,286,5425.846,23300
11,286,5425.846,23325
11,286,5425.846,23350
11,286,5425.846,23375
11,286,5425.846,23400
11,286,5425.846,23425
11,286,5425.846,23450
11,286,5425.846,23475
11,286,5425.846,23500
11,286,5425.846,23525
11,286,5425.846,23550
11,286,5425.846,23575
11,286,5425.846,23600
11,286,5425.846,23625
11,286,5425.846,23650
11,286,5425.846,23675
11,286,5425.846,23700
11,286,5425.846,23725
11,286,5425.846,23750
11,286,5425.846,23775
11,286,5425.846,23800
11,286,5425.846,23825
11,286,5425.846,23850
11,286,5425.846,23875
11,286,5425.846,23900
11,286,5425.846,23925
11,286,5425.846,23950
11,286,5425.846,23975
11,286,5425.846,24000
11,286,5425.846,24025
11,286,5425.846,24050
11,286,5425.846,24075
11,286,5425.846,24100
11,286,5425.846,24125
11,286,5425.846,24150
11,286,5425.846,24175
11,286,5425.846,24200
11,286,5425.846,24225
11,286,5425.846,24250
11,286,5425.846,24275
11,286,5425.846,24300
11,286,5425.846,24325
11,286,5425.846,24350
11,286,5425.846,24375
11,286,5425.846,24400
11,286,5425.846,24425
11,286,5425.846,24450
11,286,5425.846,24475
11,286,5425.846,24500
11,286,5425.846,24525
11,286,5425.846,24550
11,286,5425.846,24575
11,286,5425.846,24600
11,286,5425.846,24625
11,286,5425.846,24650
11,286,5425.846,24675
11,286,5425.846,24700
11,286,5425.846,24725
11,286,5425.846,24750
11,286,5425.846,24775
11,286,5425.846,24800
11,286,5425.846,24825
11,286,5425.846,24850
11,286,5425.846,24875
11,286,5425.846,24900
11,286,5425.846,24925
11,286,5425.846,24950
11,286,5425.846,24975
11,286,5425.846,25000
11,286,5425.846,25025
11,286,5425.846,25050
11,286,5425.846,25075
11,286,5425.846,25100
11,286,5425.846,25125
11,286,5425.846,25150
11,286,5425.846,25175
11,286,5425.846,25200
11,286,5425.846,25225
11,286,5425.846,25250
11,286,5425.846,25275
11,286,5425.846,25300
11,286,5425.846,25325
11,286,5425.846,25350
11,286,5425.846,25375
11,286,5425.846,25400
11,286,5425.846,25425
11,286,5425.846,25450
11,286,5425.846,25475
11,286,5425.846,25500
11,286,5425.846,25525
11,286,5425.846,25550
11,286,5425.846,25575
11,286,5425.846,25600
11,286,5425.846,25625
11,286,5425.846,25650
11,286,5425.846,25675
11,286,5425.846,25700
11,286,5425.846,25725
11,286,5425.846,25750
11,286,5425.846,25775
11,286,5425.846,25800
11,286,5425.846,25825
11,286,5425.846,25850
11,286,5425.846,25875
11,286,5425.846,25900
11,286,5425.846,25925
11,286,5425.846,25950
11,286,5425.846,25975
11,286,5425.846,26000
11,286,5425.846,26025
11,286,5425.846,26050
11,286,5425.846,26075
11,286,5425.846,26100
11,286,5425.846,26125
11,286,5425.846,26150
11,286,5425.846,26175
11,286,5425.846,26200
11,286,5425.846,26225
11,286,5425.846,26250
11,286,5425.846,26275
11,286,5425.846,26300
11,286,5425.846,26325
11,286,5425.846,26350
11,286,5425.846,26375
11,286,5425.846,26400
11,286,5425.846,26425
11,286,5425.846,26450
11,286,5425.846,26475
11,286,5425.846,26500
11,286,5425.846,26525
11,286,5425.846,26550
11,286,5425.846,26575
11,286,5425.846,26600
11,286,5425.846,26625
11,286,5425.846,26650
11,286,5425.846,26675
11,286,5425.846,26700
11,286,5425.846,26725
11,286,5425.846,26750
11,286,5425.846,26775
11,286,5425.846,26800
11,286,5425.846,26825
11,286,5425.846,26850
11,286,5425.846,26875
11,286,5425.846,26900
11,286,5425.846,26925
11,286,5425.846,26950
11,286,5425.846,26975
11,286,5425.846,27000
11,286,5425.846,27025
11,286,5425.846,27050
11,286,5425.846,27075
11,286,5425.846,27100
11,286,5425.846,27125
11,286,5425.846,27150
11,286,5425.846,27175
11,286,5425.846,27200
11,286,5425.846,27225
11,286,5425.846,27250
11,286,5425.846,27275
11,286,5425.846,27300
11,286,5425.846,27325
11,286,5425.846,27350
11,286,5425.846,27375
11,286,5425.846,27400
11,286,5425.846,27425
11,286,5425.846,27450
11,286,5425.846,27475
11,286,5425.846,27500
11,286,5425.846,27525
11,286,5425.846,27550
11,286,5425.846,27575
11,286,5425.846,27600
11,286,5425.846,27625
11,286,5425.846,27650
11,286,5425.846,27675
11,286,5425.846,27700
11,286,5425.846,27725
11,286,5425.846,27750
11,286,5425.846,27775
11,286,5425.846,27800
11,286,5425.846,27825
11,286,5425.846,27850
11,286,5425.846,27875
11,286,5425.846,27900
11,286,5425.846,27925
11,286,5425.846,27950
11,286,5425.846,27975
11,286,5425.846,28000
11,286,5425.846,28025
11,286,5425.846,28050
11,286,5425.846,28075
11,286,5425.846,28100
11,286,5425.846,28125
11,286,5425.846,28150
11,286,5425.846,28175
11,286,5425.846,28200
11,286,5425.846,28225
11,286,5425.846,28250
11,286,5425.846,28275
11,286,5425.846,28300
11,286,5425.846,28325
11,286,5425.846,28350
11,286,5425.846,28375
11,286,5425.846,28400
11,286,5425.846,28425
11,286,5425.846,28450
11,286,5425.846,28475
11,286,5425.846,28500
11,286,5425.846,28525
11,286,5425.846,28550
11,286,5425.846,28575
11,286,5425.846,28600
11,286,5425.846,28625
11,286,5425.846,28650
11,286,5425.846,28675
11,286,5425.846,28700
11,286,5425.846,28725
11,286,5425.846,28750
11,286,5425.846,28775
11,286,5425.846,28800
11,286,5425.846,28825
11,286,5425.846,28850
11,286,5425.846,28875
11,286,5425.846,28900
11,286,5425.846,28925
11,286,5425.846,28950
11,286,5425.846,28975
11,286,5425.846,29000
11,286,5425.846,29025
11,286,5425.846,29050
11,286,5425.846,29075
11,286,5425.846,29100
