identifier,value1,value2,value3,diff1,diff2,diff3,a,b,c,parabol_min,parabol_min_diff,value4,diff4
3 10  8,0.4411502755,0.4436502755,0.4424002755,15079.85944,15072.12417,15076.15568,-104879.726,89703.5325,-4081.861214,0.427649537,15098.97552,0.4436502755,15072.12383
3 10  9,2.751090363,2.761090363,2.756090363,15071.70265,15072.53109,15072.06046,2256.300531,-12354.2931,31982.67286,2.737732169,15071.2997,2.737732169,15071.2997
3 10 13,-0.04367680368,-0.04467680368,-0.04417680368,15030.80428,15116.61025,15070.89654,11242903.79,907545.1314,33221.80122,-0.04036079773,14907.17815,-0.04324003565,15000.38194
3 10 14,4.782330036,4.787330036,4.784830036,15024.68902,15033.22472,15030.80428,-295584.9439,2830354.577,-6760436.183,4.78771777,15033.26883,4.782330036,15024.68868
4 13  1,0.3217653644,0.3227653644,0.3222653644,15020.38789,15026.66813,15024.74291,-4859607.053,3138446.319,-491693.4829,0.3229115322,15026.77162,0.3217653644,15020.38755
4 13  2,1.822833613,1.823833613,1.823333613,15018.6096,15020.92538,15020.3741,-2426441.133,8850739.138,-8056015.932,1.82381081,15020.9263,1.822833613,15018.60926
4 13  3,10.08759559,10.10009559,10.09384559,15010.15649,15022.39783,15018.52876,-57640.78866,1164613.748,-5867639.632,10.10234051,15022.68798,10.08759559,15010.15616
4 13  4,1.412489436,1.413489436,1.412989436,15010.58467,15462.09916,15008.89793,909775956.3,-2570556116.0,1815780335.0,1.41274129,14952.87684,1.41274129,14952.87684
5 71  1,89.75,90.25,90.0,15024.87047,14992.69468,15010.40864,-26.01698571,4618.705831,-189935.532,88.76327726,15050.20084,90.0,15010.4083
5 71  2,12.5975626,13.0975626,12.8475626,15005.8826,15012.31763,15010.40864,-20.93629429,550.8307584,11389.31789,13.15492491,15012.38619,12.5975626,15005.88227
5 71  3,2.914843576,2.964843576,2.939843576,15006.88732,15003.12077,15005.89051,-1418.345977,8264.09956,2969.041275,2.913287623,15006.89042,2.964843576,15003.12044
5 71  5,0.1530784847,0.2030784847,0.1780784847,14996.45621,15005.68079,15003.11303,-3271.252952,1349.571086,14866.52126,0.2062773966,15005.71393,0.1530784847,14996.45588
5 71  7,2.14167977,2.19167977,2.16667977,14991.94157,15466.20217,14996.33786,372374.4258,-1604147.059,1742557.119,2.153943648,14935.93511,2.153943648,14935.93511
5 73  1,52.99494869,53.49494869,53.24494869,14994.12281,14994.15712,14994.13957,0.006220906333,-0.5938369339,15008.12197,47.7291332,14993.94997,52.46499921,14994.0895
5 73  2,0.06617680868,0.5661768087,0.3161768087,14993.96473,14994.23285,14994.09875,0.0007030122797,0.5358068056,14993.92927,-381.0792649,14891.8365,0.2,14994.03612
5 73  3,0.6449,0.6949,0.6699,14994.02482,14994.03258,14994.0287,-0.006368577306,0.1637762908,14993.92185,12.85815363,14994.97444,0.6449,14994.02448
5 73  5,1.6359,1.6859,1.6609,14993.95906,14993.95933,14993.9592,-0.006565621879,0.027306474,14993.93196,2.079504006,14993.96001,1.6359,14993.95872
5 73  7,2.975,3.025,3.0,14994.0255,14994.02162,14994.02351,0.07723871968,-0.5408569609,14994.95093,3.501203562,14994.00377,3.0,14994.02318
5 74  1,63.8214756,64.3214756,64.0714756,14993.94294,14994.31637,14994.02351,1.698247631,-216.8715953,21917.73861,63.85158188,14993.94106,63.85158188,14993.94106
5 74  2,28.65494778,29.15494778,28.90494778,14993.96626,14994.08739,14993.95753,1.108743545,-63.85408473,15913.30571,28.79569628,14993.94396,28.79569628,14993.94396
5 74  3,0.6778442388,0.7278442388,0.7028442388,14994.60232,14995.1246,14993.93655,1483.051503,-2074.262863,15719.20761,0.6993225993,14993.91782,0.6993225993,14993.91782
5 74  5,2.694866217,2.744866217,2.719866217,14993.84134,14993.87721,14993.85113,13.02608073,-70.14101243,15088.26263,2.692329867,14993.84092,2.692329867,14993.84092
5 74  7,1.282536105,1.332536105,1.307536105,14993.80918,14994.06634,14993.9049,52.5832773,-132.36587,15077.07901,1.25863085,14993.7788,1.269710744,14993.78525
5 95  1,89.75,90.25,90.0,15022.10545,15457.18838,14993.78572,3933.779138,-707210.079,31800289.88,89.88939823,14945.66445,89.88939823,14945.66445
5 95  2,32.82693026,33.32693026,33.07693026,15005.41432,15455.48938,15006.80806,3578.300651,-235818.252,3900191.644,32.95115126,14950.19773,32.95115126,14950.19773
5 95  3,2.094020639,2.144020639,2.119020639,15007.88426,15466.3835,15005.94816,369897.1457,-1558469.387,1656504.653,2.106625322,14949.11539,2.106625322,14949.11539
5 95  5,-0.015,0.035,0.01,14974.51268,15045.78939,15006.70493,5513.765534,1315.259039,14993.00097,-0.1192704904,14914.56484,0.01,15006.7046
5 95  7,1.530476772,1.580476772,1.555476772,15009.27583,15007.58035,15006.70493,2757.050969,-8610.967153,21730.15748,1.561626399,15006.60033,1.561626399,15006.60033
5102  1,28.62675262,29.12675262,28.87675262,15001.72252,15012.93313,15006.8511,7.627557761,-418.0969882,20719.7669,27.40700243,14990.37398,28.34048509,14997.02055
5102  2,17.11594043,17.61594043,17.36594043,14999.93613,15001.05042,14996.72634,60.27099561,-2091.096474,33134.30417,17.34745256,14996.7054,17.34745256,14996.7054
5102  3,1.990358767,2.040358767,2.015358767,14999.26195,14995.74638,14996.78103,1157.006697,-4733.878603,19837.86428,2.045743821,14995.71249,2.045743821,14995.71249
5102  5,-0.015,0.035,0.01,14985.32041,15649.32058,14995.63489,514696.9562,2986.064314,14914.30455,-0.002900798497,14909.97324,0.01,14995.63456
5102  7,2.975,3.025,3.0,15008.34428,14985.62036,14995.63489,2155.877757,-13389.74495,35761.96994,3.105404494,14971.68253,3.0,14995.63456
3 18  1,142.3147051,142.5647051,142.4397051,14993.9321,14996.14263,14995.63489,-38.24177848,10903.13739,-762153.9352,142.5553129,14996.14567,142.3147051,14993.93177
3 18  4,-0.8487371223,-0.8537371223,-0.8512371223,15001.52479,14986.86627,14993.9244,43381.34976,76787.33583,48923.82792,-0.885027048,14944.39301,-0.8622744935,14966.85061
3 18  8,0.99875,1.00125,1.0,14967.25354,14964.94219,14966.10256,-3003.018459,5081.498255,12887.62276,0.8460651048,15037.2616,1.0,14966.10222
3 18  9,1.582169077,1.592169077,1.587169077,14968.22175,14964.28812,14966.10256,6095.061,-19741.14709,30944.53799,1.619438025,14959.75553,1.608090768,14960.54033
3 18 13,-0.0841187359,-0.0851187359,-0.0846187359,15427.29489,14975.00459,14961.27537,959497480.2,162835218.1,6923552.548,-0.08485442714,14907.97461,-0.08485442714,14907.97461
3 18 14,4.721305949,4.726305949,4.723805949,14968.45983,14969.69598,14969.13445,-9047.07563,85720.48916,-188078.2767,4.737469469,14970.82313,4.721305949,14968.4595
4 12  1,0.2756921056,0.2766921056,0.2761921056,14967.47621,14969.5031,14968.48597,14759.30138,-6125.910135,15534.54379,0.2075271037,14898.89726,0.2729351845,14962.04076
4 12  2,1.535953347,1.536953347,1.536453347,14960.1262,14963.71484,14961.89458,103770.6007,-315288.7312,254418.2169,1.519162118,14930.86823,1.520593814,14931.08093
4 12  3,12.731498,12.743998,12.737748,14920.64971,14920.88437,14920.79723,-772.7650499,19705.34586,-110699.63,12.74989459,14920.91091,12.731498,14920.64937
3 17  1,9.875,10.125,10.0,14920.71918,14920.71918,14920.71918,,,,10.0,,10.0,
3 17  4,0.3541,0.3591,0.3566,14920.71918,14920.71918,14920.71918,,,,0.3566,,0.3566,
3 17  8,0.23895,0.24145,0.2402,14920.71918,14920.71918,14920.71918,,,,0.2402,,0.2402,
3 17  9,1.9175,1.9275,1.9225,14920.71918,14920.71918,14920.71918,,,,1.9225,,1.9225,
3 17 13,-0.1345,-0.1355,-0.135,14920.71918,14920.71918,14920.71918,,,,-0.135,,-0.135,
3 17 14,5.5964,5.6014,5.5989,14920.71918,14920.71918,14920.71918,,,,5.5989,,5.5989,
3 10  1,199.875,200.125,200.0,14938.79321,14903.51435,14920.71918,27.81466958,-11266.98326,1155730.588,202.5367087,14741.73448,200.0,14920.71884
3 10  4,-0.3122755699,-0.3172755699,-0.3147755699,14926.54815,14916.35434,14920.71918,117131.0557,75778.75255,27168.24556,-0.3234784834,14911.84725,-0.3204483256,14912.92274
3 10  8,0.4424002755,0.4449002755,0.4436502755,14916.45725,14909.20979,14912.69147,90909.58915,-83563.11384,34092.15852,0.4595946073,14889.57995,0.4493492783,14899.12243
3 10  9,2.732732169,2.742732169,2.737732169,14896.46864,14896.58084,14896.49825,1059.658159,-5790.900411,22808.10668,2.732437987,14896.46821,2.732437987,14896.46821
3 10 13,-0.04317680368,-0.04417680368,-0.04367680368,14863.50972,14934.72703,14896.39166,10906849.97,881535.3824,32592.4434,-0.04041200644,14780.13629,-0.04274503565,14839.50255
3 10 14,4.779830036,4.784830036,4.782330036,14835.15111,14838.09797,14836.60607,2955.577044,-27679.71804,79614.09455,4.682625022,14807.22408,4.732031736,14814.43871
4 13  1,0.3212653644,0.3222653644,0.3217653644,14833.38041,14835.73338,14835.15111,-2376866.037,1531939.302,-232005.9048,0.3222603374,14835.73311,0.3212653644,14833.38008
4 13  2,1.822333613,1.823333613,1.822833613,14833.23112,14832.5078,14833.41136,-2167578.485,7901546.52,-7186109.637,1.822666763,14833.47137,1.823333613,14832.50747
4 13  3,10.08134559,10.09384559,10.08759559,14827.26616,14834.10883,14832.49533,-46280.63568,934268.0866,-4700187.864,10.09350966,14834.11372,10.08134559,14827.26583
4 13  4,1.41224129,1.41324129,1.41274129,14825.99666,15409.78134,14827.1843,1162818801.0,-3284940482.0,2319987986.0,1.412490269,14753.91276,1.412490269,14753.91276
5 71  1,89.75,90.25,90.0,15423.10558,14807.46484,14826.6967,4617.416113,-832366.1818,37526712.54,90.13333014,14744.6129,90.0,14826.69637
5 71  2,12.3475626,12.8475626,12.5975626,15413.85478,14825.05305,14826.6967,4684.115439,-119194.4784,773024.1147,12.7232644,14752.68294,12.7232644,14752.68294
5 71  3,2.939843576,2.989843576,2.964843576,14829.31051,14822.24602,14825.76494,21.32162969,-267.7204021,15432.09059,6.278141165,14591.69702,3.019742012,14818.07228
5 71  5,0.1280784847,0.1780784847,0.1530784847,14820.83205,14816.44409,14818.03905,958.4368746,-381.1912941,14853.93216,0.1988609287,14816.0298,0.1798592695,14816.37586
5 71  7,2.128943648,2.178943648,2.153943648,14812.27063,14820.96285,14816.15358,741.0495386,-3018.513578,17879.78223,2.036647633,14805.95763,2.107654212,14809.69395
5 73  1,52.21499921,52.71499921,52.46499921,14808.77009,14808.78887,14808.77923,0.00400632745,-0.3828217892,14817.83625,47.77714677,14808.69086,51.69284921,14808.75228
5 73  2,-0.05,0.45,0.2,14814.05178,14808.88303,14808.77751,43.03834128,-27.55285168,14812.56654,0.3200965797,14808.15643,0.3200965797,14808.15643
5 73  3,0.6199,0.6699,0.6449,14808.82316,14808.8332,14808.82819,-0.0118903743,0.2161817722,14808.69372,9.090620983,14809.676,0.6199,14808.82283
5 73  5,1.6109,1.6609,1.6359,14808.81051,14808.81088,14808.8107,-0.008758250624,0.0359982346,14808.77525,2.055104161,14808.81191,1.6109,14808.81018
5 73  7,2.975,3.025,3.0,14808.73728,14808.73108,14808.73409,0.1367940888,-0.944780607,14810.33729,3.453294713,14808.70565,3.0,14808.73376
5 74  1,63.60158188,64.10158188,63.85158188,14808.72777,14808.81759,14808.73409,0.6174207157,-78.66695529,17314.50424,63.70611909,14808.7207,63.70611909,14808.7207
5 74  2,28.54569628,29.04569628,28.79569628,14809.0861,14808.62271,14808.78501,1.110306538,-64.87088304,15756.12982,29.21305101,14808.59128,29.21305101,14808.59128
5 74  3,0.6743225993,0.7243225993,0.6993225993,14809.3383,14809.82681,14808.61651,1545.675592,-2152.081415,15557.69979,0.696162062,14808.60074,0.696162062,14808.60074
5 74  5,2.667329867,2.717329867,2.692329867,14808.57048,14808.61322,14808.58573,9.786918743,-51.84447382,14877.2263,2.648661708,14808.56674,2.648661708,14808.56674
5 74  7,1.244710744,1.294710744,1.269710744,14808.37823,14808.65761,14808.49102,43.04700461,-103.726869,14870.79525,1.20480937,14808.30937,1.232263636,14808.34181
5 95  1,89.63939823,90.13939823,89.88939823,14835.54393,15408.97377,14808.40625,5021.641511,-901637.8074,40487103.11,89.77520652,14742.92499,89.77520652,14742.92499
5 95  2,32.70115126,33.20115126,32.95115126,14822.18796,15389.70046,14820.66143,4564.524514,-299677.6504,4933482.264,32.82682013,14750.10163,32.82682013,14750.10163
5 95  3,2.081625322,2.131625322,2.106625322,14825.93023,15403.14498,14821.24204,469272.9015,-1965620.059,2073073.985,2.094325128,14750.24318,2.094325128,14750.24318
5 95  5,-0.015,0.035,0.01,14791.20247,14862.19356,14823.35315,5351.78899,1312.785994,14809.69011,-0.122649267,14729.18366,0.01,14823.35282
5 95  7,1.536626399,1.586626399,1.561626399,14822.99859,14825.83493,14823.35315,1701.776268,-5258.350546,18884.84952,1.544959418,14822.88009,1.544959418,14822.88009
5102  1,28.09048509,28.59048509,28.34048509,14814.94644,14830.98476,14822.56965,6.335160574,-327.0064166,19001.79625,25.8088499,14781.96616,27.80958024,14807.32531
5102  2,17.09745256,17.59745256,17.34745256,14817.63884,14805.07228,14807.53121,61.18966911,-2148.102879,33657.58537,17.55282314,14804.95007,17.55282314,14804.95007
5102  3,2.020743821,2.070743821,2.045743821,14807.40665,14803.54514,14804.87644,959.1253408,-4001.479575,18976.87399,2.086004511,14803.32144,2.086004511,14803.32144
5102  5,-0.015,0.035,0.01,14794.03158,15608.14185,14803.54514,636066.5174,3560.874951,14704.32974,-0.002799137239,14699.34572,0.01,14803.54481
5102  7,2.975,3.025,3.0,14815.95467,15453.35461,14803.54514,529775.1961,-3165903.178,4744536.314,2.987968483,14726.85593,2.987968483,14726.85593
3 18  1,142.1897051,142.4397051,142.3147051,14808.28469,14809.69105,14809.0163,-1.819546284,523.5218123,-22843.70033,143.8605373,14813.36395,142.1897051,14808.28436
3 18  4,-0.8597744935,-0.8647744935,-0.8622744935,14814.3674,14802.90657,14808.35006,45907.45962,81461.82828,50917.81626,-0.8872395571,14779.73771,-0.8734222385,14788.50228
3 18  8,0.99875,1.00125,1.0,14789.76992,14787.47156,14788.62621,-3498.483971,6077.62475,12209.48543,0.8686083458,14849.02289,1.0,14788.62588
3 18  9,1.603090768,1.613090768,1.608090768,14789.72337,14787.85891,14788.62621,6597.219498,-21404.3014,32148.56688,1.622221408,14787.30858,1.622221408,14787.30858
3 18 13,-0.08435442714,-0.08535442714,-0.08485442714,15409.28915,14809.23277,14791.95254,1269233679.0,216000249.9,9204539.404,-0.08509081245,14721.02995,-0.08509081245,14721.02995
3 18 14,4.718805949,4.723805949,4.721305949,14796.91569,14796.39172,14798.71021,-329040.4835,3106896.79,-7319259.052,4.721146705,14798.71822,4.723805949,14796.39139
4 12  1,0.2724351845,0.2734351845,0.2729351845,14795.63238,14797.1039,14796.3669,4944.895423,-1227.754123,14763.10107,0.1241435883,14686.89184,0.2697108327,14791.67329
4 12  2,1.520093814,1.521093814,1.520593814,14794.06148,14797.14532,14795.63238,-115914.4707,355601.4899,-257911.7111,1.533896017,14816.14295,1.520093814,14794.06115
4 12  3,12.725248,12.737748,12.731498,14793.45236,14794.57391,14793.98877,623.784901,-15793.70799,114761.6063,12.65957862,14790.76198,12.65957862,14790.76198
3 17  1,9.875,10.125,10.0,14793.45236,14793.45236,14793.45236,,,,10.0,,10.0,
3 17  4,0.3541,0.3591,0.3566,14793.45236,14793.45236,14793.45236,,,,0.3566,,0.3566,
3 17  8,0.23895,0.24145,0.2402,14793.45236,14793.45236,14793.45236,,,,0.2402,,0.2402,
3 17  9,1.9175,1.9275,1.9225,14793.45236,14793.45236,14793.45236,,,,1.9225,,1.9225,
3 17 13,-0.1345,-0.1355,-0.135,14793.45236,14793.45236,14793.45236,,,,-0.135,,-0.135,
3 17 14,5.5964,5.6014,5.5989,14793.45236,14793.45236,14793.45236,,,,5.5989,,5.5989,
3 10  1,199.875,200.125,200.0,14817.44872,15416.46839,14793.45236,20704.39666,-8279362.585,827711444.1,199.942136,14724.12867,199.942136,14724.12867
3 10  4,-0.3179483256,-0.3229483256,-0.3204483256,14804.07981,14806.08699,14804.44166,102678.5254,65404.88634,25219.56495,-0.3184935022,14804.04896,-0.3184935022,14804.04896
3 10  8,0.4480992783,0.4505992783,0.4493492783,14807.88949,14799.95509,14804.07518,-97851.18625,84764.95703,-3527.396933,0.4331319848,14829.80977,0.4505992783,14799.95476
3 10  9,2.727437987,2.737437987,2.732437987,14799.37246,14800.66699,14799.97902,1628.327814,-8769.157084,26603.70757,2.692687863,14797.40581,2.700163607,14797.49681
3 10 13,-0.04224503565,-0.04324503565,-0.04274503565,15497.58207,14843.14083,14798.60777,1487014747.0,127779438.0,2759753.981,-0.04296508768,14726.60187,-0.04296508768,14726.60187
3 10 13,-0.04249503565,-0.04299503565,-0.04274503565,14785.54447,14824.63184,14798.60777,103686234.4,8785968.824,200906.0918,-0.04236805817,14783.87238,-0.04236805817,14783.87238
3 10 14,4.777330036,4.782330036,4.779830036,15492.84626,14787.25641,14785.54447,56721098.67,-542375540.2,1296583494.0,4.781074,14697.77133,4.781074,14697.77133
4 13  1,0.3207653644,0.3217653644,0.3212653644,14782.79004,14793.82951,14786.4278,7527908.193,-4825872.87,788206.0316,0.3205321283,14782.3802,0.3205321283,14782.3802
4 13  2,1.822833613,1.823833613,1.823333613,14779.33996,14782.81965,14780.92037,637729.0877,-2322106.077,2128595.638,1.820605428,14776.17343,1.820605428,14776.17343
4 13  3,10.07509559,10.08759559,10.08134559,15465.11899,14785.66633,14779.33996,8858949.023,-178674609.6,900929014.8,10.08441346,14695.96073,10.08441346,14695.96073
4 13  4,1.411990269,1.412990269,1.412490269,14785.66131,15469.12809,14782.28685,1380431410.0,-3899008399.0,2753187798.0,1.412242713,14697.68854,1.412242713,14697.68854
5 71  1,89.75,90.25,90.0,14799.99538,14773.78578,14784.26338,42.03516797,-7618.749428,359986.8513,90.62351593,14767.92095,90.0,14784.26305
5 71  2,12.4732644,12.9732644,12.7232644,14781.24402,14795.47708,14784.26338,65.55463538,-1639.671805,25034.16139,12.50614693,14781.17281,12.50614693,14781.17281
5 71  3,2.994742012,3.044742012,3.019742012,14784.06311,14779.28241,14781.64046,51.68093273,-407.7400448,15541.63995,3.944782179,14737.41679,3.075189432,14776.49747
5 71  5,0.1548592695,0.2048592695,0.1798592695,14771.77937,15496.86365,14776.45941,572579.3554,-191465.7235,30690.7707,0.1671957971,14684.63824,0.1671957971,14684.63824
5 71  7,2.082654212,2.132654212,2.107654212,14769.97407,14777.96989,14774.01718,-72.32904407,464.8056943,14115.66804,3.213133121,14862.40899,2.082654212,14769.97374
5 73  1,51.44284921,51.94284921,51.69284921,14769.88283,14769.90668,14769.89437,0.006114959848,-0.5844997557,14783.76873,47.79260782,14769.80102,50.92842072,14769.86115
5 73  2,0.07009657965,0.5700965797,0.3200965797,14769.85314,14770.00065,14769.92687,0.0003824464802,0.2947727431,14769.83248,-385.3777697,14713.03272,0.2,14769.89112
5 73  3,0.5949,0.6449,0.6199,14769.91328,14769.91778,14769.91553,-0.007492233999,0.09922046081,14769.85691,6.621553787,14770.18507,0.5949,14769.91295
5 73  5,1.5859,1.6359,1.6109,14769.90336,14769.90353,14769.90345,-0.004034649464,0.01638110394,14769.88753,2.030052931,14769.90383,1.5859,14769.90303
5 73  7,2.975,3.025,3.0,14769.82546,14769.82207,14769.82372,0.08168288768,-0.5578242238,14770.76204,3.414572131,14769.80935,3.0,14769.82339
5 74  1,63.45611909,63.95611909,63.70611909,14769.863,14769.84701,14769.82372,0.5006251724,-63.81774945,16803.63282,63.73805491,14769.82288,63.73805491,14769.82288
5 74  2,28.96305101,29.46305101,29.21305101,14769.88039,14769.93228,14769.8246,1.30780823,-76.3063542,15882.8794,29.17337285,14769.82221,29.17337285,14769.82221
5 74  3,0.671162062,0.721162062,0.696162062,14770.65162,14771.03636,14769.8896,1527.030655,-2118.426862,15504.5954,0.6936425457,14769.87957,0.6936425457,14769.87957
5 74  5,2.623661708,2.673661708,2.648661708,14769.89378,14769.92842,14769.89997,17.81449205,-93.67641454,14893.04115,2.629219354,14769.8929,2.629219354,14769.8929
5 74  7,1.207263636,1.257263636,1.232263636,14769.89337,14770.01856,14769.88175,118.7472816,-290.1522041,14947.11114,1.221721458,14769.86822,1.221721458,14769.86822
5 95  1,89.52520652,90.02520652,89.77520652,14784.08061,14766.36243,14769.8898,85.30759864,-15352.45093,705495.2693,89.98290407,14766.20945,89.98290407,14766.20945
5 95  2,32.57682013,33.07682013,32.82682013,14760.13833,15492.42866,14767.43829,5741.523206,-375487.3184,6153756.006,32.69927726,14674.03956,32.69927726,14674.03956
5 95  3,2.069325128,2.119325128,2.094325128,14757.4025,15506.68362,14763.63972,589445.3494,-2453994.792,2568802.736,2.081613498,14668.39355,2.081613498,14668.39355
5 95  5,-0.015,0.035,0.01,14728.70395,14798.73115,14760.29786,5471.49952,1291.113974,14746.83957,-0.1179853867,14670.67295,0.01,14760.29753
5 95  7,1.519959418,1.569959418,1.544959418,14775.25853,14751.71335,14760.29786,5100.927571,-16232.35582,27663.22686,1.591118046,14749.4294,1.585659013,14749.58141
5102  1,27.55958024,28.05958024,27.80958024,14746.77003,14751.76014,14748.80411,7.37571604,-400.2509219,20175.43641,27.13302137,14745.42768,27.28398444,14745.59577
5102  2,17.30282314,17.80282314,17.55282314,14738.39665,14762.22952,14745.16815,82.31892314,-2842.193255,39271.09175,17.2633044,14738.26776,17.2633044,14738.26776
5102  3,2.045743821,2.095743821,2.070743821,14740.06153,14737.31311,14738.15426,852.9010141,-3587.247309,18509.20199,2.102968134,14737.26827,2.102968134,14737.26827
5102  5,-0.015,0.035,0.01,14721.44104,15613.7629,14737.28504,688507.0972,4076.295232,14627.67138,-0.002960241985,14621.63764,0.01,14737.28471
5102  7,2.962968483,3.012968483,2.987968483,14751.32754,14727.36254,14737.28504,3296.007607,-20176.03374,45596.02821,3.060677666,14719.85995,3.0,14731.99512
3 18  1,142.0647051,142.3147051,142.1897051,14732.17251,14730.34961,14731.99647,-47.06587233,13377.27343,-935804.8909,142.1122436,14732.27855,142.3147051,14730.34929
3 18  4,-0.8709222385,-0.8759222385,-0.8734222385,14735.51322,14724.54524,14730.22646,-31556.01262,-52929.84948,-7426.859202,-0.8386650449,14768.34776,-0.8759222385,14724.54491
3 18  8,0.99875,1.00125,1.0,14725.80251,14723.41955,14724.64873,-24130.81796,47308.44989,-8452.983195,0.9802496121,14734.0613,1.0,14724.6484
3 18  9,1.617221408,1.627221408,1.622221408,14726.73655,14722.81039,14724.64873,4989.412253,-16580.47894,28491.70788,1.661566343,14716.92467,1.643493622,14718.55433
3 18 13,-0.08459081245,-0.08559081245,-0.08509081245,15409.85549,14734.79499,14719.02333,1413207654.0,241177035.4,10304414.69,-0.08532965226,14638.40734,-0.08532965226,14638.40734
3 18 14,4.721305949,4.726305949,4.723805949,14723.81557,14725.79198,14724.91403,-17640.43105,167055.2293,-380776.9493,4.735009844,14727.12805,4.721305949,14723.81524
4 12  1,0.2719351845,0.2729351845,0.2724351845,14723.17807,14724.44128,14723.8063,13509.87095,-6097.923002,15382.37989,0.2256839842,14694.27779,0.2692158327,14719.87929
4 12  2,1.519593814,1.520593814,1.520093814,14722.26682,14724.15051,14723.17807,122362.484,-370121.214,294600.9647,1.512396618,14715.92816,1.512396618,14715.92816
4 12  3,12.718998,12.731498,12.725248,15444.40717,14722.67732,14722.26682,9248650.97,-235440492.9,1498401420.0,12.72836945,14632.15277,12.72836945,14632.15277
3 17  1,9.875,10.125,10.0,14722.4726,14722.4726,14722.4726,,,,10.0,,10.0,
3 17  4,0.3541,0.3591,0.3566,14722.4726,14722.4726,14722.4726,,,,0.3566,,0.3566,
3 17  8,0.23895,0.24145,0.2402,14722.4726,14722.4726,14722.4726,,,,0.2402,,0.2402,
3 17  9,1.9175,1.9275,1.9225,14722.4726,14722.4726,14722.4726,,,,1.9225,,1.9225,
3 17 13,-0.1345,-0.1355,-0.135,14722.4726,14722.4726,14722.4726,,,,-0.135,,-0.135,
3 17 14,5.5964,5.6014,5.5989,14722.4726,14722.4726,14722.4726,,,,5.5989,,5.5989,
3 10  1,199.817136,200.067136,199.942136,14744.47836,15415.75914,14722.4726,22889.35382,-9150407.466,914522294.9,199.8834816,14643.72512,199.8834816,14643.72512
3 10  4,-0.3159935022,-0.3209935022,-0.3184935022,14735.17882,14731.4959,14732.6816,104921.4496,67570.18372,25610.31241,-0.3220036702,14731.38851,-0.3220036702,14731.38851
3 10  8,0.4493492783,0.4518492783,0.4505992783,14735.28689,14727.49282,14731.22999,102311.5678,-95320.66473,36909.34171,0.4658352266,14707.47966,0.4563677711,14716.65012
3 10  9,2.695163607,2.705163607,2.700163607,14712.77783,14713.96717,14713.35157,837.4369937,-4403.499215,20497.86433,2.62915255,14709.1284,2.668211971,14710.40603
3 10 13,-0.04199503565,-0.04299503565,-0.04249503565,15396.0616,14753.6652,14710.39804,1457861462.0,124546146.0,2674656.183,-0.04271535713,14639.63085,-0.04271535713,14639.63085
3 10 14,4.778574,4.783574,4.781074,14724.88696,14729.14399,14727.00495,1684.076336,-15251.98196,49152.11649,4.528292938,14619.39506,4.73078826,14688.44953
4 13  1,0.3200321283,0.3210321283,0.3205321283,14720.97102,14728.24746,14724.88696,-1110874.393,719418.3028,-101739.6186,0.3238072221,14736.80213,0.3200321283,14720.97069
4 13  2,1.822333613,1.823333613,1.822833613,14718.36915,14723.05694,14720.95816,-980454.3869,3579098.213,-3251601.833,1.825224233,14726.56119,1.822333613,14718.36882
4 13  3,10.07816346,10.09066346,10.08441346,14705.81652,14725.21256,14718.25639,-70191.45353,1417230.961,-7139077.141,10.09546668,14726.83161,10.07816346,14705.81619
4 13  4,1.411742713,1.412742713,1.412242713,14710.00112,14702.27579,14705.93138,828311.5231,-2347279.163,1677624.903,1.416906017,14687.91825,1.416906017,14687.91825
5 71  1,89.75,90.25,90.0,14717.53495,14686.48352,14702.27579,-4.264803946,705.5618561,-14253.3793,82.71914313,14928.35645,90.0,14702.27546
5 71  2,12.25614693,12.75614693,12.50614693,14699.12832,14704.28093,14702.27579,-9.138598318,238.882531,13144.08645,13.06997652,14705.18065,12.25614693,14699.12799
5 71  3,3.050189432,3.100189432,3.075189432,14700.53607,14696.62671,14699.13126,-879.7973005,5332.899392,6619.513763,3.030754578,14700.86806,3.100189432,14696.62638
5 71  5,0.1421957971,0.1921957971,0.1671957971,14691.65308,14700.21609,14696.61364,-1086.483979,534.5712604,14637.60761,0.2460097298,14703.36215,0.1421957971,14691.65275
5 71  7,2.057654212,2.107654212,2.082654212,14687.20282,14695.87222,14691.53929,-2.825185332,185.1558196,14318.17784,32.76879175,17351.8437,2.057654212,14687.20249
5 73  1,50.67842072,51.17842072,50.92842072,14687.30948,14687.32122,14687.31511,0.003773010161,-0.3608208688,14695.90508,47.81604785,14687.27824,50.17163651,14687.29917
5 73  2,-0.05,0.45,0.2,14692.72059,14687.38108,14687.32383,43.63206042,-28.13183506,14691.20492,0.3223757346,14686.67008,0.3223757346,14686.67008
5 73  3,0.5699,0.6199,0.5949,14687.34899,14687.35471,14687.35186,-0.01454202429,0.1317043591,14687.27865,4.528405277,14687.57653,0.5699,14687.34866
5 73  5,1.5609,1.6109,1.5859,14687.33579,14687.33602,14687.33591,-0.005359904026,0.02150945801,14687.31528,2.00651522,14687.33653,1.5609,14687.33547
5 73  7,2.975,3.025,3.0,14687.21717,14687.21152,14687.21425,0.1438247506,-0.9759775787,14688.84776,3.392940279,14687.19172,3.0,14687.21392
5 74  1,63.48805491,63.98805491,63.73805491,14687.21032,14687.38566,14687.21425,1.339759067,-170.4366047,20107.6876,63.60718464,14687.19098,63.60718464,14687.19098
