identifier,value1,value2,value3,diff1,diff2,diff3,a,b,c,parabol_min,parabol_min_diff,value4,diff4
3 10  4,-0.3635241377,-0.3685241377,-0.3660241377,13011.87609,13003.5313,13007.22891,75965.58,57279.43115,23795.49581,-0.3770091083,12998.06189,-0.372209379,12999.81194
3 10  8,0.5541229314,0.5566229314,0.5553729314,13002.20819,12997.60498,12999.81133,60963.65905,-69556.41742,32825.98707,0.570474431,12985.90795,0.5621891607,12990.09285
3 10  9,2.231094147,2.241094147,2.236094147,12987.33556,12988.0631,12987.43962,10388.62678,-46387.14161,64769.10574,2.232592555,12987.31195,2.232592555,12987.31195
3 10 13,-0.0391788546,-0.0401788546,-0.0396788546,12975.28218,13009.49774,12987.41343,19906115.54,1545488.173,42970.19668,-0.03881943141,12972.71032,-0.03881943141,12972.71032
3 10 14,5.110568299,5.115568299,5.113068299,12977.2646,12973.72028,12975.45441,6084.326696,-62928.02021,175665.3229,5.171321607,12954.80727,5.166723982,12954.93589
4 13  1,0.3084204924,0.3094204924,0.3089204924,12966.87856,12968.52547,12967.43025,1087061.056,-669983.9629,116198.9359,0.3081629865,12966.80619,0.3081629865,12966.80619
4 13  2,1.811317281,1.812317281,1.811817281,12964.10677,12966.03047,12965.82085,-3008919.077,10905146.86,-9867843.633,1.812136946,12966.12803,1.811317281,12964.10648
4 13  3,9.983169312,9.995669312,9.989419312,12959.56245,12965.94533,12964.1434,-35571.43025,711186.4951,-3541756.362,9.99659685,12965.97564,9.983169312,12959.56216
4 13  4,1.418962641,1.419962641,1.419462641,12960.14801,12959.20323,12959.53983,543165.8375,-1542952.01,1108711.448,1.42033234,12959.1287,1.42033234,12959.1287
5 71  1,89.75,90.25,90.0,12973.46792,12961.68659,12959.96645,121.7729135,-21942.68707,1001441.204,90.09674832,12958.82634,90.0,12959.96616
5 71  2,13.48681734,13.98681734,13.73681734,12961.31932,12966.74956,12959.96645,65.08782492,-1777.338652,25092.8605,13.65338798,12959.51312,13.65338798,12959.51312
5 71  3,3.846491672,3.896491672,3.871491672,12961.53056,12960.02105,12961.03572,-415.8566257,3189.780875,6844.870934,3.835193043,12961.58336,3.896491672,12960.02077
5 71  5,0.009271212829,0.05927121283,0.03427121283,12967.8381,12990.74622,12959.9523,30943.77186,-1662.798872,12980.59448,0.02686807025,12958.25609,0.02686807025,12958.25609
5 71  7,1.482228351,1.532228351,1.507228351,12957.86813,12965.82367,12961.95771,-178.8860111,698.3548986,12315.75943,1.951955031,12997.33782,1.482228351,12957.86784
5 73  1,47.12884117,47.62884117,47.37884117,12957.92163,12957.92161,12957.9216,0.0004283365561,-0.04062828573,12958.88501,47.42565765,12957.92131,47.42565765,12957.92131
5 73  2,-0.05,0.45,0.2,12961.63475,12957.98944,12957.97553,29.38502929,-19.04463809,12960.60906,0.3240534133,12957.52303,0.3240534133,12957.52303
5 73  3,0.075,0.125,0.1,12957.97802,12957.98679,12957.98243,-0.04646009329,0.1848209602,12957.96441,1.989029155,12958.14793,0.1,12957.98214
5 73  5,1.0609,1.1109,1.0859,12957.98233,12957.98253,12957.98243,-0.004152950714,0.01310225695,12957.9731,1.577463573,12957.98315,1.0609,12957.98204
5 73  7,2.975,3.025,3.0,12957.95502,12957.95299,12957.95397,0.04556203494,-0.3138950768,12958.4856,3.444699926,12957.94467,3.0,12957.95368
5 74  1,62.98928867,63.48928867,63.23928867,12958.00138,12958.06443,12957.95397,1.262887567,-159.6021276,18000.5294,63.18936532,12957.95054,63.18936532,12957.95054
5 74  2,31.01332858,31.51332858,31.26332858,12958.0287,12958.00056,12957.95758,0.9128032219,-57.13080986,13851.88691,31.29415436,12957.95642,31.29415436,12957.95642
5 74  3,0.6152707634,0.6652707634,0.6402707634,12958.77694,12959.12355,12957.88417,1705.727263,-2177.322523,13652.70294,0.6382387646,12957.87683,0.6382387646,12957.87683
5 74  5,2.305777358,2.355777358,2.330777358,12957.92916,12957.93929,12957.92287,18.16511145,-84.47518384,13056.13333,2.325204116,12957.92202,2.325204116,12957.92202
5 74  7,1.144995281,1.194995281,1.169995281,12958.00859,12958.00186,12957.97445,49.23051192,-115.3335479,13025.52306,1.171362468,12957.97407,1.171362468,12957.97407
5 95  1,89.75,90.25,90.0,12973.68594,12954.87043,12957.97488,100.8527864,-18191.13258,833252.3373,90.18656416,12954.46429,90.0,12957.9746
5 95  2,34.49078205,34.99078205,34.74078205,12961.07837,12963.62043,12957.97488,69.9923119,-4858.091188,97256.60534,34.70446293,12957.88227,34.70446293,12957.88227
5 95  3,1.874988418,1.924988418,1.899988418,12962.93544,12962.76468,12958.35916,7185.438862,-27307.91641,38903.96602,1.900226064,12958.35847,1.900226064,12958.35847
5 95  5,-0.015,0.035,0.01,12935.08833,12987.84941,12958.29843,5072.704019,953.7674925,12948.25349,-0.0940097716,12903.42147,0.01,12958.29814
5 95  7,1.74910804,1.79910804,1.77410804,12964.17694,12960.82265,12958.29843,6722.184063,-23918.84745,34235.11701,1.779097926,12958.13077,1.779097926,12958.13077
5102  1,21.9258495,22.4258495,22.1758495,12956.01217,12961.93929,12958.56911,6.506023847,-276.6989669,15895.14746,21.26482883,12953.16909,21.706591,12954.43876
5102  2,13.4081597,13.9081597,13.6581597,12965.60059,12957.21227,12954.72446,106.9115693,-2937.207224,33127.71621,13.73662011,12954.06602,13.73662011,12954.06602
5102  3,2.355339926,2.405339926,2.380339926,12955.1737,12953.52278,12954.9229,-919.4667016,4344.268229,7823.802822,2.36238475,12955.21904,2.405339926,12953.52249
5102  5,-0.015,0.035,0.01,12950.33958,12998.27608,12953.56858,33182.80516,295.0737195,12947.29956,-0.004446184072,12946.64329,0.01,12953.56829
5102  7,2.975,3.025,3.0,12962.78395,12947.38989,12953.56858,2429.348025,-14883.96947,35741.34477,3.063367068,12943.81352,3.0,12953.56829
3 18  1,141.468542,141.718542,141.593542,12952.86733,12954.38899,12953.56858,3.813395557,-1073.81773,88545.48221,140.7954819,12951.13954,140.7954819,12951.13954
3 18  4,-0.9975,-1.0025,-1.0,12957.93092,12967.74106,12960.90799,308480.4084,614998.79,319479.2895,-0.9968198517,12957.78793,-0.9968198517,12957.78793
3 18  8,0.99875,1.00125,1.0,12958.11758,12957.58808,12956.93427,587878.2373,-1175968.277,601046.9742,1.000180142,12956.9149,1.0,12956.93398
3 18  9,1.860918183,1.870918183,1.865918183,12958.76628,12962.8316,12956.93427,154586.6904,-576485.7002,550415.2311,1.864603281,12956.66671,1.864603281,12956.66671
3 18 13,-0.08213768821,-0.08313768821,-0.08263768821,12975.3498,12966.66498,12957.38305,54497344.9,9015754.009,385836.764,-0.08271736931,12957.03675,-0.08271736931,12957.03675
3 18 14,4.711204347,4.716204347,4.713704347,12958.86231,12958.98779,12958.84755,12399.81015,-116872.9803,288352.0338,4.712692329,12958.83456,4.712692329,12958.83456
4 12  1,0.2637894983,0.2647894983,0.2642894983,12958.60684,12959.01754,12958.80658,22449.06073,-11455.40027,14418.3055,0.2551420837,12956.92786,0.2611516033,12957.73859
4 12  2,1.550080236,1.551080236,1.550580236,12957.5012,12957.93395,12957.67685,162909.5,-504775.7508,403969.8205,1.549252041,12957.38917,1.549252041,12957.38917
4 12  3,12.88632869,12.89882869,12.89257869,12957.51019,12957.37707,12957.43548,208.6730465,-5391.31692,47780.07454,12.91809606,12957.29931,12.91809606,12957.29931
3 17  1,9.875,10.125,10.0,12957.34473,12957.34473,12957.34473,,,,10.0,,10.0,
3 17  4,0.3541,0.3591,0.3566,12957.34473,12957.34473,12957.34473,,,,0.3566,,0.3566,
3 17  8,0.23895,0.24145,0.2402,12957.34473,12957.34473,12957.34473,,,,0.2402,,0.2402,
3 17  9,1.9175,1.9275,1.9225,12957.34473,12957.34473,12957.34473,,,,1.9225,,1.9225,
3 17 13,-0.1345,-0.1355,-0.135,12957.34473,12957.34473,12957.34473,,,,-0.135,,-0.135,
3 17 14,5.5964,5.6014,5.5989,12957.34473,12957.34473,12957.34473,,,,5.5989,,5.5989,
3 10  1,199.875,200.125,200.0,12972.2543,12943.2995,12957.34473,27.65904235,-11179.43615,1142482.88,202.0936951,12836.09939,200.0,12957.34444
3 10  4,-0.369709379,-0.374709379,-0.372209379,12961.31514,12954.30365,12957.34473,74346.23235,56747.02732,23779.20674,-0.381640236,12950.73201,-0.3784564728,12951.48561
3 10  8,0.5609391607,0.5634391607,0.5621891607,12953.67877,12949.44384,12951.47318,56400.80262,-65109.8114,31729.65454,0.577206426,12938.75348,0.5690735523,12942.48404
3 10  9,2.227592555,2.237592555,2.232592555,12939.8499,12939.85407,12939.81861,1335.119809,-5961.140153,19593.75175,2.232436412,12939.81829,2.232436412,12939.81829
3 10 13,-0.03831943141,-0.03931943141,-0.03881943141,12925.8377,12961.82399,12939.81867,16048693.55,1210016.025,35727.40203,-0.03769827187,12919.64519,-0.03793623709,12920.55399
3 10 14,5.164223982,5.169223982,5.166723982,12921.84901,12919.29857,12920.53722,5851.083581,-60971.9554,171750.9105,5.210313146,12909.41978,5.210313146,12909.41978
4 13  1,0.3076629865,0.3086629865,0.3081629865,12914.79607,12915.99563,12915.3228,292171.8924,-178873.5666,40291.59915,0.306110155,12914.09127,0.306110155,12914.09127
4 13  2,1.810817281,1.811817281,1.811317281,12914.99056,12914.94138,12915.32633,-1441432.431,5221733.758,-4716148.425,1.81130022,12915.32646,1.811817281,12914.94109
4 13  3,9.976919312,9.989419312,9.983169312,12911.22078,12915.59444,12914.89892,-38177.64457,762617.6725,-3795502.294,9.987751746,12915.70031,9.976919312,12911.22049
4 13  4,1.41983234,1.42083234,1.42033234,12911.13709,12915.50005,12911.13642,8728590.573,-24790635.98,17615283.71,1.420082416,12910.59093,1.420082416,12910.59093
5 71  1,89.75,90.25,90.0,12925.21251,12904.81804,12911.18167,61.33765635,-11081.56709,513417.2032,90.33249514,12904.40032,90.0,12911.18138
5 71  2,13.40338798,13.90338798,13.65338798,12914.12933,12916.45441,12911.18167,65.76315587,-1791.129619,25106.93036,13.61803274,12911.09918,13.61803274,12911.09918
5 71  3,3.871491672,3.921491672,3.896491672,12912.36599,12910.31074,12911.40996,-114.5403535,851.5061031,11332.54931,3.717057251,12915.09749,3.921491672,12910.31046
5 71  5,0.001868070251,0.05186807025,0.02686807025,12919.3783,12928.44081,12910.36297,21674.54693,-983.4563106,12921.13983,0.02268689431,12909.98376,0.02268689431,12909.98376
5 71  7,1.457228351,1.507228351,1.482228351,12908.01458,12916.0389,12911.71586,497.4038788,-1314.045884,13766.63517,1.320904339,12898.77042,1.442656068,12906.14368
5 73  1,47.17565765,47.67565765,47.42565765,12905.61615,12905.61612,12905.6161,0.0006681849627,-0.06342866849,12907.12136,47.46340611,12905.61581,47.46340611,12905.61581
5 73  2,0.07405341334,0.5740534133,0.3240534133,12905.53122,12905.55909,12905.54515,4.306592746e-05,0.05571094289,12905.5271,-646.8099746,12887.50961,0.2,12905.53795
5 73  3,0.075,0.125,0.1,12905.58396,12905.58939,12905.5867,-0.02824415278,0.1142157491,12905.57556,2.021936185,12905.69074,0.1,12905.58641
5 73  5,1.0359,1.0859,1.0609,12905.58663,12905.58676,12905.5867,-0.002690234396,0.00838308626,12905.58083,1.558058709,12905.58707,1.0359,12905.58634
5 73  7,2.975,3.025,3.0,12905.63943,12905.63819,12905.6388,0.02745193487,-0.1894014698,12905.95993,3.449692538,12905.63296,3.0,12905.63851
5 74  1,62.93936532,63.43936532,63.18936532,12905.69653,12905.69897,12905.6388,0.9432865376,-119.2064762,16671.77543,63.18677914,12905.6385,63.18677914,12905.6385
5 74  2,31.04415436,31.54415436,31.29415436,12905.72049,12905.67178,12905.63902,0.9138279619,-57.29236701,13803.62145,31.34745784,12905.63613,31.34745784,12905.63613
5 74  3,0.6132387646,0.6632387646,0.6382387646,12906.5012,12906.86338,12905.60759,1719.516347,-2187.680271,13601.42716,0.6361324433,12905.59968,0.6361324433,12905.59968
5 74  5,2.300204116,2.350204116,2.325204116,12905.53332,12905.54172,12905.5261,18.26518507,-84.77246053,13003.8873,2.320602289,12905.52543,2.320602289,12905.52543
5 74  7,1.146362468,1.196362468,1.171362468,12905.59809,12905.60248,12905.57416,41.8023569,-97.84364255,12962.82793,1.170312511,12905.57383,1.170312511,12905.57383
5 95  1,89.75,90.25,90.0,12922.15422,12909.18402,12905.626,160.6898124,-28950.10663,1316827.742,90.08071575,12904.57882,90.0,12905.62572
5 95  2,34.45446293,34.95446293,34.70446293,12908.68949,12905.53825,12905.626,23.80584164,-1658.640361,41796.09926,34.83683513,12905.20858,34.83683513,12905.20858
5 95  3,1.875226064,1.925226064,1.900226064,12908.8374,12909.56038,12904.38333,7704.893817,-29267.62043,40698.19259,1.89928772,12904.37626,1.89928772,12904.37626
5 95  5,-0.015,0.035,0.01,12880.76729,12934.55881,12904.5155,5036.077173,975.1088636,12894.26081,-0.09681234323,12847.05923,0.01,12904.51521
5 95  7,1.754097926,1.804097926,1.779097926,12916.31621,12910.65094,12904.5155,14348.91801,-51169.56579,58523.14025,1.783046142,12904.29154,1.783046142,12904.29154
5102  1,21.456591,21.956591,21.706591,12903.64706,12907.5326,12904.63225,15.32126664,-657.3738591,19954.96319,21.4529867,12903.64657,21.4529867,12903.64657
5102  2,13.48662011,13.98662011,13.73662011,12917.66642,12907.802,12903.50766,147.6247506,-4075.459081,41030.52808,13.80344104,12902.84823,13.80344104,12902.84823
5102  3,2.380339926,2.430339926,2.405339926,12904.53087,12902.77835,12902.74037,1462.776092,-7071.997857,21450.17382,2.417320702,12902.53012,2.417320702,12902.53012
5102  5,-0.015,0.035,0.01,12905.25416,12944.98109,12902.44207,36280.89423,68.92065827,12898.12477,-0.0009498202804,12898.09175,0.01,12902.44178
5102  7,2.975,3.025,3.0,12911.92151,12897.86135,12902.44207,3918.986954,-23795.12487,49016.93408,3.03587702,12897.39741,3.0,12902.44178
3 18  1,140.6704819,140.9204819,140.7954819,12901.72,12903.47148,12902.44207,9.835411831,-2762.557176,206887.0255,140.4393239,12901.19417,140.4393239,12901.19417
3 18  4,-0.9943198517,-0.9993198517,-0.9968198517,12904.87308,12905.29435,12902.93656,343545.1377,684820.9713,354182.5125,-0.9966972256,12902.9311,-0.9966972256,12902.9311
3 18  8,0.99875,1.00125,1.0,12902.37189,12901.91696,12903.08031,-598968.2094,1197754.446,-585883.1567,0.9998480952,12903.09384,1.0,12903.08002
3 18  9,1.859603281,1.869603281,1.864603281,12903.48169,12906.75125,12903.08031,81446.3483,-303403.3006,295461.6537,1.862596095,12902.75189,1.862596095,12902.75189
3 18 13,-0.08221736931,-0.08321736931,-0.08271736931,12932.49837,12909.21486,12902.05444,75208691.15,12465413.68,529418.1435,-0.08287216204,12900.2521,-0.08287216204,12900.2521
3 18 14,4.710192329,4.715192329,4.712692329,12904.42773,12904.41415,12904.34412,12291.59298,-115855.708,285906.8972,4.712802814,12904.34368,4.712802814,12904.34368
4 12  1,0.2606516033,0.2616516033,0.2611516033,12904.07756,12904.47694,12904.27168,22272.07393,-11233.40213,14318.93366,0.2521858126,12902.48104,0.2580450873,12903.24567
4 12  2,1.548752041,1.549752041,1.549252041,12903.08827,12903.53054,12903.26962,159135.6792,-492640.2752,394172.6467,1.54786242,12902.96203,1.54786242,12902.96203
4 12  3,12.91184606,12.92434606,12.91809606,12903.04173,12902.92105,12902.97349,202.3055676,-5236.459212,46787.86877,12.94195527,12902.85803,12.94195527,12902.85803
3 17  1,9.875,10.125,10.0,12902.82323,12902.82323,12902.82323,,,,10.0,,10.0,
3 17  4,0.3541,0.3591,0.3566,12902.82323,12902.82323,12902.82323,,,,0.3566,,0.3566,
3 17  8,0.23895,0.24145,0.2402,12902.82323,12902.82323,12902.82323,,,,0.2402,,0.2402,
3 17  9,1.9175,1.9275,1.9225,12902.82323,12902.82323,12902.82323,,,,1.9225,,1.9225,
3 17 13,-0.1345,-0.1355,-0.135,12902.82323,12902.82323,12902.82323,,,,-0.135,,-0.135,
3 17 14,5.5964,5.6014,5.5989,12902.82323,12902.82323,12902.82323,,,,5.5989,,5.5989,
3 10  1,199.875,200.125,200.0,12917.05834,12889.45529,12902.82323,27.7493039,-11210.13375,1144957.418,201.9894588,12792.99269,200.0,12902.82295
3 10  4,-0.3759564728,-0.3809564728,-0.3784564728,12905.87878,12900.67741,12902.82323,72777.89873,56126.80873,23720.44967,-0.3856033886,12899.10557,-0.3847660376,12899.1566
3 10  8,0.5678235523,0.5703235523,0.5690735523,12901.32777,12897.37497,12899.26375,56074.30575,-65401.92709,31958.40356,0.5831719734,12888.11783,0.5760267878,12890.98063
3 10  9,2.227436412,2.237436412,2.232436412,12888.55625,12888.60381,12888.53806,1678.752978,-7490.662921,21244.44407,2.231019994,12888.53441,2.231019994,12888.53441
3 10 13,-0.03743623709,-0.03843623709,-0.03793623709,12876.03715,12913.60217,12888.5895,24920656.85,1853226.871,47328.27866,-0.03718254462,12874.43297,-0.03718254462,12874.43297
3 10 14,5.207813146,5.212813146,5.210313146,12872.97601,12871.54052,12872.23386,3904.915652,-40978.76543,120376.2711,5.247074339,12866.95652,5.247074339,12866.95652
4 13  1,0.305610155,0.306610155,0.306110155,12876.64604,12876.14174,12875.95981,1736294.183,-1063498.861,175727.0457,0.3062553775,12875.92291,0.3062553775,12875.92291
4 13  2,1.811317281,1.812317281,1.811817281,12877.45938,12875.75015,12876.16684,1751690.982,-6349197.221,5766217.2,1.812305162,12875.7496,1.812305162,12875.7496
4 13  3,9.970669312,9.983169312,9.976919312,12876.04609,12877.59893,12875.70461,28618.05538,-570915.8319,2860246.598,9.974748884,12875.56951,9.974748884,12875.56951
4 13  4,1.419582416,1.420582416,1.420082416,12876.92201,12876.21301,12875.63787,3718576.789,-10562080.02,7512891.116,1.420177748,12875.60379,1.420177748,12875.60379
5 71  1,89.75,90.25,90.0,12889.83327,12880.25317,12875.4787,153.0322745,-27564.9696,1254161.32,90.06260183,12874.87868,90.0,12875.47842
5 71  2,13.36803274,13.86803274,13.61803274,12880.07998,12881.07117,12875.4787,81.5499278,-2219.116799,27971.9833,13.60587838,12875.46637,13.60587838,12875.46637
5 71  3,3.896491672,3.946491672,3.921491672,12877.21464,12874.64352,12875.72844,321.0247305,-2569.213959,18014.13016,4.001582612,12873.66892,3.985956588,12873.74731
5 71  5,-0.002313105693,0.04768689431,0.02268689431,12882.78014,12901.27702,12876.37552,25044.8929,-766.4439823,12880.87327,0.01530140267,12875.00915,0.01530140267,12875.00915
5 71  7,1.417656068,1.467656068,1.442656068,12872.4803,12880.07159,12876.28006,-6.590580526,170.8416975,12643.53094,12.96105076,13750.67459,1.417656068,12872.48001
5 73  1,47.21340611,47.71340611,47.46340611,12872.40803,12872.40797,12872.40797,0.0004332232347,-0.04125171153,12873.38997,47.61022519,12872.40768,47.61022519,12872.40768
5 73  2,-0.05,0.45,0.2,12876.15484,12872.47238,12872.45582,29.72471992,-19.25479807,12875.11779,0.3238852734,12871.99933,0.3238852734,12871.99933
5 73  3,0.075,0.125,0.1,12872.45876,12872.46923,12872.46403,-0.0510514612,0.2196276492,12872.44257,2.151041754,12872.6785,0.1,12872.46374
5 73  5,1.0109,1.0609,1.0359,12872.46389,12872.46416,12872.46403,-0.005423768016,0.01671476887,12872.45253,1.540881618,12872.46512,1.0109,12872.4636
5 73  7,2.975,3.025,3.0,12872.51774,12872.51546,12872.51657,0.04894375743,-0.3392219563,12873.09374,3.465426176,12872.50568,3.0,12872.51628
5 74  1,62.93677914,63.43677914,63.18677914,12872.57501,12872.52921,12872.51657,0.5686126656,-71.94920223,15148.52958,63.26732289,12872.51259,63.26732289,12872.51259
5 74  2,31.09745784,31.59745784,31.34745784,12872.58763,12872.49078,12872.48465,0.8728992753,-54.92005796,13736.32293,31.45841652,12872.47362,31.45841652,12872.47362
5 74  3,0.6111324433,0.6611324433,0.6361324433,12873.30001,12873.72051,12872.4016,1773.850187,-2248.397302,13584.8659,0.6337618921,12872.39135,0.6337618921,12872.39135
5 74  5,2.295602289,2.345602289,2.320602289,12872.44652,12872.45468,12872.43915,18.31664128,-84.84798403,12970.69889,2.316144721,12872.4385,2.316144721,12872.4385
5 74  7,1.145312511,1.195312511,1.170312511,12872.51665,12872.50889,12872.49144,34.11817156,-80.01305023,12919.4024,1.17258702,12872.49098,1.17258702,12872.49098
5 95  1,89.75,90.25,90.0,12887.34588,12878.99463,12872.46306,171.3151042,-30853.42123,1402028.03,90.04874785,12872.05567,90.0,12872.46277
5 95  2,34.58683513,35.08683513,34.83683513,12874.57902,12879.43129,12872.46306,72.67347495,-5053.72318,100731.2857,34.77006695,12872.1388,34.77006695,12872.1388
5 95  3,1.87428772,1.92428772,1.89928772,12877.19857,12878.14755,12873.19229,7169.23747,-27213.90987,38698.69092,1.897964043,12873.17944,1.897964043,12873.17944
5 95  5,-0.015,0.035,0.01,12849.96328,12903.85959,12873.3591,5683.741931,964.2513913,12863.14821,-0.08482540226,12822.25141,0.01,12873.35881
5 95  7,1.758046142,1.808046142,1.783046142,12889.35123,12880.61783,12873.3591,18600.69659,-66506.46873,72321.13102,1.787741346,12872.94876,1.787741346,12872.94876
5102  1,21.2029867,21.7029867,21.4529867,12871.90282,12875.86665,12873.3747,8.160526323,-342.2076782,16459.02723,20.96725534,12871.44906,20.99095684,12871.45364
5102  2,13.55344104,14.05344104,13.80344104,12884.95849,12876.37577,12871.39399,148.3702689,-4113.205944,41378.06283,13.86128763,12870.89722,13.86128763,12870.89722
5102  3,2.392320702,2.442320702,2.417320702,12872.25055,12871.96318,12871.91842,301.5178203,-1463.477947,14647.71285,2.426851497,12871.89074,2.426851497,12871.89074
5102  5,-0.015,0.035,0.01,12873.73658,12914.9375,12871.36599,36753.68823,88.94469305,12866.80117,-0.001210010442,12866.74707,0.01,12871.3657
5102  7,2.975,3.025,3.0,12881.97007,12864.72509,12871.36599,3170.553081,-19368.21806,42441.04245,3.054391075,12861.98597,3.0,12871.3657
3 18  1,140.3143239,140.5643239,140.4393239,12871.27322,12872.06488,12871.36599,19.39602768,-5444.763382,394978.4493,140.3576926,12871.23645,140.3576926,12871.23645
3 18  4,-0.9941972256,-0.9991972256,-0.9966972256,12875.06505,12868.10439,12871.32919,40885.98829,82894.03375,54875.22275,-1.013721781,12859.47869,-1.0,12867.177
3 18  8,0.99875,1.00125,1.0,12869.85446,12869.49181,12868.71237,614889.3528,-1229923.766,627903.1259,1.000117957,12868.70353,1.0,12868.71208
3 18  9,1.857596095,1.867596095,1.862596095,12870.39741,12874.94119,12868.71237,158277.3092,-589159.0184,561128.1948,1.86116071,12868.38598,1.86116071,12868.38598
3 18 13,-0.08237216204,-0.08337216204,-0.08287216204,12900.94326,12878.50498,12869.15543,82274776.99,13659015.58,579774.986,-0.08300852387,12867.62528,-0.08300852387,12867.62528
3 18 14,4.710302814,4.715302814,4.712802814,12870.52535,12870.93306,12870.65147,12437.71676,-117151.4703,288734.3935,4.709524771,12870.51753,4.709524771,12870.51753
4 12  1,0.2575450873,0.2585450873,0.2580450873,12870.26603,12870.66446,12870.45974,22034.78672,-10973.50413,14234.88234,0.2490040922,12868.65834,0.2549696364,12869.4425
4 12  2,1.54736242,1.54836242,1.54786242,12869.27002,12869.82846,12869.51027,155869.3363,-481970.1389,385449.051,1.546071057,12869.0098,1.546071057,12869.0098
4 12  3,12.93570527,12.94820527,12.94195527,12869.07286,12869.0332,12869.068,-383.1858523,9915.175249,-51271.2764,12.93781489,12869.07428,12.94820527,12869.03291
3 17  1,9.875,10.125,10.0,12869.00087,12869.00087,12869.00087,,,,10.0,,10.0,
3 17  4,0.3541,0.3591,0.3566,12869.00087,12869.00087,12869.00087,,,,0.3566,,0.3566,
3 17  8,0.23895,0.24145,0.2402,12869.00087,12869.00087,12869.00087,,,,0.2402,,0.2402,
3 17  9,1.9175,1.9275,1.9225,12869.00087,12869.00087,12869.00087,,,,1.9225,,1.9225,
3 17 13,-0.1345,-0.1355,-0.135,12869.00087,12869.00087,12869.00087,,,,-0.135,,-0.135,
3 17 14,5.5964,5.6014,5.5989,12869.00087,12869.00087,12869.00087,,,,5.5989,,5.5989,
3 10  1,199.875,200.125,200.0,12882.78243,12858.93322,12869.00087,118.8454624,-47633.58182,4785766.867,200.4013483,12849.8569,200.0,12869.00058
3 10  4,-0.3822660376,-0.3872660376,-0.3847660376,12871.00343,12870.96186,12869.00087,317084.5502,244015.0458,59814.95144,-0.3847791474,12869.00052,-0.3847791474,12869.00052
3 10  8,0.5747767878,0.5772767878,0.5760267878,12870.74949,12867.11382,12869.00087,-44296.70375,49577.90669,-991.2512812,0.5596116922,12880.93656,0.5772767878,12867.11353
3 10  9,2.226019994,2.236019994,2.231019994,12867.5241,12866.65084,12867.05601,1258.352937,-5702.146511,19325.26979,2.265718283,12865.5407,2.258380194,12865.60846
3 10 13,-0.03668254462,-0.03768254462,-0.03718254462,12854.24841,12891.39273,12867.17859,22567929.14,1641121.744,42687.15967,-0.03635959982,12851.89444,-0.03635959982,12851.89444
3 10 14,5.244574339,5.249574339,5.247074339,12850.94278,12849.39961,12850.15049,3313.759588,-35083.71961,105703.3052,5.293642866,12842.96389,5.293642866,12842.96389
4 13  1,0.3057553775,0.3067553775,0.3062553775,12855.55877,12856.21984,12855.75665,530601.6647,-324338.1624,62419.68266,0.3056324396,12855.55046,0.3056324396,12855.55046
4 13  2,1.811805162,1.812805162,1.812305162,12854.79634,12855.22171,12855.61616,-2428554.014,8802987.319,-7964379.511,1.812392738,12855.6345,1.811805162,12854.79606
4 13  3,9.968498884,9.980998884,9.974748884,12852.1132,12855.27212,12854.76622,-27483.12091,548527.1727,-2724116.013,9.979346497,12855.34687,9.968498884,12852.11292
4 13  4,1.419677748,1.420677748,1.420177748,12851.6496,12856.90076,12852.06115,8856140.003,-25149334.77,17867386.08,1.419881278,12851.28245,1.419881278,12851.28245
5 71  1,89.75,90.25,90.0,12866.05524,12845.10244,12851.65714,62.7472689,-11336.414,524876.039,90.33392368,12844.66022,90.0,12851.65685
5 71  2,13.35587838,13.85587838,13.60587838,12854.73666,12855.11646,12851.65714,52.31074343,-1422.70763,22525.08314,13.59861796,12851.65409,13.59861796,12851.65409
5 71  3,3.960956588,4.010956588,3.985956588,12852.62896,12850.25296,12851.88384,-708.6032723,5601.403715,1783.114239,3.952425803,12852.68024,4.010956588,12850.25267
5 71  5,-0.009698597331,0.04030140267,0.01530140267,12860.41152,12869.67381,12850.29509,23596.11636,-536.8615426,12852.9852,0.01137605728,12849.93123,0.01137605728,12849.93123
5 71  7,1.392656068,1.442656068,1.417656068,12848.50441,12855.96403,12852.37462,-224.6379144,786.1110525,12189.40527,1.749729236,12877.14573,1.392656068,12848.50412
5 73  1,47.36022519,47.86022519,47.61022519,12848.46844,12848.46844,12848.4684,0.0006716142525,-0.06395690835,12849.99103,47.61431738,12848.46811,47.61431738,12848.46811
5 73  2,0.07388527336,0.5738852734,0.3238852734,12848.39469,12848.42703,12848.41086,4.154196358e-05,0.0646537934,12848.38992,-778.1744991,12823.23366,0.2,12848.40256
5 73  3,0.075,0.125,0.1,12848.44683,12848.45314,12848.45001,-0.0306704489,0.1323417675,12848.43708,2.157480118,12848.57956,0.1,12848.44972
5 73  5,0.9859,1.0359,1.0109,12848.44992,12848.45009,12848.45001,-0.003418071719,0.01040322369,12848.44298,1.521797162,12848.45061,0.9859,12848.44963
5 73  7,2.975,3.025,3.0,12848.4927,12848.49134,12848.492,0.02919619146,-0.2024798492,12848.83668,3.46757298,12848.48533,3.0,12848.49172
5 74  1,63.01732289,63.51732289,63.26732289,12848.52309,12848.60585,12848.492,1.15941184,-146.5402397,17478.86012,63.19593893,12848.48581,63.19593893,12848.48581
5 74  2,31.20841652,31.70841652,31.45841652,12848.58465,12848.5116,12848.49332,0.876798004,-55.31145442,13720.79676,31.54173149,12848.48695,31.54173149,12848.48695
