identider,sensitivity1/3,sensitivity2/3,sensitivity4/3,min_sensitivity,max_sensitivity
3 18 14,1.000008294920936,1.0000064393476185,0.9999999479398267,0.9999999479398267,1.000008294920936
4 12  1,0.9999558604234474,1.0000447339300196,0.9997093530977474,0.9997093530977474,1.0000447339300196
4 12  2,0.9999745272946046,1.000033995017476,0.9999481073212336,0.9999481073212336,1.000033995017476
4 12  3,0.9999658611728063,1.0000374576042887,0.9998068890840149,0.9998068890840149,1.0000374576042887
3 17  1,1.0,1.0,,1.0,1.0
3 17  4,1.0,1.0,,1.0,1.0
3 17  8,1.0,1.0,,1.0,1.0
3 17  9,1.0,1.0,,1.0,1.0
3 17 13,1.0,1.0,,1.0,1.0
3 17 14,1.0,1.0,,1.0,1.0
3 10  1,1.0011345793555215,0.9989240461199999,0.9999999776742818,0.9989240461199999,1.0011345793555215
3 10  4,0.9999358427076351,1.000159377720813,0.9999343828537283,0.9999343828537283,1.000159377720813
3 10  8,1.000189555438526,0.9998271194761432,0.9993681468843579,0.9993681468843579,1.000189555438526
3 10  9,1.000025943990382,0.9999775958578678,0.9999176170614037,0.9999176170614037,1.000025943990382
3 10 13,0.9979013297216853,1.002422953774519,0.9962138999223544,0.9962138999223544,1.002422953774519
3 10 14,0.9998629753296423,1.0001419640346292,0.9981756913612,0.9981756913612,1.0001419640346292
4 13  1,0.9999202765640978,1.0000920154001867,0.9997000553265862,0.9997000553265862,1.0000920154001867
4 13  2,1.000099544546258,0.9999235500785163,0.999832333624227,0.999832333624227,1.000099544546258
4 13  3,0.9998849734432007,1.000171057087842,0.9998173891746903,0.9998173891746903,1.000171057087842
4 13  4,0.9997681443248697,1.0002418590287991,0.9971956464746949,0.9971956464746949,1.0002418590287991
5 71  1,1.00104350163972,0.9991404959517839,0.9999999773645123,0.9991404959517839,1.00104350163972
5 71  2,0.9999757517338507,1.0002885345611252,0.9999537053976393,0.9999537053976393,1.0002885345611252
5 71  3,1.0001371814485618,0.9998647111690067,0.9997177748802593,0.9997177748802593,1.0001371814485618
5 71  5,1.0000598012526252,1.0006568621665992,0.9999378005334892,0.9999378005334892,1.0006568621665992
5 71  7,0.9997893535534181,1.0002098722030401,0.9997893315399949,0.9997893315399949,1.0002098722030401
5 73  1,0.9999979875502638,1.0000020646639682,0.9999935745040306,0.9999935745040306,1.0000020646639682
5 73  2,1.00043915112888,1.000044591260382,0.9999597507288277,0.9999597507288277,1.00043915112888
5 73  3,0.9999983341961333,1.0000016632875466,0.9999983121783329,0.9999983121783329,1.0000016632875466
5 73  5,0.9999999477860583,1.0000000490685235,0.9999999251390475,0.9999999251390475,1.0000000490685235
5 73  7,1.0000006479535721,0.9999993696606998,0.9999999779821601,0.9999993696606998,1.0000006479535721
5 74  1,1.000001942602554,1.0000028044437128,0.9999999584806449,0.9999999584806449,1.0000028044437128
5 74  2,1.0000058888255612,1.0000035989713745,0.999999908783281,0.999999908783281,1.0000058888255612
5 74  3,1.0000360098656236,1.0000665259651929,0.9999988424906057,0.9999988424906057,1.0000665259651929
5 74  5,0.9999985292000214,1.0000018293782456,0.9999972282529058,0.9999972282529058,1.0000018293782456
5 74  7,0.9999907574999424,1.000013900866034,0.9999874837475399,0.9999874837475399,1.000013900866034
5 95  1,1.0015286153388812,0.9987677576731687,0.9999999779818104,0.9987677576731687,1.0015286153388812
5 95  2,0.9996618440129225,1.0005392223212124,0.9995214069660485,0.9995214069660485,1.0005392223212124
5 95  3,1.0000925537010148,1.000017620523555,0.9999936075872857,0.9999936075872857,1.0000925537010148
5 95  5,0.9981506177223439,1.0022566122517562,0.9999999773383081,0.9981506177223439,1.0022566122517562
5 95  7,1.0003795373865882,0.9998721244790016,0.9998720942634125,0.9998720942634125,1.0003795373865882
5102  1,0.9993506398523334,1.00070432152277,0.99861309912043,0.99861309912043,1.00070432152277
5102  2,1.0007690578255064,0.9996270083793756,0.9995883422805052,0.9995883422805052,1.0007690578255064
5102  3,1.0002132929557197,0.999887158440224,0.9998676202504896,0.9998676202504896,1.0002132929557197
5102  5,0.9989470481872015,1.0030344973387577,0.9989464596911961,0.9989464596911961,1.0030344973387577
5102  7,1.000418238220246,0.9997904666788489,0.9999999779003262,0.9997904666788489,1.000418238220246
3 18  1,1.0001004278631964,0.9999131268138521,0.9996764658274456,0.9996764658274456,1.0001004278631964
3 18  4,1.0004575539415719,0.9995526108221943,0.9981889731857018,0.9981889731857018,1.0004575539415719
3 18  8,1.0000629733199846,0.9999370741239776,0.9999999778594842,0.9999370741239776,1.0000629733199846
3 18  9,1.0000774007126143,0.9999409910975017,0.9998735068055855,0.9998735068055855,1.0000774007126143
3 18 13,0.9991211580074698,1.0011254787737178,0.9981702021651334,0.9981702021651334,1.0011254787737178
3 18 14,1.000039458064717,0.9999697087811589,0.9999336384500521,0.9999336384500521,1.000039458064717
4 12  1,0.9999620712905141,1.0000390081672261,0.9997637851087411,0.9997637851087411,1.0000390081672261
4 12  2,0.9999987465224185,1.0000016275553627,0.9999972077312751,0.9999972077312751,1.0000016275553627
4 12  3,0.9999803372517202,1.0000236900199746,0.9999416387973061,0.9999416387973061,1.0000236900199746
3 17  1,1.0,1.0,,1.0,1.0
3 17  4,1.0,1.0,,1.0,1.0
3 17  8,1.0,1.0,,1.0,1.0
3 17  9,1.0,1.0,,1.0,1.0
3 17 13,1.0,1.0,,1.0,1.0
3 17 14,1.0,1.0,,1.0,1.0
3 10  1,1.001136140255894,0.998918504369279,0.999999977807358,0.998918504369279,1.001136140255894
3 10  4,1.0000773927172213,1.0000168974775614,0.9999951264958333,0.9999951264958333,1.0000773927172213
3 10  8,1.000206542728251,0.9998098227294194,0.9992848992479683,0.9992848992479683,1.000206542728251
3 10  9,1.000006047339829,0.9999968408376884,0.9999963096567211,0.9999963096567211,1.000006047339829
3 10 13,0.9978402949842025,1.0024012563407951,0.99605419587504,0.99605419587504,1.0024012563407951
3 10 14,0.999863676124031,1.0001409902812066,0.9981439363613106,0.9981439363613106,1.0001409902812066
4 13  1,0.9999749656754154,1.0000419255613526,0.9999667970306342,0.9999667970306342,1.0000419255613526
4 13  2,1.0001588054040849,0.9999180792243066,0.9999057623235786,0.9999057623235786,1.0001588054040849
4 13  3,1.0000863863613356,1.0001035792825304,0.9999997833711101,0.9999997833711101,1.0001035792825304
4 13  4,0.999917842681399,1.000105044757916,0.9998085835315272,0.9998085835315272,1.000105044757916
5 71  1,1.0013220816147816,0.9987312399519892,0.9999999776298176,0.9987312399519892,1.0013220816147816
5 71  2,1.0003527982292004,0.9998482023337082,0.9998416338090073,0.9998416338090073,1.0003527982292004
5 71  3,1.000217558903204,0.9997919096292882,0.9995694572872355,0.9995694572872355,1.000217558903204
5 71  5,1.0003603602230038,1.0000443653593447,0.9999691384760124,0.9999691384760124,1.0003603602230038
5 71  7,0.9997673616453586,1.0002464401110915,0.9995685430620246,0.9995685430620246,1.0002464401110915
5 73  1,0.99999749438392,1.0000025779180761,0.9999921056457624,0.9999921056457624,1.0000025779180761
5 73  2,0.9999666385837209,1.0000333818912566,0.9999863700634911,0.9999666385837209,1.0000333818912566
5 73  3,0.9999991477178751,1.000000851002422,0.9999991253230744,0.9999991253230744,1.000000851002422
5 73  5,0.9999999724863513,1.0000000255940917,0.9999999500915211,0.9999999500915211,1.0000000255940917
5 73  7,1.0000003359238665,0.9999996736739583,0.9999999776050755,0.9999996736739583,1.0000003359238665
5 74  1,1.0000032543024469,1.0000022970793914,0.999999957129716,0.999999957129716,1.0000032543024469
5 74  2,1.000019264034132,0.9999904681198237,0.999989326623265,0.999989326623265,1.000019264034132
5 74  3,1.0000424968956059,1.0000645099752783,0.9999994113294393,0.9999994113294393,1.0000645099752783
5 74  5,0.9999981994335456,1.0000020417937299,0.9999963867097486,0.9999963867097486,1.0000020417937299
5 74  7,0.9999930824258041,1.000013713574153,0.9999921482237575,0.9999921482237575,1.000013713574153
5 95  1,1.0023483384989882,0.9979510748403954,0.999999977604627,0.9979510748403954,1.0023483384989882
5 95  2,1.0001884545041537,0.9999088578705181,0.9998995605913925,0.9998995605913925,1.0001884545041537
5 95  3,1.0003129147515915,0.9998153023526437,0.9997598194660682,0.9997598194660682,1.0003129147515915
5 95  5,0.9978622112402694,1.0025958422305556,0.9999999775968214,0.9978622112402694,1.0025958422305556
5 95  7,1.0003707463632736,0.9999744987817647,0.9999431298509903,0.9999431298509903,1.0003707463632736
5102  1,0.9993478221227506,1.0007120708821255,0.9986260840164828,0.9986260840164828,1.0007120708821255
5102  2,1.0008440225182966,0.9995700408985683,0.9995100074144927,0.9995100074144927,1.0008440225182966
5102  3,1.0002067478496237,0.9998900585642023,0.9998704775627454,0.9998704775627454,1.0002067478496237
5102  5,0.9990295068501273,1.0031748151675315,0.9990922379319036,0.9990295068501273,1.0031748151675315
5102  7,1.0004859422077033,0.9997310598820152,0.9999999775299012,0.9997310598820152,1.0004859422077033
3 18  1,1.0000741956240877,0.9999061693616168,0.999906146891518,0.999906146891518,1.0000741956240877
3 18  4,1.0003598941567586,0.9996772824950554,0.9988865264688226,0.9988865264688226,1.0003598941567586
3 18  8,1.0000651641918927,0.9999343897113678,0.9999999781451165,0.9999343897113678,1.0000651641918927
3 18  9,0.9999926278335638,1.000024211996962,0.999992573196355,0.999992573196355,1.000024211996962
3 18 13,0.9992143131030857,1.0010397622739062,0.9984523620887691,0.9984523620887691,1.0010397622739062
3 18 14,1.0000741483175977,0.9999368459171843,0.9997856323784997,0.9997856323784997,1.0000741483175977
4 12  1,0.9999542983382967,1.0000397018254075,0.9999542764434344,0.9999542764434344,1.0000397018254075
4 12  2,0.9999763299353763,1.000020765643689,0.9999763073955242,0.9999763073955242,1.000020765643689
4 12  3,0.999967684760671,1.0000277517695637,0.9999676628642595,0.9999676628642595,1.0000277517695637
3 17  1,1.0,1.0,,1.0,1.0
3 17  4,1.0,1.0,,1.0,1.0
3 17  8,1.0,1.0,,1.0,1.0
3 17  9,1.0,1.0,,1.0,1.0
3 17 13,1.0,1.0,,1.0,1.0
3 17 14,1.0,1.0,,1.0,1.0
3 10  1,1.0012432808591971,0.9988088898785052,0.9999999781027938,0.9988088898785052,1.0012432808591971
3 10  4,1.0001291613145469,0.9999479857629183,0.9999467923651829,0.9999467923651829,1.0001291613145469
3 10  8,1.0002359595091244,0.999782683635854,0.9991760768154561,0.9991760768154561,1.0002359595091244
3 10  9,0.9999914054287553,1.0000128277086533,0.9999864244327733,0.9999864244327733,1.0000128277086533
3 10 13,0.9976092211127825,1.0027471049441106,0.9957477742196649,0.9957477742196649,1.0027471049441106
3 10 14,0.9998260899619198,1.0001575848839497,0.9998260672952903,0.9998260672952903,1.0001575848839497
4 13  1,0.9998476130530928,1.00009603854656,0.9998475903826327,0.9998475903826327,1.00009603854656
4 13  2,0.9999580649312183,0.9999914635975817,0.9999580429051362,0.9999580429051362,0.9999914635975817
4 13  3,1.0000066638184792,1.0001881352866737,0.9999788456479873,0.9999788456479873,1.0001881352866737
4 13  4,0.9999747714969659,1.0000503481536012,0.9999715538698744,0.9999715538698744,1.0000503481536012
5 71  1,1.0013749483055323,0.9987168663615318,0.999999977969819,0.9987168663615318,1.0013749483055323
5 71  2,1.0002701723084646,0.9999855631040228,0.9999603845509608,0.9999603845509608,1.0002701723084646
5 71  3,1.0002088852076247,0.9997808926827473,0.9997808706523386,0.9997808706523386,1.0002088852076247
5 71  5,1.000339683914942,0.9999203768812499,0.999915469499048,0.999915469499048,1.000339683914942
5 71  7,0.9997173584489698,1.000272376392476,0.9997173357628204,0.9997173357628204,1.000272376392476
5 73  1,0.9999986935616637,1.0000013485815085,0.9999959270245018,0.9999959270245018,1.0000013485815085
5 73  2,1.0003774076946355,1.000023535423332,0.9999609370324979,0.9999609370324979,1.0003774076946355
5 73  3,0.9999990371972234,1.0000009621544246,0.999999014504902,0.999999014504902,1.0000009621544246
5 73  5,0.999999968230704,1.00000003047259,0.9999999455383499,0.9999999455383499,1.00000003047259
5 73  7,1.0000003825298898,0.9999996297888695,0.9999999773075489,0.9999996297888695,1.0000003825298898
5 74  1,1.0000037513863427,1.0000003753979767,0.9999996323822924,0.9999996323822924,1.0000037513863427
5 74  2,1.0000092085593661,0.9999977755004447,0.9999976380495833,0.9999976380495833,1.0000092085593661
5 74  3,1.000030573816548,1.00007753350267,0.9999974279767103,0.9999974279767103,1.00007753350267
5 74  5,0.9999981217093419,1.0000021966340178,0.9999963445623989,0.9999963445623989,1.0000021966340178
5 74  7,0.9999924251847646,1.0000136253310083,0.9999908101145984,0.9999908101145984,1.0000136253310083
5 95  1,1.0021592884543324,0.99814247639237,0.9999999779555743,0.99814247639237,1.0021592884543324
5 95  2,1.0000175467144934,1.0000249854114367,0.9999998152158435,0.9999998152158435,1.0000249854114367
5 95  3,1.0002670556323838,0.9998006415991307,0.9996877636040944,0.9996877636040944,1.0002670556323838
5 95  5,0.997677341926861,1.0027364365240599,0.9999999779489726,0.997677341926861,1.0027364365240599
5 95  7,1.0005275345132387,0.9997265121316177,0.9996842694971124,0.9996842694971124,1.0005275345132387
5102  1,0.9994010749780681,1.000661518267343,0.9987596836610458,0.9987596836610458,1.000661518267343
5102  2,1.000788004240953,0.9996289321378885,0.999597203344483,0.999597203344483,1.000788004240953
5102  3,1.0001830647558816,0.9999112242768972,0.9999020113830649,0.9999020113830649,1.0001830647558816
5102  5,0.9991387342473382,1.0033280114109229,0.999999977902898,0.9991387342473382,1.0033280114109229
5102  7,1.0009490939347774,0.9993109454133765,0.999999977902898,0.9993109454133765,1.0009490939347774
3 18  1,1.0000197353118896,1.000015626550717,0.9999999181107391,0.9999999181107391,1.0000197353118896
3 18  4,1.0004263451610882,0.9996304252098901,0.9988158954956401,0.9988158954956401,1.0004263451610882
3 18  8,1.0000726511107423,0.9999269603632431,0.9999999778728904,0.9999269603632431,1.0000726511107423
3 18  9,1.000020010716745,0.9999976018117861,0.9999964141066325,0.9999964141066325,1.000020010716745
3 18 13,0.9990948811365105,1.0011721334187351,0.9981642580932505,0.9981642580932505,1.0011721334187351
3 18 14,1.0000376742332864,0.9999709969963753,0.9999358875480975,0.9999358875480975,1.0000376742332864
4 12  1,0.9999527436533716,1.0000555103429976,0.9998400455591382,0.9998400455591382,1.0000555103429976
4 12  2,0.999938850535434,1.0000672728922244,0.9996633223868137,0.9996633223868137,1.0000672728922244
4 12  3,0.9999757495001921,1.0000213828348057,0.9999757266580721,0.9999757266580721,1.0000213828348057
3 17  1,1.0,1.0,,1.0,1.0
3 17  4,1.0,1.0,,1.0,1.0
3 17  8,1.0,1.0,,1.0,1.0
3 17  9,1.0,1.0,,1.0,1.0
3 17 13,1.0,1.0,,1.0,1.0
3 17 14,1.0,1.0,,1.0,1.0
3 10  1,1.0011978609740422,0.9988618602649842,0.9999999778099564,0.9988618602649842,1.0011978609740422
3 10  4,1.0002649556467074,0.9998386633723354,0.9997807538851015,0.9997807538851015,1.0002649556467074
3 10  8,1.0002278171529027,0.9997541893799291,0.9997541665314964,0.9997541665314964,1.0002278171529027
3 10  9,0.999992883932822,1.0000113923677787,0.9999899645039038,0.9999899645039038,1.0000113923677787
3 10 13,0.9975969434296256,1.0027986676864828,0.9957936494972828,0.9957936494972828,1.0027986676864828
3 10 14,0.9998663800119258,1.0001372477660952,0.9980074450528598,0.9980074450528598,1.0001372477660952
4 13  1,0.9998797125624219,1.0000499038600843,0.9998796902669337,0.9998796902669337,1.0000499038600843
4 13  2,1.0000377213509906,0.9999426549157769,0.9999426326175705,0.9999426326175705,1.0000377213509906
4 13  3,0.9999421199588167,1.0001353448518826,0.9999397313003465,0.9999397313003465,1.0001353448518826
4 13  4,1.0000646158568587,1.0000220956220494,0.9999973715050108,0.9999973715050108,1.0000646158568587
5 71  1,1.0014560330885232,0.9982965551402011,0.9999999777027343,0.9982965551402011,1.0014560330885232
5 71  2,0.9999730937583776,0.9997771224347625,0.9997770994816949,0.9997770994816949,0.9999730937583776
5 71  3,1.0002344768822216,0.9997803187059962,0.999545096009632,0.999545096009632,1.0002344768822216
5 71  5,1.000088467219976,1.000152958134136,0.9999978245120081,0.9999978245120081,1.000152958134136
5 71  7,0.9996905090436283,1.0002778200813753,0.9996904867300275,0.9996904867300275,1.0002778200813753
5 73  1,0.9999984395391726,1.000001616918392,0.9999952030764552,0.9999952030764552,1.000001616918392
5 73  2,0.9999839994641708,1.000016011696093,0.9999929152019584,0.9999839994641708,1.000016011696093
5 73  3,0.999999564089931,1.000000435910069,0.9999995417692347,0.9999995417692347,1.000000435910069
5 73  5,0.9999999855571281,1.000000014442872,0.9999999625798318,0.9999999625798318,1.000000014442872
5 73  7,1.000000175283197,0.999999831938208,0.9999999776792932,0.999999831938208,1.000000175283197
5 74  1,1.0000026929276207,0.9999992069584188,0.9999991780727984,0.9999991780727984,1.0000026929276207
5 74  2,1.0000117886310544,0.999997452153638,0.999997197434651,0.999997197434651,1.0000117886310544
5 74  3,1.0000423163146848,1.000076834789135,0.999998727057399,0.999998727057399,1.000076834789135
5 74  5,0.9999980127802456,1.0000023509197031,0.9999961962499976,0.9999961962499976,1.0000023509197031
5 74  7,0.9999948878568987,1.0000135842384807,0.999994820237695,0.999994820237695,1.0000135842384807
5 95  1,1.002192435853891,0.9980458964961181,0.9999999776789504,0.9980458964961181,1.002192435853891
5 95  2,1.0000596648219338,0.9998360919376852,0.9998360696166356,0.9998360696166356,1.0000596648219338
5 95  3,1.0002036139575599,0.9998706413571833,0.9998194245008968,0.9998194245008968,1.0002036139575599
5 95  5,0.997492721571661,1.0029457749794481,0.9999999776697804,0.997492721571661,1.0029457749794481
5 95  7,0.9997675345331674,0.9997066255754723,0.9997066032452528,0.9997066032452528,0.9997675345331674
5102  1,0.9996005780783259,1.00044407557706,0.9991838754482324,0.9991838754482324,1.00044407557706
5102  2,1.000271932570884,1.0001745320332491,0.9999973215673957,0.9999973215673957,1.000271932570884
5102  3,1.0001708339144215,0.9999217387066667,0.9999161944478024,0.9999161944478024,1.0001708339144215
5102  5,0.9992417552883024,1.0032858677908407,0.9999999776447114,0.9992417552883024,1.0032858677908407
5102  7,1.0009023469030562,0.9992431919443595,0.9999999776447114,0.9992431919443595,1.0009023469030562
3 18  1,0.9999509958920172,1.0000900155427248,0.9999410727738409,0.9999410727738409,1.0000900155427248
3 18  4,1.0004358140540581,0.9996002750650533,0.9985298858901362,0.9985298858901362,1.0004358140540581
3 18  8,1.0000749843568735,0.9998950332269213,0.9999999782688395,0.9998950332269213,1.0000749843568735
3 18  9,1.0000615597678826,0.9999285025065968,0.9999284801169164,0.9999284801169164,1.0000615597678826
3 18 13,0.9989920297021578,1.001074077291078,0.9974407637101341,0.9974407637101341,1.001074077291078
3 18 14,0.999999213536388,1.0001214153467335,0.9999845034366089,0.9999845034366089,1.0001214153467335
4 12  1,0.9999468603677636,1.0000536386732946,0.9996561607110399,0.9996561607110399,1.0000536386732946
4 12  2,0.999844442528759,1.0000784040896369,0.9998444201004504,0.9998444201004504,1.0000784040896369
4 12  3,0.9998882006911386,1.000066565885534,0.9998881782588336,0.9998881782588336,1.000066565885534
3 17  1,1.0,1.0,,1.0,1.0
3 17  4,1.0,1.0,,1.0,1.0
3 17  8,1.0,1.0,,1.0,1.0
3 17  9,1.0,1.0,,1.0,1.0
3 17 13,1.0,1.0,,1.0,1.0
3 17 14,1.0,1.0,,1.0,1.0
3 10  1,1.001447625658583,0.9984932457631088,0.9999999775630667,0.9984932457631088,1.001447625658583
3 10  4,1.0000440793352383,1.0000074985550977,0.9999967341063822,0.9999967341063822,1.0000440793352383
