mu_x (debye),mu_y (debye),mu_z (debye),P_x (uC/cm^2),P_y (uC/cm^2),P_z (uC/cm^2),volume (angstrom^3)
21.389784782918312,2.60658886788722,28.275484980684304,3.4848775590378875,0.42467201720478565,4.60671316145219,2047.3789234012668
