frame_index,iter,mu_x (debye),mu_y (debye),mu_z (debye),P_x (uC/cm^2),P_y (uC/cm^2),P_z (uC/cm^2),volume (angstrom^3),field_z
1012.0,101200.0,9.290648004700097,-11.583955599550183,60.52873999822099,1.458574841629067,-1.7869277002528656,9.479713978707984,2129.8684151902744,-0.21649999999999997
1037.0,103700.0,11.253868673678765,4.790415020071787,58.7628474662765,1.7668770171571324,0.8121887139921639,9.220730999250748,2125.86395760499,-0.1983
1062.0,106200.0,9.874328227027831,34.96890183725408,57.24283788521292,1.5667861885448908,5.598321131271927,9.070784938872224,2105.140682551567,-0.1768
1087.0,108700.0,11.355700902109959,34.378399662327276,54.03859448506328,1.7952326453884033,5.377113671858414,8.545668838766234,2109.3534701713647,-0.1522
1112.0,111200.0,13.14016303099522,28.472712555912477,51.9566873110215,2.079265645098246,4.502015922862539,8.22443837910607,2107.0711585174104,-0.125
1137.0,113700.0,8.410936683354771,32.07274634927375,48.851284665258106,1.3427520063976963,5.076467776045749,7.775363348413536,2095.573724725174,-0.0957
1162.0,116200.0,9.915503486212705,-10.30790428506898,44.81805604033607,1.5910076343390844,-1.6614105347572303,7.2017551891122045,2075.610815548378,-0.06470000000000001
1187.0,118700.0,6.672496346669467,13.883618773156327,41.47738197267895,1.0756466084578156,2.2615293435071924,6.675945780274926,2072.4629347845826,-0.032600000000000004
1212.0,121200.0,7.204858852148086,67.37502571271459,36.162740189450844,1.1578320211465434,10.816739419980445,5.827728191912789,2069.802731792539,-0.0
1237.0,123700.0,4.864322587016462,0.37501749922741967,28.046099691573954,0.7882866186831633,0.039305768284804116,4.546665857910082,2057.204725353932,0.032600000000000004
1262.0,126200.0,3.0171585169818114,7.405457946313517,9.70796282813437,0.49593050321029025,1.190602699146388,1.5830338949699374,2046.0682124910852,0.06470000000000001
1287.0,128700.0,-7.501676625724838,-19.497817854807913,-45.79806087978155,-1.1803725983986824,-3.022192203056452,-7.222165280520626,2113.933193319723,0.0957
1312.0,131200.0,-9.830178764199205,18.24041454861665,-52.57436562184476,-1.552014227364718,2.810705265943257,-8.296600517882263,2113.303071750476,0.125
1337.0,133700.0,-10.163317845877097,46.09654803582186,-54.217500671812644,-1.6076886812225022,7.336504459945713,-8.581715162000796,2106.875640246324,0.1522
1362.0,136200.0,-8.39050102042089,5.156888579543722,-57.42697006387866,-1.3188055600412023,0.8109796302220943,-9.02570796258569,2122.3368362737624,0.1768
1387.0,138700.0,-13.050468161608704,26.42448021664057,-58.51156847852049,-2.044302240819083,4.201276319302525,-9.170764338899177,2128.278867152182,0.1983
1412.0,141200.0,-10.496173767135597,-6.772378174446991,-59.77134444273784,-1.6429868578046019,-1.0788958179934762,-9.366691240438595,2128.199491910608,0.21649999999999997
1437.0,143700.0,-11.822675297506526,-22.043474896808867,-62.088776313555925,-1.8551574117917524,-3.4774390414367082,-9.713995654647023,2131.904558865328,0.231
1462.0,146200.0,-9.07818965125327,-38.593060798057834,-62.601723462358265,-1.4133015803481532,-5.974367283505713,-9.759504758187207,2139.731504206569,0.2415
1487.0,148700.0,-10.063775562373195,-23.326834303878396,-62.90409101953599,-1.5663566046495974,-3.581248044827893,-9.79695162029801,2141.6976753585705,0.24789999999999998
1525.0,152500.0,-12.96793666151584,-7.24361069929773,-63.173785262926295,-2.0173180728365234,-1.1017960836001222,-9.825918667890491,2144.4626080789817,0.25
