iter,molecular_formula,molecular_mass
660975,H4O4N128Al128,5313.724
661000,H4O4N128Al128,5313.724
661025,H4O4N128Al128,5313.724
661050,H4O4N128Al128,5313.724
661075,H4O4N128Al128,5313.724
661100,H4O4N128Al128,5313.724
661125,H4O4N128Al128,5313.724
661150,H4O4N128Al128,5313.724
661175,H4O4N128Al128,5313.724
661200,H4O4N128Al128,5313.724
661225,H4O4N128Al128,5313.724
661250,H4O4N128Al128,5313.724
661275,H4O4N128Al128,5313.724
661300,H4O4N128Al128,5313.724
661325,H4O4N128Al128,5313.724
661350,H4O4N128Al128,5313.724
661375,H4O4N128Al128,5313.724
661400,H4O4N128Al128,5313.724
661425,H4O4N128Al128,5313.724
661450,H4O4N128Al128,5313.724
661475,H4O4N128Al128,5313.724
661500,H4O4N128Al128,5313.724
661525,H4O4N128Al128,5313.724
661550,H4O4N128Al128,5313.724
661575,H4O4N128Al128,5313.724
661600,H4O4N128Al128,5313.724
661625,H4O4N128Al128,5313.724
661650,H4O4N128Al128,5313.724
661675,H4O4N128Al128,5313.724
661700,H4O4N128Al128,5313.724
661725,H4O4N128Al128,5313.724
661750,H4O4N128Al128,5313.724
661775,H4O4N128Al128,5313.724
661800,H4O4N128Al128,5313.724
661825,H4O4N128Al128,5313.724
661850,H4O4N128Al128,5313.724
661875,H4O4N128Al128,5313.724
661900,H4O4N128Al128,5313.724
661925,H4O4N128Al128,5313.724
661950,H4O4N128Al128,5313.724
661975,H4O4N128Al128,5313.724
662000,H4O4N128Al128,5313.724
662025,H4O4N128Al128,5313.724
662050,H4O4N128Al128,5313.724
662075,H4O4N128Al128,5313.724
662100,H4O4N128Al128,5313.724
662125,H4O4N128Al128,5313.724
662150,H4O4N128Al128,5313.724
662175,H4O4N128Al128,5313.724
662200,H4O4N128Al128,5313.724
662225,H4O4N128Al128,5313.724
662250,H4O4N128Al128,5313.724
662275,H4O4N128Al128,5313.724
662300,H4O4N128Al128,5313.724
662325,H4O4N128Al128,5313.724
662350,H4O4N128Al128,5313.724
662375,H4O4N128Al128,5313.724
662400,H4O4N128Al128,5313.724
662425,H4O4N128Al128,5313.724
662450,H4O4N128Al128,5313.724
662475,H4O4N128Al128,5313.724
662500,H4O4N128Al128,5313.724
662525,H4O4N128Al128,5313.724
662550,H4O4N128Al128,5313.724
662575,H4O4N128Al128,5313.724
662600,H4O4N128Al128,5313.724
662625,H4O4N128Al128,5313.724
662650,H4O4N128Al128,5313.724
662675,H4O4N128Al128,5313.724
662700,H4O4N128Al128,5313.724
662725,H4O4N128Al128,5313.724
662750,H4O4N128Al128,5313.724
662775,H4O4N128Al128,5313.724
662800,H4O4N128Al128,5313.724
662825,H4O4N128Al128,5313.724
662850,H4O4N128Al128,5313.724
662875,H4O4N128Al128,5313.724
662900,H4O4N128Al128,5313.724
662925,H4O4N128Al128,5313.724
662950,H4O4N128Al128,5313.724
662975,H4O4N128Al128,5313.724
663000,H4O4N128Al128,5313.724
663025,H4O4N128Al128,5313.724
663050,H4O4N128Al128,5313.724
663075,H4O4N128Al128,5313.724
663100,H4O4N128Al128,5313.724
663125,H4O4N128Al128,5313.724
663150,H4O4N128Al128,5313.724
663175,H4O4N128Al128,5313.724
663200,H4O4N128Al128,5313.724
663225,H4O4N128Al128,5313.724
663250,H4O4N128Al128,5313.724
663275,H4O4N128Al128,5313.724
663300,H4O4N128Al128,5313.724
663325,H4O4N128Al128,5313.724
663350,H4O4N128Al128,5313.724
663375,H4O4N128Al128,5313.724
663400,H4O4N128Al128,5313.724
663425,H4O4N128Al128,5313.724
663450,H4O4N128Al128,5313.724
663475,H4O4N128Al128,5313.724
663500,H4O4N128Al128,5313.724
663525,H4O4N128Al128,5313.724
663550,H4O4N128Al128,5313.724
663575,H4O4N128Al128,5313.724
663600,H4O4N128Al128,5313.724
663625,H4O4N128Al128,5313.724
663650,H4O4N128Al128,5313.724
663675,H4O4N128Al128,5313.724
663700,H4O4N128Al128,5313.724
663725,H4O4N128Al128,5313.724
663750,H4O4N128Al128,5313.724
663775,H4O4N128Al128,5313.724
663800,H4O4N128Al128,5313.724
663825,H4O4N128Al128,5313.724
663850,H4O4N128Al128,5313.724
663875,H4O4N128Al128,5313.724
663900,H4O4N128Al128,5313.724
663925,H4O4N128Al128,5313.724
663950,H4O4N128Al128,5313.724
663975,H4O4N128Al128,5313.724
664000,H4O4N128Al128,5313.724
664025,H4O4N128Al128,5313.724
664050,H4O4N128Al128,5313.724
664075,H4O4N128Al128,5313.724
664100,H4O4N128Al128,5313.724
664125,H4O4N128Al128,5313.724
664150,H4O4N128Al128,5313.724
664175,H4O4N128Al128,5313.724
664200,H4O4N128Al128,5313.724
664225,H4O4N128Al128,5313.724
664250,H4O4N128Al128,5313.724
664275,H4O4N128Al128,5313.724
664300,H4O4N128Al128,5313.724
664325,H4O4N128Al128,5313.724
664350,H4O4N128Al128,5313.724
664375,H4O4N128Al128,5313.724
664400,H4O4N128Al128,5313.724
664425,H4O4N128Al128,5313.724
664450,H4O4N128Al128,5313.724
664475,H4O4N128Al128,5313.724
664500,H4O4N128Al128,5313.724
664525,H4O4N128Al128,5313.724
664550,H4O4N128Al128,5313.724
664575,H4O4N128Al128,5313.724
664600,H4O4N128Al128,5313.724
664625,H4O4N128Al128,5313.724
664650,H4O4N128Al128,5313.724
664675,H4O4N128Al128,5313.724
664700,H4O4N128Al128,5313.724
664725,H4O4N128Al128,5313.724
664750,H4O4N128Al128,5313.724
664775,H4O4N128Al128,5313.724
664800,H4O4N128Al128,5313.724
664825,H4O4N128Al128,5313.724
664850,H4O4N128Al128,5313.724
664875,H4O4N128Al128,5313.724
664900,H4O4N128Al128,5313.724
664925,H4O4N128Al128,5313.724
664950,H4O4N128Al128,5313.724
664975,H4O4N128Al128,5313.724
665000,H4O4N128Al128,5313.724
665025,H4O4N128Al128,5313.724
665050,H4O4N128Al128,5313.724
665075,H4O4N128Al128,5313.724
665100,H4O4N128Al128,5313.724
665125,H4O4N128Al128,5313.724
665150,H4O4N128Al128,5313.724
665175,H4O4N128Al128,5313.724
665200,H4O4N128Al128,5313.724
665225,H4O4N128Al128,5313.724
665250,H4O4N128Al128,5313.724
665275,H4O4N128Al128,5313.724
665300,H4O4N128Al128,5313.724
665325,H4O4N128Al128,5313.724
665350,H4O4N128Al128,5313.724
665375,H4O4N128Al128,5313.724
665400,H4O4N128Al128,5313.724
665425,H4O4N128Al128,5313.724
665450,H4O4N128Al128,5313.724
665475,H4O4N128Al128,5313.724
665500,H4O4N128Al128,5313.724
665525,H4O4N128Al128,5313.724
665550,H4O4N128Al128,5313.724
665575,H4O4N128Al128,5313.724
665600,H4O4N128Al128,5313.724
665625,H4O4N128Al128,5313.724
665650,H4O4N128Al128,5313.724
665675,H4O4N128Al128,5313.724
665700,H4O4N128Al128,5313.724
665725,H4O4N128Al128,5313.724
665750,H4O4N128Al128,5313.724
665775,H4O4N128Al128,5313.724
665800,H4O4N128Al128,5313.724
665825,H4O4N128Al128,5313.724
665850,H4O4N128Al128,5313.724
665875,H4O4N128Al128,5313.724
665900,H4O4N128Al128,5313.724
665925,H4O4N128Al128,5313.724
665950,H4O4N128Al128,5313.724
665975,H4O4N128Al128,5313.724
666000,H4O4N128Al128,5313.724
666025,H4O4N128Al128,5313.724
666050,H4O4N128Al128,5313.724
666075,H4O4N128Al128,5313.724
666100,H4O4N128Al128,5313.724
666125,H4O4N128Al128,5313.724
666150,H4O4N128Al128,5313.724
666175,H4O4N128Al128,5313.724
666200,H4O4N128Al128,5313.724
666225,H4O4N128Al128,5313.724
666250,H4O4N128Al128,5313.724
666275,H4O4N128Al128,5313.724
666300,H4O4N128Al128,5313.724
666325,H4O4N128Al128,5313.724
666350,H4O4N128Al128,5313.724
666375,H4O4N128Al128,5313.724
666400,H4O4N128Al128,5313.724
666425,H4O4N128Al128,5313.724
666450,H4O4N128Al128,5313.724
666475,H4O4N128Al128,5313.724
666500,H4O4N128Al128,5313.724
666525,H4O4N128Al128,5313.724
666550,H4O4N128Al128,5313.724
666575,H4O4N128Al128,5313.724
666600,H4O4N128Al128,5313.724
666625,H4O4N128Al128,5313.724
666650,H4O4N128Al128,5313.724
666675,H4O4N128Al128,5313.724
666700,H4O4N128Al128,5313.724
666725,H4O4N128Al128,5313.724
666750,H4O4N128Al128,5313.724
666775,H4O4N128Al128,5313.724
666800,H4O4N128Al128,5313.724
666825,H4O4N128Al128,5313.724
666850,H4O4N128Al128,5313.724
666875,H4O4N128Al128,5313.724
666900,H4O4N128Al128,5313.724
666925,H4O4N128Al128,5313.724
666950,H4O4N128Al128,5313.724
666975,H4O4N128Al128,5313.724
667000,H4O4N128Al128,5313.724
667025,H4O4N128Al128,5313.724
667050,H4O4N128Al128,5313.724
667075,H4O4N128Al128,5313.724
667100,H4O4N128Al128,5313.724
667125,H4O4N128Al128,5313.724
667150,H4O4N128Al128,5313.724
667175,H4O4N128Al128,5313.724
667200,H4O4N128Al128,5313.724
667225,H4O4N128Al128,5313.724
667250,H4O4N128Al128,5313.724
667275,H4O4N128Al128,5313.724
667300,H4O4N128Al128,5313.724
667325,H4O4N128Al128,5313.724
667350,H4O4N128Al128,5313.724
667375,H4O4N128Al128,5313.724
667400,H4O4N128Al128,5313.724
667425,H4O4N128Al128,5313.724
667450,H4O4N128Al128,5313.724
667475,H4O4N128Al128,5313.724
667500,H4O4N128Al128,5313.724
667525,H4O4N128Al128,5313.724
667550,H4O4N128Al128,5313.724
667575,H4O4N128Al128,5313.724
667600,H4O4N128Al128,5313.724
667625,H4O4N128Al128,5313.724
667650,H4O4N128Al128,5313.724
667675,H4O4N128Al128,5313.724
667700,H4O4N128Al128,5313.724
667725,H4O4N128Al128,5313.724
667750,H4O4N128Al128,5313.724
667775,H4O4N128Al128,5313.724
667800,H4O4N128Al128,5313.724
667825,H4O4N128Al128,5313.724
667850,H4O4N128Al128,5313.724
667875,H4O4N128Al128,5313.724
667900,H4O4N128Al128,5313.724
667925,H4O4N128Al128,5313.724
667950,H4O4N128Al128,5313.724
667975,H4O4N128Al128,5313.724
668000,H4O4N128Al128,5313.724
668025,H4O4N128Al128,5313.724
668050,H4O4N128Al128,5313.724
668075,H4O4N128Al128,5313.724
668100,H4O4N128Al128,5313.724
668125,H4O4N128Al128,5313.724
668150,H4O4N128Al128,5313.724
668175,H6O5N128Al128,5331.739
668200,H6O5N128Al128,5331.739
668225,H6O5N128Al128,5331.739
668250,H4O4N128Al128,5313.724
668275,H4O4N128Al128,5313.724
668300,H4O4N128Al128,5313.724
668325,H4O4N128Al128,5313.724
668350,H4O4N128Al128,5313.724
668375,H4O4N128Al128,5313.724
668400,H4O4N128Al128,5313.724
668425,H4O4N128Al128,5313.724
668450,H4O4N128Al128,5313.724
668475,H4O4N128Al128,5313.724
668500,H4O4N128Al128,5313.724
668525,H4O4N128Al128,5313.724
668550,H4O4N128Al128,5313.724
668575,H4O4N128Al128,5313.724
668600,H4O4N128Al128,5313.724
668625,H4O4N128Al128,5313.724
668650,H4O4N128Al128,5313.724
668675,H4O4N128Al128,5313.724
668700,H4O4N128Al128,5313.724
668725,H4O4N128Al128,5313.724
668750,H4O4N128Al128,5313.724
668775,H4O4N128Al128,5313.724
668800,H4O4N128Al128,5313.724
668825,H4O4N128Al128,5313.724
668850,H4O4N128Al128,5313.724
668875,H4O4N128Al128,5313.724
668900,H4O4N128Al128,5313.724
668925,H4O4N128Al128,5313.724
668950,H4O4N128Al128,5313.724
668975,H4O4N128Al128,5313.724
669000,H4O4N128Al128,5313.724
669025,H4O4N128Al128,5313.724
669050,H4O4N128Al128,5313.724
669075,H4O4N128Al128,5313.724
669100,H4O4N128Al128,5313.724
669125,H4O4N128Al128,5313.724
669150,H4O4N128Al128,5313.724
669175,H4O4N128Al128,5313.724
669200,H4O4N128Al128,5313.724
669225,H4O4N128Al128,5313.724
669250,H4O4N128Al128,5313.724
669275,H4O4N128Al128,5313.724
669300,H4O4N128Al128,5313.724
669325,H4O4N128Al128,5313.724
669350,H4O4N128Al128,5313.724
669375,H4O4N128Al128,5313.724
669400,H4O4N128Al128,5313.724
669425,H4O4N128Al128,5313.724
669450,H4O4N128Al128,5313.724
669475,H4O4N128Al128,5313.724
669500,H4O4N128Al128,5313.724
669525,H4O4N128Al128,5313.724
669550,H4O4N128Al128,5313.724
669575,H4O4N128Al128,5313.724
669600,H4O4N128Al128,5313.724
669625,H4O4N128Al128,5313.724
669650,H4O4N128Al128,5313.724
669675,H4O4N128Al128,5313.724
669700,H4O4N128Al128,5313.724
669725,H4O4N128Al128,5313.724
669750,H4O4N128Al128,5313.724
669775,H4O4N128Al128,5313.724
669800,H4O4N128Al128,5313.724
669825,H4O4N128Al128,5313.724
669850,H4O4N128Al128,5313.724
669875,H4O4N128Al128,5313.724
669900,H4O4N128Al128,5313.724
669925,H4O4N128Al128,5313.724
669950,H4O4N128Al128,5313.724
669975,H4O4N128Al128,5313.724
670000,H4O4N128Al128,5313.724
670025,H4O4N128Al128,5313.724
670050,H4O4N128Al128,5313.724
670075,H4O4N128Al128,5313.724
670100,H4O4N128Al128,5313.724
670125,H4O4N128Al128,5313.724
670150,H4O4N128Al128,5313.724
670175,H4O4N128Al128,5313.724
670200,H4O4N128Al128,5313.724
670225,H4O4N128Al128,5313.724
670250,H4O4N128Al128,5313.724
670275,H4O4N128Al128,5313.724
670300,H4O4N128Al128,5313.724
670325,H4O4N128Al128,5313.724
670350,H4O4N128Al128,5313.724
670375,H4O4N128Al128,5313.724
670400,H4O4N128Al128,5313.724
670425,H4O4N128Al128,5313.724
670450,H4O4N128Al128,5313.724
670475,H4O4N128Al128,5313.724
670500,H4O4N128Al128,5313.724
670525,H4O4N128Al128,5313.724
670550,H4O4N128Al128,5313.724
670575,H4O4N128Al128,5313.724
670600,H4O4N128Al128,5313.724
670625,H4O4N128Al128,5313.724
670650,H4O4N128Al128,5313.724
670675,H4O4N128Al128,5313.724
670700,H4O4N128Al128,5313.724
670725,H4O4N128Al128,5313.724
670750,H4O4N128Al128,5313.724
670775,H4O4N128Al128,5313.724
670800,H4O4N128Al128,5313.724
670825,H4O4N128Al128,5313.724
670850,H4O4N128Al128,5313.724
670875,H4O4N128Al128,5313.724
670900,H4O4N128Al128,5313.724
670925,H4O4N128Al128,5313.724
670950,H4O4N128Al128,5313.724
670975,H4O4N128Al128,5313.724
671000,H4O4N128Al128,5313.724
671025,H4O4N128Al128,5313.724
671050,H4O4N128Al128,5313.724
671075,H4O4N128Al128,5313.724
671100,H4O4N128Al128,5313.724
671125,H4O4N128Al128,5313.724
671150,H4O4N128Al128,5313.724
671175,H4O4N128Al128,5313.724
671200,H4O4N128Al128,5313.724
671225,H4O4N128Al128,5313.724
671250,H4O4N128Al128,5313.724
671275,H4O4N128Al128,5313.724
671300,H4O4N128Al128,5313.724
671325,H4O4N128Al128,5313.724
671350,H4O4N128Al128,5313.724
671375,H4O4N128Al128,5313.724
671400,H4O4N128Al128,5313.724
671425,H4O4N128Al128,5313.724
671450,H4O4N128Al128,5313.724
671475,H4O4N128Al128,5313.724
671500,H4O4N128Al128,5313.724
671525,H4O4N128Al128,5313.724
671550,H4O4N128Al128,5313.724
671575,H4O4N128Al128,5313.724
671600,H4O4N128Al128,5313.724
671625,H4O4N128Al128,5313.724
671650,H4O4N128Al128,5313.724
671675,H4O4N128Al128,5313.724
671700,H4O4N128Al128,5313.724
671725,H4O4N128Al128,5313.724
671750,H4O4N128Al128,5313.724
671775,H4O4N128Al128,5313.724
671800,H4O4N128Al128,5313.724
671825,H4O4N128Al128,5313.724
671850,H4O4N128Al128,5313.724
671875,H4O4N128Al128,5313.724
671900,H4O4N128Al128,5313.724
671925,H4O4N128Al128,5313.724
671950,H4O4N128Al128,5313.724
671975,H4O4N128Al128,5313.724
672000,H4O4N128Al128,5313.724
672025,H4O4N128Al128,5313.724
672050,H4O4N128Al128,5313.724
672075,H4O4N128Al128,5313.724
672100,H4O4N128Al128,5313.724
672125,H4O4N128Al128,5313.724
672150,H4O4N128Al128,5313.724
672175,H4O4N128Al128,5313.724
672200,H4O4N128Al128,5313.724
672225,H4O4N128Al128,5313.724
672250,H4O4N128Al128,5313.724
672275,H4O4N128Al128,5313.724
672300,H4O4N128Al128,5313.724
672325,H4O4N128Al128,5313.724
672350,H4O4N128Al128,5313.724
672375,H4O4N128Al128,5313.724
672400,H4O4N128Al128,5313.724
672425,H4O4N128Al128,5313.724
672450,H4O4N128Al128,5313.724
672475,H4O4N128Al128,5313.724
672500,H4O4N128Al128,5313.724
672525,H4O4N128Al128,5313.724
672550,H4O4N128Al128,5313.724
672575,H4O4N128Al128,5313.724
672600,H4O4N128Al128,5313.724
672625,H4O4N128Al128,5313.724
672650,H4O4N128Al128,5313.724
672675,H4O4N128Al128,5313.724
672700,H4O4N128Al128,5313.724
672725,H4O4N128Al128,5313.724
672750,H4O4N128Al128,5313.724
672775,H4O4N128Al128,5313.724
672800,H4O4N128Al128,5313.724
672825,H4O4N128Al128,5313.724
672850,H4O4N128Al128,5313.724
672875,H4O4N128Al128,5313.724
672900,H4O4N128Al128,5313.724
672925,H4O4N128Al128,5313.724
672950,H4O4N128Al128,5313.724
672975,H4O4N128Al128,5313.724
673000,H4O4N128Al128,5313.724
673025,H4O4N128Al128,5313.724
673050,H4O4N128Al128,5313.724
673075,H4O4N128Al128,5313.724
673100,H4O4N128Al128,5313.724
673125,H4O4N128Al128,5313.724
673150,H4O4N128Al128,5313.724
673175,H4O4N128Al128,5313.724
673200,H4O4N128Al128,5313.724
673225,H4O4N128Al128,5313.724
673250,H4O4N128Al128,5313.724
673275,H4O4N128Al128,5313.724
673300,H4O4N128Al128,5313.724
673325,H4O4N128Al128,5313.724
673350,H4O4N128Al128,5313.724
673375,H4O4N128Al128,5313.724
673400,H4O4N128Al128,5313.724
673425,H4O4N128Al128,5313.724
673450,H4O4N128Al128,5313.724
673475,H4O4N128Al128,5313.724
673500,H4O4N128Al128,5313.724
673525,H4O4N128Al128,5313.724
673550,H4O4N128Al128,5313.724
673575,H4O4N128Al128,5313.724
673600,H4O4N128Al128,5313.724
673625,H4O4N128Al128,5313.724
673650,H4O4N128Al128,5313.724
673675,H4O4N128Al128,5313.724
673700,H4O4N128Al128,5313.724
673725,H4O4N128Al128,5313.724
673750,H4O4N128Al128,5313.724
673775,H4O4N128Al128,5313.724
673800,H4O4N128Al128,5313.724
673825,H4O4N128Al128,5313.724
673850,H4O4N128Al128,5313.724
673875,H4O4N128Al128,5313.724
673900,H4O4N128Al128,5313.724
673925,H4O4N128Al128,5313.724
673950,H4O4N128Al128,5313.724
673975,H4O4N128Al128,5313.724
674000,H4O4N128Al128,5313.724
674025,H4O4N128Al128,5313.724
674050,H4O4N128Al128,5313.724
674075,H4O4N128Al128,5313.724
674100,H4O4N128Al128,5313.724
674125,H4O4N128Al128,5313.724
674150,H4O4N128Al128,5313.724
674175,H4O4N128Al128,5313.724
674200,H4O4N128Al128,5313.724
674225,H4O4N128Al128,5313.724
674250,H4O4N128Al128,5313.724
674275,H4O4N128Al128,5313.724
674300,H4O4N128Al128,5313.724
674325,H4O4N128Al128,5313.724
674350,H4O4N128Al128,5313.724
674375,H4O4N128Al128,5313.724
674400,H4O4N128Al128,5313.724
674425,H4O4N128Al128,5313.724
674450,H4O4N128Al128,5313.724
674475,H4O4N128Al128,5313.724
674500,H4O4N128Al128,5313.724
674525,H4O4N128Al128,5313.724
674550,H4O4N128Al128,5313.724
674575,H4O4N128Al128,5313.724
674600,H4O4N128Al128,5313.724
674625,H4O4N128Al128,5313.724
674650,H4O4N128Al128,5313.724
674675,H4O4N128Al128,5313.724
674700,H4O4N128Al128,5313.724
674725,H4O4N128Al128,5313.724
674750,H4O4N128Al128,5313.724
674775,H4O4N128Al128,5313.724
674800,H4O4N128Al128,5313.724
674825,H4O4N128Al128,5313.724
674850,H4O4N128Al128,5313.724
674875,H4O4N128Al128,5313.724
674900,H4O4N128Al128,5313.724
674925,H4O4N128Al128,5313.724
674950,H4O4N128Al128,5313.724
674975,H4O4N128Al128,5313.724
675000,H4O4N128Al128,5313.724
675025,H4O4N128Al128,5313.724
675050,H4O4N128Al128,5313.724
675075,H4O4N128Al128,5313.724
675100,H4O4N128Al128,5313.724
675125,H4O4N128Al128,5313.724
675150,H4O4N128Al128,5313.724
675175,H4O4N128Al128,5313.724
675200,H4O4N128Al128,5313.724
675225,H4O4N128Al128,5313.724
675250,H4O4N128Al128,5313.724
675275,H4O4N128Al128,5313.724
675300,H4O4N128Al128,5313.724
675325,H4O4N128Al128,5313.724
675350,H4O4N128Al128,5313.724
675375,H4O4N128Al128,5313.724
675400,H4O4N128Al128,5313.724
675425,H4O4N128Al128,5313.724
675450,H4O4N128Al128,5313.724
675475,H4O4N128Al128,5313.724
675500,H4O4N128Al128,5313.724
675525,H4O4N128Al128,5313.724
675550,H4O4N128Al128,5313.724
675575,H4O4N128Al128,5313.724
675600,H4O4N128Al128,5313.724
675625,H4O4N128Al128,5313.724
675650,H4O4N128Al128,5313.724
675675,H4O4N128Al128,5313.724
675700,H4O4N128Al128,5313.724
675725,H4O4N128Al128,5313.724
675750,H4O4N128Al128,5313.724
675775,H4O4N128Al128,5313.724
675800,H4O4N128Al128,5313.724
675825,H4O4N128Al128,5313.724
675850,H4O4N128Al128,5313.724
675875,H4O4N128Al128,5313.724
675900,H4O4N128Al128,5313.724
675925,H4O4N128Al128,5313.724
675950,H4O4N128Al128,5313.724
675975,H4O4N128Al128,5313.724
676000,H4O4N128Al128,5313.724
676025,H4O4N128Al128,5313.724
676050,H4O4N128Al128,5313.724
676075,H4O4N128Al128,5313.724
676100,H4O4N128Al128,5313.724
676125,H4O4N128Al128,5313.724
676150,H4O4N128Al128,5313.724
676175,H4O4N128Al128,5313.724
676200,H4O4N128Al128,5313.724
676225,H4O4N128Al128,5313.724
676250,H4O4N128Al128,5313.724
676275,H4O4N128Al128,5313.724
676300,H4O4N128Al128,5313.724
676325,H4O4N128Al128,5313.724
676350,H4O4N128Al128,5313.724
676375,H4O4N128Al128,5313.724
676400,H4O4N128Al128,5313.724
676425,H4O4N128Al128,5313.724
676450,H4O4N128Al128,5313.724
676475,H4O4N128Al128,5313.724
676500,H4O4N128Al128,5313.724
676525,H4O4N128Al128,5313.724
676550,H4O4N128Al128,5313.724
676575,H4O4N128Al128,5313.724
676600,H4O4N128Al128,5313.724
676625,H4O4N128Al128,5313.724
676650,H4O4N128Al128,5313.724
676675,H4O4N128Al128,5313.724
676700,H4O4N128Al128,5313.724
676725,H4O4N128Al128,5313.724
676750,H4O4N128Al128,5313.724
676775,H4O4N128Al128,5313.724
676800,H4O4N128Al128,5313.724
676825,H4O4N128Al128,5313.724
676850,H4O4N128Al128,5313.724
676875,H4O4N128Al128,5313.724
676900,H4O4N128Al128,5313.724
676925,H4O4N128Al128,5313.724
676950,H4O4N128Al128,5313.724
676975,H4O4N128Al128,5313.724
677000,H4O4N128Al128,5313.724
677025,H4O4N128Al128,5313.724
677050,H4O4N128Al128,5313.724
677075,H4O4N128Al128,5313.724
677100,H4O4N128Al128,5313.724
677125,H4O4N128Al128,5313.724
677150,H4O4N128Al128,5313.724
677175,H4O4N128Al128,5313.724
677200,H4O4N128Al128,5313.724
677225,H4O4N128Al128,5313.724
677250,H4O4N128Al128,5313.724
677275,H4O4N128Al128,5313.724
677300,H4O4N128Al128,5313.724
677325,H4O4N128Al128,5313.724
677350,H4O4N128Al128,5313.724
677375,H4O4N128Al128,5313.724
677400,H4O4N128Al128,5313.724
677425,H4O4N128Al128,5313.724
677450,H4O4N128Al128,5313.724
677475,H4O4N128Al128,5313.724
677500,H4O4N128Al128,5313.724
677525,H4O4N128Al128,5313.724
677550,H4O4N128Al128,5313.724
677575,H4O4N128Al128,5313.724
677600,H4O4N128Al128,5313.724
677625,H4O4N128Al128,5313.724
677650,H4O4N128Al128,5313.724
677675,H4O4N128Al128,5313.724
677700,H4O4N128Al128,5313.724
677725,H4O4N128Al128,5313.724
677750,H4O4N128Al128,5313.724
677775,H4O4N128Al128,5313.724
677800,H4O4N128Al128,5313.724
677825,H4O4N128Al128,5313.724
677850,H4O4N128Al128,5313.724
677875,H4O4N128Al128,5313.724
677900,H4O4N128Al128,5313.724
677925,H4O4N128Al128,5313.724
677950,H4O4N128Al128,5313.724
677975,H4O4N128Al128,5313.724
678000,H4O4N128Al128,5313.724
678025,H4O4N128Al128,5313.724
678050,H4O4N128Al128,5313.724
678075,H4O4N128Al128,5313.724
678100,H4O4N128Al128,5313.724
678125,H4O4N128Al128,5313.724
678150,H4O4N128Al128,5313.724
678175,H4O4N128Al128,5313.724
678200,H4O4N128Al128,5313.724
678225,H4O4N128Al128,5313.724
678250,H4O4N128Al128,5313.724
678275,H4O4N128Al128,5313.724
678300,H4O4N128Al128,5313.724
678325,H4O4N128Al128,5313.724
678350,H4O4N128Al128,5313.724
678375,H4O4N128Al128,5313.724
678400,H4O4N128Al128,5313.724
678425,H4O4N128Al128,5313.724
678450,H4O4N128Al128,5313.724
678475,H4O4N128Al128,5313.724
678500,H4O4N128Al128,5313.724
678525,H4O4N128Al128,5313.724
678550,H4O4N128Al128,5313.724
678575,H4O4N128Al128,5313.724
678600,H4O4N128Al128,5313.724
678625,H4O4N128Al128,5313.724
678650,H4O4N128Al128,5313.724
678675,H4O4N128Al128,5313.724
678700,H4O4N128Al128,5313.724
678725,H4O4N128Al128,5313.724
678750,H4O4N128Al128,5313.724
678775,H4O4N128Al128,5313.724
678800,H4O4N128Al128,5313.724
678825,H4O4N128Al128,5313.724
678850,H4O4N128Al128,5313.724
678875,H4O4N128Al128,5313.724
678900,H4O4N128Al128,5313.724
678925,H4O4N128Al128,5313.724
678950,H4O4N128Al128,5313.724
678975,H4O4N128Al128,5313.724
679000,H4O4N128Al128,5313.724
679025,H4O4N128Al128,5313.724
679050,H4O4N128Al128,5313.724
679075,H4O4N128Al128,5313.724
679100,H4O4N128Al128,5313.724
679125,H4O4N128Al128,5313.724
679150,H4O4N128Al128,5313.724
679175,H4O4N128Al128,5313.724
679200,H4O4N128Al128,5313.724
679225,H4O4N128Al128,5313.724
679250,H4O4N128Al128,5313.724
679275,H4O4N128Al128,5313.724
679300,H4O4N128Al128,5313.724
679325,H4O4N128Al128,5313.724
679350,H4O4N128Al128,5313.724
679375,H4O4N128Al128,5313.724
679400,H4O4N128Al128,5313.724
679425,H4O4N128Al128,5313.724
679450,H4O4N128Al128,5313.724
679475,H4O4N128Al128,5313.724
679500,H4O4N128Al128,5313.724
679525,H4O4N128Al128,5313.724
679550,H4O4N128Al128,5313.724
679575,H4O4N128Al128,5313.724
679600,H4O4N128Al128,5313.724
679625,H4O4N128Al128,5313.724
679650,H4O4N128Al128,5313.724
679675,H4O4N128Al128,5313.724
679700,H4O4N128Al128,5313.724
679725,H4O4N128Al128,5313.724
679750,H4O4N128Al128,5313.724
679775,H4O4N128Al128,5313.724
679800,H4O4N128Al128,5313.724
679825,H4O4N128Al128,5313.724
679850,H4O4N128Al128,5313.724
679875,H4O4N128Al128,5313.724
679900,H4O4N128Al128,5313.724
679925,H4O4N128Al128,5313.724
679950,H4O4N128Al128,5313.724
679975,H4O4N128Al128,5313.724
680000,H4O4N128Al128,5313.724
680025,H4O4N128Al128,5313.724
680050,H4O4N128Al128,5313.724
680075,H4O4N128Al128,5313.724
680100,H4O4N128Al128,5313.724
680125,H4O4N128Al128,5313.724
680150,H4O4N128Al128,5313.724
680175,H4O4N128Al128,5313.724
680200,H4O4N128Al128,5313.724
680225,H4O4N128Al128,5313.724
680250,H4O4N128Al128,5313.724
680275,H4O4N128Al128,5313.724
680300,H4O4N128Al128,5313.724
680325,H4O4N128Al128,5313.724
680350,H4O4N128Al128,5313.724
