iter,molecular_formula,molecular_mass
1093625,H7O5N128Al128,5332.747
1093650,H7O5N128Al128,5332.747
1093675,H7O5N128Al128,5332.747
1093700,H7O5N128Al128,5332.747
1093725,H7O5N128Al128,5332.747
1093750,H7O5N128Al128,5332.747
1093775,H7O5N128Al128,5332.747
1093800,H7O5N128Al128,5332.747
1093825,H7O5N128Al128,5332.747
1093850,H7O5N128Al128,5332.747
1093875,H7O5N128Al128,5332.747
1093900,H7O5N128Al128,5332.747
1093925,H7O5N128Al128,5332.747
1093950,H7O5N128Al128,5332.747
1093975,H7O5N128Al128,5332.747
1094000,H7O5N128Al128,5332.747
1094025,H7O5N128Al128,5332.747
1094050,H7O5N128Al128,5332.747
1094075,H7O5N128Al128,5332.747
1094100,H7O5N128Al128,5332.747
1094125,H7O5N128Al128,5332.747
1094150,H7O5N128Al128,5332.747
1094175,H7O5N128Al128,5332.747
1094200,H7O5N128Al128,5332.747
1094225,H7O5N128Al128,5332.747
1094250,H7O5N128Al128,5332.747
1094275,H7O5N128Al128,5332.747
1094300,H7O5N128Al128,5332.747
1094325,H7O5N128Al128,5332.747
1094350,H7O5N128Al128,5332.747
1094375,H7O5N128Al128,5332.747
1094400,H7O5N128Al128,5332.747
1094425,H7O5N128Al128,5332.747
1094450,H7O5N128Al128,5332.747
1094475,H7O5N128Al128,5332.747
1094500,H7O5N128Al128,5332.747
1094525,H7O5N128Al128,5332.747
1094550,H7O5N128Al128,5332.747
1094575,H7O5N128Al128,5332.747
1094600,H7O5N128Al128,5332.747
1094625,H7O5N128Al128,5332.747
1094650,H7O5N128Al128,5332.747
1094675,H7O5N128Al128,5332.747
1094700,H7O5N128Al128,5332.747
1094725,H7O5N128Al128,5332.747
1094750,H7O5N128Al128,5332.747
1094775,H7O5N128Al128,5332.747
1094800,H7O5N128Al128,5332.747
1094825,H7O5N128Al128,5332.747
1094850,H7O5N128Al128,5332.747
1094875,H7O5N128Al128,5332.747
1094900,H7O5N128Al128,5332.747
1094925,H7O5N128Al128,5332.747
1094950,H7O5N128Al128,5332.747
1094975,H7O5N128Al128,5332.747
1095000,H7O5N128Al128,5332.747
1095025,H7O5N128Al128,5332.747
1095050,H7O5N128Al128,5332.747
1095075,H7O5N128Al128,5332.747
1095100,H7O5N128Al128,5332.747
1095125,H7O5N128Al128,5332.747
1095150,H7O5N128Al128,5332.747
1095175,H7O5N128Al128,5332.747
1095200,H7O5N128Al128,5332.747
1095225,H7O5N128Al128,5332.747
1095250,H7O5N128Al128,5332.747
1095275,H7O5N128Al128,5332.747
1095300,H7O5N128Al128,5332.747
1095325,H7O5N128Al128,5332.747
1095350,H7O5N128Al128,5332.747
1095375,H7O5N128Al128,5332.747
1095400,H7O5N128Al128,5332.747
1095425,H7O5N128Al128,5332.747
1095450,H7O5N128Al128,5332.747
1095475,H7O5N128Al128,5332.747
1095500,H7O5N128Al128,5332.747
1095525,H7O5N128Al128,5332.747
1095550,H7O5N128Al128,5332.747
1095575,H7O5N128Al128,5332.747
1095600,H7O5N128Al128,5332.747
1095625,H7O5N128Al128,5332.747
1095650,H7O5N128Al128,5332.747
1095675,H7O5N128Al128,5332.747
1095700,H7O5N128Al128,5332.747
1095725,H7O5N128Al128,5332.747
1095750,H7O5N128Al128,5332.747
1095775,H7O5N128Al128,5332.747
1095800,H7O5N128Al128,5332.747
1095825,H7O5N128Al128,5332.747
1095850,H7O5N128Al128,5332.747
1095875,H7O5N128Al128,5332.747
1095900,H7O5N128Al128,5332.747
1095925,H7O5N128Al128,5332.747
1095950,H7O5N128Al128,5332.747
1095975,H7O5N128Al128,5332.747
1096000,H7O5N128Al128,5332.747
1096025,H7O5N128Al128,5332.747
1096050,H7O5N128Al128,5332.747
1096075,H7O5N128Al128,5332.747
1096100,H7O5N128Al128,5332.747
1096125,H7O5N128Al128,5332.747
1096150,H7O5N128Al128,5332.747
1096175,H7O5N128Al128,5332.747
1096200,H7O5N128Al128,5332.747
1096225,H7O5N128Al128,5332.747
1096250,H7O5N128Al128,5332.747
1096275,H7O5N128Al128,5332.747
1096300,H7O5N128Al128,5332.747
1096325,H7O5N128Al128,5332.747
1096350,H7O5N128Al128,5332.747
1096375,H7O5N128Al128,5332.747
1096400,H7O5N128Al128,5332.747
1096425,H7O5N128Al128,5332.747
1096450,H7O5N128Al128,5332.747
1096475,H7O5N128Al128,5332.747
1096500,H7O5N128Al128,5332.747
1096525,H7O5N128Al128,5332.747
1096550,H7O5N128Al128,5332.747
1096575,H7O5N128Al128,5332.747
1096600,H7O5N128Al128,5332.747
1096625,H7O5N128Al128,5332.747
1096650,H7O5N128Al128,5332.747
1096675,H7O5N128Al128,5332.747
1096700,H7O5N128Al128,5332.747
1096725,H7O5N128Al128,5332.747
1096750,H7O5N128Al128,5332.747
1096775,H7O5N128Al128,5332.747
1096800,H7O5N128Al128,5332.747
1096825,H7O5N128Al128,5332.747
1096850,H7O5N128Al128,5332.747
1096875,H7O5N128Al128,5332.747
1096900,H7O5N128Al128,5332.747
1096925,H7O5N128Al128,5332.747
1096950,H7O5N128Al128,5332.747
1096975,H7O5N128Al128,5332.747
1097000,H7O5N128Al128,5332.747
1097025,H7O5N128Al128,5332.747
1097050,H7O5N128Al128,5332.747
1097075,H7O5N128Al128,5332.747
1097100,H7O5N128Al128,5332.747
1097125,H7O5N128Al128,5332.747
1097150,H7O5N128Al128,5332.747
1097175,H7O5N128Al128,5332.747
1097200,H7O5N128Al128,5332.747
1097225,H7O5N128Al128,5332.747
1097250,H7O5N128Al128,5332.747
1097275,H7O5N128Al128,5332.747
1097300,H9O6N128Al128,5350.762
1097325,H9O6N128Al128,5350.762
1097350,H9O6N128Al128,5350.762
1097375,H9O6N128Al128,5350.762
1097400,H7O5N128Al128,5332.747
1097425,H7O5N128Al128,5332.747
1097450,H7O5N128Al128,5332.747
1097475,H7O5N128Al128,5332.747
1097500,H7O5N128Al128,5332.747
1097525,H7O5N128Al128,5332.747
1097550,H7O5N128Al128,5332.747
1097575,H7O5N128Al128,5332.747
1097600,H7O5N128Al128,5332.747
1097625,H7O5N128Al128,5332.747
1097650,H7O5N128Al128,5332.747
1097675,H7O5N128Al128,5332.747
1097700,H7O5N128Al128,5332.747
1097725,H7O5N128Al128,5332.747
1097750,H7O5N128Al128,5332.747
1097775,H7O5N128Al128,5332.747
1097800,H7O5N128Al128,5332.747
1097825,H7O5N128Al128,5332.747
1097850,H7O5N128Al128,5332.747
1097875,H7O5N128Al128,5332.747
1097900,H7O5N128Al128,5332.747
1097925,H7O5N128Al128,5332.747
1097950,H7O5N128Al128,5332.747
1097975,H7O5N128Al128,5332.747
1098000,H7O5N128Al128,5332.747
1098025,H7O5N128Al128,5332.747
1098050,H7O5N128Al128,5332.747
1098075,H7O5N128Al128,5332.747
1098100,H7O5N128Al128,5332.747
1098125,H7O5N128Al128,5332.747
1098150,H7O5N128Al128,5332.747
1098175,H7O5N128Al128,5332.747
1098200,H7O5N128Al128,5332.747
1098225,H7O5N128Al128,5332.747
1098250,H7O5N128Al128,5332.747
1098275,H7O5N128Al128,5332.747
1098300,H7O5N128Al128,5332.747
1098325,H7O5N128Al128,5332.747
1098350,H7O5N128Al128,5332.747
1098375,H7O5N128Al128,5332.747
1098400,H7O5N128Al128,5332.747
1098425,H7O5N128Al128,5332.747
1098450,H7O5N128Al128,5332.747
1098475,H7O5N128Al128,5332.747
1098500,H7O5N128Al128,5332.747
1098525,H7O5N128Al128,5332.747
1098550,H7O5N128Al128,5332.747
1098575,H7O5N128Al128,5332.747
1098600,H7O5N128Al128,5332.747
1098625,H7O5N128Al128,5332.747
1098650,H7O5N128Al128,5332.747
1098675,H7O5N128Al128,5332.747
1098700,H7O5N128Al128,5332.747
1098725,H7O5N128Al128,5332.747
1098750,H7O5N128Al128,5332.747
1098775,H7O5N128Al128,5332.747
1098800,H7O5N128Al128,5332.747
1098825,H7O5N128Al128,5332.747
1098850,H7O5N128Al128,5332.747
1098875,H7O5N128Al128,5332.747
1098900,H7O5N128Al128,5332.747
1098925,H7O5N128Al128,5332.747
1098950,H7O5N128Al128,5332.747
1098975,H7O5N128Al128,5332.747
1099000,H7O5N128Al128,5332.747
1099025,H7O5N128Al128,5332.747
1099050,H7O5N128Al128,5332.747
1099075,H7O5N128Al128,5332.747
1099100,H7O5N128Al128,5332.747
1099125,H7O5N128Al128,5332.747
1099150,H7O5N128Al128,5332.747
1099175,H7O5N128Al128,5332.747
1099200,H7O5N128Al128,5332.747
1099225,H7O5N128Al128,5332.747
1099250,H7O5N128Al128,5332.747
1099275,H7O5N128Al128,5332.747
1099300,H7O5N128Al128,5332.747
1099325,H7O5N128Al128,5332.747
1099350,H7O5N128Al128,5332.747
1099375,H7O5N128Al128,5332.747
1099400,H7O5N128Al128,5332.747
1099425,H7O5N128Al128,5332.747
1099450,H7O5N128Al128,5332.747
1099475,H9O6N128Al128,5350.762
1099500,H9O6N128Al128,5350.762
1099525,H9O6N128Al128,5350.762
1099550,H9O6N128Al128,5350.762
1099575,H7O5N128Al128,5332.747
1099600,H7O5N128Al128,5332.747
1099625,H7O5N128Al128,5332.747
1099650,H7O5N128Al128,5332.747
1099675,H7O5N128Al128,5332.747
1099700,H7O5N128Al128,5332.747
1099725,H7O5N128Al128,5332.747
1099750,H7O5N128Al128,5332.747
1099775,H7O5N128Al128,5332.747
1099800,H7O5N128Al128,5332.747
1099825,H7O5N128Al128,5332.747
1099850,H7O5N128Al128,5332.747
1099875,H7O5N128Al128,5332.747
1099900,H7O5N128Al128,5332.747
1099925,H7O5N128Al128,5332.747
1099950,H7O5N128Al128,5332.747
1099975,H7O5N128Al128,5332.747
1100000,H7O5N128Al128,5332.747
1100025,H7O5N128Al128,5332.747
1100050,H7O5N128Al128,5332.747
1100075,H7O5N128Al128,5332.747
1100100,H7O5N128Al128,5332.747
1100125,H7O5N128Al128,5332.747
1100150,H7O5N128Al128,5332.747
1100175,H7O5N128Al128,5332.747
1100200,H7O5N128Al128,5332.747
1100225,H7O5N128Al128,5332.747
1100250,H7O5N128Al128,5332.747
1100275,H7O5N128Al128,5332.747
1100300,H7O5N128Al128,5332.747
1100325,H7O5N128Al128,5332.747
1100350,H7O5N128Al128,5332.747
1100375,H7O5N128Al128,5332.747
1100400,H7O5N128Al128,5332.747
1100425,H7O5N128Al128,5332.747
1100450,H7O5N128Al128,5332.747
1100475,H7O5N128Al128,5332.747
1100500,H7O5N128Al128,5332.747
1100525,H7O5N128Al128,5332.747
1100550,H7O5N128Al128,5332.747
1100575,H7O5N128Al128,5332.747
1100600,H7O5N128Al128,5332.747
1100625,H7O5N128Al128,5332.747
1100650,H7O5N128Al128,5332.747
1100675,H7O5N128Al128,5332.747
1100700,H7O5N128Al128,5332.747
1100725,H7O5N128Al128,5332.747
1100750,H7O5N128Al128,5332.747
1100775,H7O5N128Al128,5332.747
1100800,H7O5N128Al128,5332.747
1100825,H7O5N128Al128,5332.747
1100850,H7O5N128Al128,5332.747
1100875,H7O5N128Al128,5332.747
1100900,H7O5N128Al128,5332.747
1100925,H7O5N128Al128,5332.747
1100950,H7O5N128Al128,5332.747
1100975,H7O5N128Al128,5332.747
1101000,H7O5N128Al128,5332.747
1101025,H7O5N128Al128,5332.747
1101050,H7O5N128Al128,5332.747
1101075,H7O5N128Al128,5332.747
1101100,H7O5N128Al128,5332.747
1101125,H7O5N128Al128,5332.747
1101150,H7O5N128Al128,5332.747
1101175,H7O5N128Al128,5332.747
1101200,H7O5N128Al128,5332.747
1101225,H7O5N128Al128,5332.747
1101250,H7O5N128Al128,5332.747
1101275,H7O5N128Al128,5332.747
1101300,H7O5N128Al128,5332.747
1101325,H7O5N128Al128,5332.747
1101350,H7O5N128Al128,5332.747
1101375,H7O5N128Al128,5332.747
1101400,H7O5N128Al128,5332.747
1101425,H7O5N128Al128,5332.747
1101450,H7O5N128Al128,5332.747
1101475,H7O5N128Al128,5332.747
1101500,H7O5N128Al128,5332.747
1101525,H7O5N128Al128,5332.747
1101550,H7O5N128Al128,5332.747
1101575,H7O5N128Al128,5332.747
1101600,H7O5N128Al128,5332.747
1101625,H7O5N128Al128,5332.747
1101650,H7O5N128Al128,5332.747
1101675,H7O5N128Al128,5332.747
1101700,H7O5N128Al128,5332.747
1101725,H7O5N128Al128,5332.747
1101750,H7O5N128Al128,5332.747
1101775,H7O5N128Al128,5332.747
1101800,H7O5N128Al128,5332.747
1101825,H7O5N128Al128,5332.747
1101850,H7O5N128Al128,5332.747
1101875,H7O5N128Al128,5332.747
1101900,H7O5N128Al128,5332.747
1101925,H7O5N128Al128,5332.747
1101950,H7O5N128Al128,5332.747
1101975,H7O5N128Al128,5332.747
1102000,H7O5N128Al128,5332.747
1102025,H7O5N128Al128,5332.747
1102050,H7O5N128Al128,5332.747
1102075,H7O5N128Al128,5332.747
1102100,H7O5N128Al128,5332.747
1102125,H7O5N128Al128,5332.747
1102150,H7O5N128Al128,5332.747
1102175,H7O5N128Al128,5332.747
1102200,H7O5N128Al128,5332.747
1102225,H7O5N128Al128,5332.747
1102250,H7O5N128Al128,5332.747
1102275,H7O5N128Al128,5332.747
1102300,H7O5N128Al128,5332.747
1102325,H7O5N128Al128,5332.747
1102350,H7O5N128Al128,5332.747
1102375,H7O5N128Al128,5332.747
1102400,H7O5N128Al128,5332.747
1102425,H7O5N128Al128,5332.747
1102450,H7O5N128Al128,5332.747
1102475,H7O5N128Al128,5332.747
1102500,H7O5N128Al128,5332.747
1102525,H7O5N128Al128,5332.747
1102550,H7O5N128Al128,5332.747
1102575,H7O5N128Al128,5332.747
1102600,H7O5N128Al128,5332.747
1102625,H9O6N128Al128,5350.762
1102650,H9O6N128Al128,5350.762
1102675,H9O6N128Al128,5350.762
1102700,H9O6N128Al128,5350.762
1102725,H9O6N128Al128,5350.762
1102750,H7O5N128Al128,5332.747
1102775,H7O5N128Al128,5332.747
1102800,H7O5N128Al128,5332.747
1102825,H7O5N128Al128,5332.747
1102850,H7O5N128Al128,5332.747
1102875,H7O5N128Al128,5332.747
1102900,H7O5N128Al128,5332.747
1102925,H7O5N128Al128,5332.747
1102950,H7O5N128Al128,5332.747
1102975,H7O5N128Al128,5332.747
1103000,H7O5N128Al128,5332.747
1103025,H7O5N128Al128,5332.747
1103050,H7O5N128Al128,5332.747
1103075,H7O5N128Al128,5332.747
1103100,H7O5N128Al128,5332.747
1103125,H7O5N128Al128,5332.747
1103150,H7O5N128Al128,5332.747
1103175,H7O5N128Al128,5332.747
1103200,H7O5N128Al128,5332.747
1103225,H7O5N128Al128,5332.747
1103250,H7O5N128Al128,5332.747
1103275,H7O5N128Al128,5332.747
1103300,H7O5N128Al128,5332.747
1103325,H7O5N128Al128,5332.747
1103350,H7O5N128Al128,5332.747
1103375,H7O5N128Al128,5332.747
1103400,H7O5N128Al128,5332.747
1103425,H7O5N128Al128,5332.747
1103450,H7O5N128Al128,5332.747
1103475,H7O5N128Al128,5332.747
1103500,H7O5N128Al128,5332.747
1103525,H7O5N128Al128,5332.747
1103550,H7O5N128Al128,5332.747
1103575,H7O5N128Al128,5332.747
1103600,H7O5N128Al128,5332.747
1103625,H7O5N128Al128,5332.747
1103650,H7O5N128Al128,5332.747
1103675,H7O5N128Al128,5332.747
1103700,H7O5N128Al128,5332.747
1103725,H7O5N128Al128,5332.747
1103750,H7O5N128Al128,5332.747
1103775,H7O5N128Al128,5332.747
1103800,H7O5N128Al128,5332.747
1103825,H7O5N128Al128,5332.747
1103850,H7O5N128Al128,5332.747
1103875,H7O5N128Al128,5332.747
1103900,H7O5N128Al128,5332.747
1103925,H7O5N128Al128,5332.747
1103950,H7O5N128Al128,5332.747
1103975,H7O5N128Al128,5332.747
1104000,H7O5N128Al128,5332.747
1104025,H7O5N128Al128,5332.747
1104050,H7O5N128Al128,5332.747
1104075,H7O5N128Al128,5332.747
1104100,H7O5N128Al128,5332.747
1104125,H7O5N128Al128,5332.747
1104150,H7O5N128Al128,5332.747
1104175,H7O5N128Al128,5332.747
1104200,H7O5N128Al128,5332.747
1104225,H7O5N128Al128,5332.747
1104250,H7O5N128Al128,5332.747
1104275,H7O5N128Al128,5332.747
1104300,H7O5N128Al128,5332.747
1104325,H7O5N128Al128,5332.747
1104350,H7O5N128Al128,5332.747
1104375,H7O5N128Al128,5332.747
1104400,H7O5N128Al128,5332.747
1104425,H7O5N128Al128,5332.747
1104450,H7O5N128Al128,5332.747
1104475,H7O5N128Al128,5332.747
1104500,H7O5N128Al128,5332.747
1104525,H7O5N128Al128,5332.747
1104550,H7O5N128Al128,5332.747
1104575,H7O5N128Al128,5332.747
1104600,H7O5N128Al128,5332.747
1104625,H7O5N128Al128,5332.747
1104650,H7O5N128Al128,5332.747
1104675,H7O5N128Al128,5332.747
1104700,H7O5N128Al128,5332.747
1104725,H7O5N128Al128,5332.747
1104750,H7O5N128Al128,5332.747
1104775,H7O5N128Al128,5332.747
1104800,H7O5N128Al128,5332.747
1104825,H7O5N128Al128,5332.747
1104850,H7O5N128Al128,5332.747
1104875,H7O5N128Al128,5332.747
1104900,H7O5N128Al128,5332.747
1104925,H7O5N128Al128,5332.747
1104950,H9O6N128Al128,5350.762
1104975,H9O6N128Al128,5350.762
1105000,H9O6N128Al128,5350.762
1105025,H9O6N128Al128,5350.762
1105050,H7O5N128Al128,5332.747
1105075,H7O5N128Al128,5332.747
1105100,H7O5N128Al128,5332.747
1105125,H7O5N128Al128,5332.747
1105150,H7O5N128Al128,5332.747
1105175,H7O5N128Al128,5332.747
1105200,H7O5N128Al128,5332.747
1105225,H7O5N128Al128,5332.747
1105250,H7O5N128Al128,5332.747
1105275,H7O5N128Al128,5332.747
1105300,H7O5N128Al128,5332.747
1105325,H7O5N128Al128,5332.747
1105350,H7O5N128Al128,5332.747
1105375,H7O5N128Al128,5332.747
1105400,H7O5N128Al128,5332.747
1105425,H7O5N128Al128,5332.747
1105450,H7O5N128Al128,5332.747
1105475,H7O5N128Al128,5332.747
1105500,H7O5N128Al128,5332.747
1105525,H7O5N128Al128,5332.747
1105550,H7O5N128Al128,5332.747
1105575,H7O5N128Al128,5332.747
1105600,H7O5N128Al128,5332.747
1105625,H7O5N128Al128,5332.747
1105650,H7O5N128Al128,5332.747
1105675,H7O5N128Al128,5332.747
1105700,H7O5N128Al128,5332.747
1105725,H7O5N128Al128,5332.747
1105750,H7O5N128Al128,5332.747
1105775,H7O5N128Al128,5332.747
1105800,H7O5N128Al128,5332.747
1105825,H7O5N128Al128,5332.747
1105850,H7O5N128Al128,5332.747
1105875,H7O5N128Al128,5332.747
1105900,H7O5N128Al128,5332.747
1105925,H7O5N128Al128,5332.747
1105950,H7O5N128Al128,5332.747
1105975,H7O5N128Al128,5332.747
1106000,H7O5N128Al128,5332.747
1106025,H7O5N128Al128,5332.747
1106050,H7O5N128Al128,5332.747
1106075,H7O5N128Al128,5332.747
1106100,H7O5N128Al128,5332.747
1106125,H7O5N128Al128,5332.747
1106150,H7O5N128Al128,5332.747
1106175,H7O5N128Al128,5332.747
1106200,H7O5N128Al128,5332.747
1106225,H7O5N128Al128,5332.747
1106250,H7O5N128Al128,5332.747
1106275,H7O5N128Al128,5332.747
1106300,H7O5N128Al128,5332.747
1106325,H7O5N128Al128,5332.747
1106350,H7O5N128Al128,5332.747
1106375,H7O5N128Al128,5332.747
1106400,H7O5N128Al128,5332.747
1106425,H7O5N128Al128,5332.747
1106450,H7O5N128Al128,5332.747
1106475,H7O5N128Al128,5332.747
1106500,H7O5N128Al128,5332.747
1106525,H7O5N128Al128,5332.747
1106550,H7O5N128Al128,5332.747
1106575,H7O5N128Al128,5332.747
1106600,H7O5N128Al128,5332.747
1106625,H7O5N128Al128,5332.747
1106650,H7O5N128Al128,5332.747
1106675,H7O5N128Al128,5332.747
1106700,H7O5N128Al128,5332.747
1106725,H7O5N128Al128,5332.747
1106750,H7O5N128Al128,5332.747
1106775,H7O5N128Al128,5332.747
1106800,H7O5N128Al128,5332.747
1106825,H7O5N128Al128,5332.747
1106850,H7O5N128Al128,5332.747
1106875,H7O5N128Al128,5332.747
1106900,H7O5N128Al128,5332.747
1106925,H7O5N128Al128,5332.747
1106950,H7O5N128Al128,5332.747
1106975,H7O5N128Al128,5332.747
1107000,H7O5N128Al128,5332.747
1107025,H7O5N128Al128,5332.747
1107050,H7O5N128Al128,5332.747
1107075,H7O5N128Al128,5332.747
1107100,H7O5N128Al128,5332.747
1107125,H7O5N128Al128,5332.747
1107150,H7O5N128Al128,5332.747
1107175,H7O5N128Al128,5332.747
1107200,H7O5N128Al128,5332.747
1107225,H7O5N128Al128,5332.747
1107250,H7O5N128Al128,5332.747
1107275,H7O5N128Al128,5332.747
1107300,H7O5N128Al128,5332.747
1107325,H7O5N128Al128,5332.747
1107350,H7O5N128Al128,5332.747
1107375,H7O5N128Al128,5332.747
1107400,H7O5N128Al128,5332.747
1107425,H7O5N128Al128,5332.747
1107450,H9O6N128Al128,5350.762
1107475,H9O6N128Al128,5350.762
1107500,H9O6N128Al128,5350.762
1107525,H9O6N128Al128,5350.762
1107550,H9O6N128Al128,5350.762
1107575,H7O5N128Al128,5332.747
1107600,H7O5N128Al128,5332.747
1107625,H7O5N128Al128,5332.747
1107650,H7O5N128Al128,5332.747
1107675,H7O5N128Al128,5332.747
1107700,H7O5N128Al128,5332.747
1107725,H7O5N128Al128,5332.747
1107750,H7O5N128Al128,5332.747
1107775,H7O5N128Al128,5332.747
1107800,H7O5N128Al128,5332.747
1107825,H7O5N128Al128,5332.747
1107850,H7O5N128Al128,5332.747
1107875,H7O5N128Al128,5332.747
1107900,H7O5N128Al128,5332.747
1107925,H7O5N128Al128,5332.747
1107950,H7O5N128Al128,5332.747
1107975,H7O5N128Al128,5332.747
1108000,H7O5N128Al128,5332.747
1108025,H9O6N128Al128,5350.762
1108050,H7O5N128Al128,5332.747
1108075,H7O5N128Al128,5332.747
1108100,H7O5N128Al128,5332.747
1108125,H7O5N128Al128,5332.747
1108150,H7O5N128Al128,5332.747
1108175,H7O5N128Al128,5332.747
1108200,H7O5N128Al128,5332.747
1108225,H7O5N128Al128,5332.747
1108250,H7O5N128Al128,5332.747
1108275,H7O5N128Al128,5332.747
1108300,H7O5N128Al128,5332.747
1108325,H7O5N128Al128,5332.747
1108350,H7O5N128Al128,5332.747
1108375,H7O5N128Al128,5332.747
1108400,H7O5N128Al128,5332.747
1108425,H7O5N128Al128,5332.747
1108450,H7O5N128Al128,5332.747
1108475,H7O5N128Al128,5332.747
1108500,H7O5N128Al128,5332.747
1108525,H7O5N128Al128,5332.747
1108550,H7O5N128Al128,5332.747
1108575,H7O5N128Al128,5332.747
1108600,H7O5N128Al128,5332.747
1108625,H7O5N128Al128,5332.747
1108650,H7O5N128Al128,5332.747
1108675,H7O5N128Al128,5332.747
1108700,H7O5N128Al128,5332.747
1108725,H7O5N128Al128,5332.747
1108750,H7O5N128Al128,5332.747
1108775,H7O5N128Al128,5332.747
1108800,H7O5N128Al128,5332.747
1108825,H7O5N128Al128,5332.747
1108850,H7O5N128Al128,5332.747
1108875,H7O5N128Al128,5332.747
1108900,H7O5N128Al128,5332.747
1108925,H7O5N128Al128,5332.747
1108950,H7O5N128Al128,5332.747
1108975,H7O5N128Al128,5332.747
1109000,H7O5N128Al128,5332.747
1109025,H7O5N128Al128,5332.747
1109050,H7O5N128Al128,5332.747
1109075,H7O5N128Al128,5332.747
1109100,H7O5N128Al128,5332.747
1109125,H7O5N128Al128,5332.747
1109150,H7O5N128Al128,5332.747
1109175,H7O5N128Al128,5332.747
1109200,H7O5N128Al128,5332.747
1109225,H7O5N128Al128,5332.747
1109250,H7O5N128Al128,5332.747
1109275,H7O5N128Al128,5332.747
1109300,H7O5N128Al128,5332.747
1109325,H7O5N128Al128,5332.747
1109350,H7O5N128Al128,5332.747
1109375,H7O5N128Al128,5332.747
1109400,H7O5N128Al128,5332.747
1109425,H7O5N128Al128,5332.747
1109450,H7O5N128Al128,5332.747
1109475,H7O5N128Al128,5332.747
1109500,H7O5N128Al128,5332.747
1109525,H7O5N128Al128,5332.747
1109550,H7O5N128Al128,5332.747
1109575,H7O5N128Al128,5332.747
1109600,H7O5N128Al128,5332.747
1109625,H7O5N128Al128,5332.747
1109650,H7O5N128Al128,5332.747
1109675,H7O5N128Al128,5332.747
1109700,H7O5N128Al128,5332.747
1109725,H7O5N128Al128,5332.747
1109750,H7O5N128Al128,5332.747
1109775,H7O5N128Al128,5332.747
1109800,H7O5N128Al128,5332.747
1109825,H7O5N128Al128,5332.747
1109850,H7O5N128Al128,5332.747
1109875,H7O5N128Al128,5332.747
1109900,H7O5N128Al128,5332.747
1109925,H7O5N128Al128,5332.747
1109950,H7O5N128Al128,5332.747
1109975,H7O5N128Al128,5332.747
1110000,H7O5N128Al128,5332.747
1110025,H7O5N128Al128,5332.747
1110050,H7O5N128Al128,5332.747
1110075,H7O5N128Al128,5332.747
1110100,H7O5N128Al128,5332.747
1110125,H7O5N128Al128,5332.747
1110150,H7O5N128Al128,5332.747
1110175,H7O5N128Al128,5332.747
1110200,H9O6N128Al128,5350.762
1110225,H9O6N128Al128,5350.762
1110250,H9O6N128Al128,5350.762
1110275,H9O6N128Al128,5350.762
1110300,H9O6N128Al128,5350.762
1110325,H9O6N128Al128,5350.762
1110350,H9O6N128Al128,5350.762
1110375,H7O5N128Al128,5332.747
1110400,H7O5N128Al128,5332.747
1110425,H7O5N128Al128,5332.747
1110450,H7O5N128Al128,5332.747
1110475,H7O5N128Al128,5332.747
1110500,H7O5N128Al128,5332.747
1110525,H7O5N128Al128,5332.747
1110550,H7O5N128Al128,5332.747
1110575,H7O5N128Al128,5332.747
1110600,H7O5N128Al128,5332.747
1110625,H7O5N128Al128,5332.747
1110650,H7O5N128Al128,5332.747
1110675,H7O5N128Al128,5332.747
1110700,H7O5N128Al128,5332.747
1110725,H7O5N128Al128,5332.747
1110750,H7O5N128Al128,5332.747
1110775,H7O5N128Al128,5332.747
1110800,H7O5N128Al128,5332.747
1110825,H7O5N128Al128,5332.747
1110850,H7O5N128Al128,5332.747
1110875,H7O5N128Al128,5332.747
1110900,H7O5N128Al128,5332.747
1110925,H7O5N128Al128,5332.747
1110950,H7O5N128Al128,5332.747
1110975,H7O5N128Al128,5332.747
1111000,H7O5N128Al128,5332.747
1111025,H7O5N128Al128,5332.747
1111050,H7O5N128Al128,5332.747
1111075,H7O5N128Al128,5332.747
1111100,H7O5N128Al128,5332.747
1111125,H7O5N128Al128,5332.747
1111150,H7O5N128Al128,5332.747
1111175,H7O5N128Al128,5332.747
1111200,H7O5N128Al128,5332.747
1111225,H7O5N128Al128,5332.747
1111250,H7O5N128Al128,5332.747
1111275,H7O5N128Al128,5332.747
1111300,H7O5N128Al128,5332.747
1111325,H7O5N128Al128,5332.747
1111350,H7O5N128Al128,5332.747
1111375,H7O5N128Al128,5332.747
1111400,H7O5N128Al128,5332.747
1111425,H7O5N128Al128,5332.747
1111450,H7O5N128Al128,5332.747
1111475,H7O5N128Al128,5332.747
1111500,H7O5N128Al128,5332.747
1111525,H7O5N128Al128,5332.747
1111550,H7O5N128Al128,5332.747
1111575,H7O5N128Al128,5332.747
1111600,H7O5N128Al128,5332.747
1111625,H7O5N128Al128,5332.747
1111650,H7O5N128Al128,5332.747
1111675,H7O5N128Al128,5332.747
1111700,H7O5N128Al128,5332.747
1111725,H7O5N128Al128,5332.747
1111750,H7O5N128Al128,5332.747
1111775,H7O5N128Al128,5332.747
1111800,H7O5N128Al128,5332.747
1111825,H7O5N128Al128,5332.747
1111850,H7O5N128Al128,5332.747
1111875,H7O5N128Al128,5332.747
1111900,H7O5N128Al128,5332.747
1111925,H7O5N128Al128,5332.747
1111950,H7O5N128Al128,5332.747
1111975,H7O5N128Al128,5332.747
